first stage decision,expected second stage value,feasibility
"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0.0,0
"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(0, 0, 1, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 1, 0, 0, 0, 0, 0, 1, 0)",31.349398609284158,1
"(1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",32.09868653750128,1
"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",36.67751141487354,1
"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0.0,0
"(0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",0.0,0
"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",0.0,0
