first stage decision,expected second stage value,feasibility
"(1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",35.066064033582876,1
"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0.0,0
"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",40.31473053026541,1
"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0.0,0
"(0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",32.513110952002755,1
"(0, 0, 1, 0, 0, 0, 0, 1, 0, 0)",0.0,0
"(1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 1, 0, 1, 0, 0, 1, 0, 0)",38.14919579034087,1
"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0.0,0
"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",0.0,0
"(1, 0, 1, 0, 0, 0, 0, 1, 0, 0)",32.06555418778902,1
"(0, 1, 0, 0, 0, 0, 0, 1, 0, 0)",34.29775614786705,1
"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0.0,0
