first stage decision,expected second stage value,feasibility
"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",61.49268723652007,1
"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 1, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0)",0.0,0
"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0.0,0
"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0)",57.64221200733679,1
"(0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 1, 0, 1, 1, 0, 0)",56.0254655216116,1
"(0, 0, 1, 0, 1, 0, 1, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",55.397628202404576,1
"(0, 0, 0, 1, 1, 0, 0, 1, 0, 0)",44.62467148018177,1
"(0, 1, 0, 0, 1, 0, 0, 1, 0, 0)",51.91825266904941,1
