first stage decision,expected second stage value,feasibility
"(0, 1, 0, 0, 0, 0, 0, 0, 1, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0.0,0
"(0, 0, 1, 0, 0, 0, 0, 0, 1, 0)",0.0,0
"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",26.939736889512055,1
"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",28.98942334566045,1
"(0, 1, 0, 0, 0, 0, 0, 1, 0, 0)",0.0,0
"(0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0.0,0
"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0.0,0
"(1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0.0,0
"(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",36.967835096165985,1
"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0.0,0
