first stage decision,expected second stage value,feasibility
"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",0.0,0
"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",27.52955687275072,1
"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",0.0,0
"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",32.63048514463965,1
"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0.0,0
"(0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0.0,0
"(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",0.0,0
"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1)",0.0,0
"(1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",36.4275348270631,1
"(0, 1, 0, 0, 0, 0, 0, 0, 1, 0)",37.26175819997526,1
