master_seed,total_E_Q,avg_L,avg_N,total_exec_time,avg_exec_time
1011,1063706749416.6453,42.75,5.0,533.3979458808899,74.42474323511124
123,1049381203183.001,42.75,5.0,293.36401176452637,48.894001960754395
42,1080483174173.0195,45.75,5.0,589.6058194637299,77.45072743296623
456,1104083685438.4075,35.0,5.0,252.89292454719543,42.148820757865906
789,1101821724996.0115,48.0,5.0,321.9964654445648,51.66607757409414
