first stage decision,expected second stage value,feasibility
[1 1 1 0 1 0 1 1 0 0 1 0 1 1 1 0 0 1 0 1 1 1 0 0 0],28.750902042904137,1
[0 1 1 0 1 1 1 0 0 1 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1],33.68872070821826,1
[0 0 1 0 0 1 0 1 0 0 1 0 1 0 0 0 1 1 0 0 1 1 1 0 1],47.99958278351357,1
[0 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 0 1 0 0 0 0 0 0],29.68920074153983,1
[0 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 0 1 0 0 1 0 0 1],29.77494837439243,1
[0 1 0 1 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 1 0 0 1 0],30.340262732627764,1
[1 1 0 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1 1],27.648020362358118,1
[0 0 1 0 1 0 0 1 0 1 1 0 1 0 0 1 1 1 1 0 1 0 0 0 1],41.531589890483495,1
[1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 1 1],58.54532379414972,1
[0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0],39.653206031844284,1
[1 0 0 0 0 1 0 1 0 0 0 1 1 1 1 1 1 0 1 0 0 0 0 1 0],51.03641818428976,1
[0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0 1 1 0 1 0 0],53.35400229667609,1
[0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0],0.0,0
[1 0 1 0 0 0 1 0 0 0 0 1 1 1 1 1 0 1 0 0 0 1 0 1 0],55.28955128137231,1
[1 0 0 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 0 1 1 1 0],37.99046027330333,1
[0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 0 1 0],46.39553736567501,1
[1 1 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 0],45.40117169703549,1
[1 0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0],0.0,0
[1 0 1 1 0 0 0 0 1 1 0 0 1 1 0 1 1 0 1 0 1 0 1 1 0],47.548046487604935,1
[1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0],42.24414634799864,1
[1 1 1 1 1 0 0 1 0 0 1 0 0 1 1 1 0 0 1 0 1 1 1 0 1],35.226976284424275,1
[1 0 1 0 1 1 1 0 0 1 0 1 1 1 1 1 0 1 0 0 0 1 0 0 0],49.404295526154755,1
[0 0 0 1 1 1 1 1 1 0 1 0 1 0 0 0 1 1 0 1 1 0 0 0 1],42.12588714989101,1
[1 1 1 0 1 1 1 1 0 0 1 0 1 0 0 1 1 1 0 1 0 1 1 0 0],27.196370564505752,1
[0 1 1 1 1 1 1 0 1 0 1 0 0 0 1 1 1 1 1 0 0 1 0 0 0],27.795055539261092,1
[0 0 1 1 0 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0],38.005140035041705,1
[1 1 1 1 1 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1],37.076313757745304,1
[0 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0],25.134070311029102,1
[0 1 1 0 1 1 1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 1 0 0],34.794200836394786,1
[0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 0 0 0 1 1 0 1 0 1 1],50.55719307640706,1
[1 1 0 0 1 1 0 0 0 1 0 1 1 1 1 1 1 0 0 0 1 0 0 1 0],34.60774731577805,1
[1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1],27.8485830863533,1
[1 0 0 1 0 0 1 0 1 1 0 1 0 1 0 0 1 1 0 0 0 0 1 1 0],52.11555808125413,1
[0 1 0 1 0 1 1 0 1 1 1 1 0 0 1 1 0 0 0 1 1 0 1 1 1],28.756637074026248,1
[0 1 1 0 0 1 0 0 0 1 0 1 0 1 0 1 0 0 1 0 1 1 0 1 1],39.41341022416592,1
[1 1 1 0 1 0 1 0 0 1 1 1 0 0 1 1 0 1 1 1 0 1 0 0 0],30.62516361739595,1
[0 0 1 1 1 0 0 1 0 1 0 1 1 0 0 0 1 0 1 1 1 0 0 1 1],48.71106165089945,1
[1 0 0 1 0 0 0 1 1 0 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0],60.91538447448247,1
[0 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0 1],29.115165794017123,1
[0 0 0 1 0 0 1 1 0 0 1 1 0 0 1 1 0 1 1 1 0 1 0 0 1],42.03661893120865,1
[1 0 0 1 1 0 1 0 0 1 1 1 1 0 0 1 1 1 0 0 1 1 1 0 1],36.88719521584419,1
[1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 1 0 0],36.669307541885566,1
[1 1 1 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 0 1 1 1 0 0 1],28.120988697038804,1
[1 1 1 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1],39.642072074089604,1
[1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0],0.0,0
[1 0 0 0 0 1 0 0 1 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1],53.20785148810404,1
[1 1 0 1 0 1 1 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 0],29.36557598214197,1
[0 0 1 1 0 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0 0 1 1 1 0],45.593968198638194,1
[1 1 1 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0],40.57571030139858,1
[1 0 0 1 1 0 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 0 1],37.49419752279776,1
[1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 1 0 1 1 0 1 0 1 0 1],43.39022256130313,1
[0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1],47.24183812638222,1
[1 1 1 0 0 1 1 1 1 1 1 0 1 0 0 1 0 0 0 1 0 0 1 1 0],31.416599739012135,1
[0 0 1 1 0 0 1 1 1 0 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0],56.19187116499264,1
[1 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 1 1 1 1 0],47.61771637066257,1
