Node	Period	Operationalhour	Value
Germany	5	27	177326.8135618975
Germany	5	28	176790.45470044945
Germany	5	29	177330.07913203168
Germany	5	30	178083.06314524508
Germany	5	31	178682.00098749448
Germany	5	32	178836.89086482688
Germany	5	33	177815.63040392858
Germany	5	34	176978.03491744178
Germany	5	35	176158.57203444795
Germany	5	36	175523.42928703947
Germany	5	37	174433.6537869347
Germany	5	38	173435.90755232092
Germany	5	39	173178.29540478703
Germany	5	40	173311.64477244669
Germany	5	41	174096.7422155941
Germany	5	42	175382.24312959937
Germany	5	43	176689.83416771176
Germany	5	44	178348.10576840688
Germany	5	45	178856.69404401476
Germany	5	46	178150.38572139374
Germany	5	47	178020.6661825034
Germany	5	48	178198.42743749675
Germany	5	49	158726.9711193409
Germany	5	50	159256.94874210926
Germany	5	51	159762.20454444946
Germany	5	52	159815.55133785226
Germany	5	53	159780.81555726775
Germany	5	54	159515.2947472966
Germany	5	55	159448.43136992818
Germany	5	56	158877.7944432362
Germany	5	57	158245.24348761904
Germany	5	58	157831.9862435666
Germany	5	59	157568.56398166373
Germany	5	60	157534.58334609334
Germany	5	61	157526.22646233015
Germany	5	62	157930.35617565972
Germany	5	63	158219.3858715323
Germany	5	64	158450.3176131119
Germany	5	65	158987.80166362436
Germany	5	66	159995.48145595906
Germany	5	67	160860.50426032336
Germany	5	68	161383.2114706149
Germany	5	69	161397.87238001777
Germany	5	70	161447.57888640088
Germany	5	71	161745.76118312846
Germany	5	72	162048.09985557114
Germany	5	73	162023.0256440261
Germany	5	74	161734.35827831694
Germany	5	75	161913.1622431235
Germany	5	76	162056.51763453684
Germany	5	77	162374.82138245468
Germany	5	78	162030.25956388458
Germany	5	79	162161.95726970604
Germany	5	80	162305.9650037576
Germany	5	81	161991.0371197205
Germany	5	82	161132.4070506941
Germany	5	83	159981.0607154546
Germany	5	84	159216.63048098827
Germany	5	85	158968.49232153516
Germany	5	86	159469.9314558673
Germany	5	87	159508.94421582005
Germany	5	88	159230.97482434465
Germany	5	89	159206.61600162793
Germany	5	90	160150.98540318353
Germany	5	91	160804.41762784048
Germany	5	92	161282.80462737582
Germany	5	93	161200.34740533427
Germany	5	94	161154.2658323692
Germany	5	95	161305.5826966754
Germany	5	96	161198.6563581702
Germany	5	97	158463.696756383
Germany	5	98	158790.5589133566
Germany	5	99	159057.59987823034
Germany	5	100	159158.23124007843
Germany	5	101	158878.89522971623
Germany	5	102	159053.7441215844
Germany	5	103	159541.75404655337
Germany	5	104	159700.04990159394
Germany	5	105	159458.16651758025
Germany	5	106	158584.14976624426
Germany	5	107	158244.60716613027
Germany	5	108	158016.1297014754
Germany	5	109	158054.60375027644
Germany	5	110	158696.76635718485
Germany	5	111	158906.3043012848
Germany	5	112	159171.1208482259
Germany	5	113	159228.97766938448
Germany	5	114	159101.4611868942
Germany	5	115	158862.19844757533
Germany	5	116	159074.34390792804
Germany	5	117	159144.55852407718
Germany	5	118	159371.36912163618
Germany	5	119	159364.46756645784
Germany	5	120	158932.9086067789
Germany	5	121	158827.12548113143
Germany	5	122	158743.5195575051
Germany	5	123	158798.8880567962
Germany	5	124	158406.78533138876
Germany	5	125	157824.64010148964
Germany	5	126	157848.750967249
Germany	5	127	157994.11656789246
Germany	5	128	157916.6227127999
Germany	5	129	157752.827227334
Germany	5	130	156989.46558870483
Germany	5	131	156376.5122075239
Germany	5	132	156310.57368067908
Germany	5	133	156691.0448290346
Germany	5	134	157357.10260956013
Germany	5	135	158061.54699011226
Germany	5	136	158579.7127978969
Germany	5	137	158988.49821276744
Germany	5	138	159254.50751945443
Germany	5	139	159299.62151883062
Germany	5	140	159719.47992150832
Germany	5	141	159875.8724491541
Germany	5	142	160352.35174514735
Germany	5	143	160528.19698933588
Germany	5	144	160014.99922133566
Germany	5	145	168170.8753383125
Germany	5	146	166818.53455945908
Germany	5	147	166204.91963831344
Germany	5	148	166102.14611526782
Germany	5	149	166913.2920190283
Germany	5	150	167606.69226467673
Germany	5	151	168152.84664977543
Germany	5	152	169485.9660545179
Germany	5	153	171031.70391438337
Germany	5	154	172464.5047603181
Germany	5	155	173152.964632334
Germany	5	156	173114.60777527487
Germany	5	157	172749.1333129139
Germany	5	158	171890.3121026733
Germany	5	159	170341.16247968446
Germany	5	160	169497.141770529
Germany	5	161	169312.08540378656
Germany	5	162	168829.30356559335
Germany	5	163	168851.49745631215
Germany	5	164	168732.09197744337
Germany	5	165	169521.04762491237
Germany	5	166	169799.1542345665
Germany	5	167	169415.84993876942
Germany	5	168	168573.3893632183
Germany	5	169	167086.16163138545
Germany	5	170	166608.85591109708
Germany	5	171	167180.90062212938
Germany	5	172	167522.8287417347
Germany	5	173	167782.95131438875
Germany	5	174	167901.03282326416
Germany	5	175	168573.61833214658
Germany	5	176	170048.45526245408
Germany	5	177	171241.02277905468
Germany	5	178	172260.33338209632
Germany	5	179	173169.57945442788
Germany	5	180	173792.37093398086
Germany	5	181	173931.9856836742
Germany	5	182	173545.49688772624
Germany	5	183	172623.4852228119
Germany	5	184	172197.69031669697
Germany	5	185	171484.47413427843
Germany	5	186	171424.08745493888
Germany	5	187	171102.26283690264
Germany	5	188	171065.26473649938
Germany	5	189	171588.16234628524
Germany	5	190	171386.89064777858
Germany	5	191	170563.9396786854
Germany	5	192	169444.4890044219
Germany	5	193	196796.58113222095
Germany	5	194	198686.70962170727
Germany	5	195	195932.08027613908
Germany	5	196	191160.4536283973
Germany	5	197	188491.9904751516
Germany	5	198	185930.36072290962
Germany	5	199	184107.15709936983
Germany	5	200	183937.57931403094
Germany	5	201	186245.61333191203
Germany	5	202	194265.90394412263
Germany	5	203	205190.5693584603
Germany	5	204	213987.113961811
Germany	5	205	215190.31348912264
Germany	5	206	212282.2868291449
Germany	5	207	207494.94358208874
Germany	5	208	202340.67736791002
Germany	5	209	196562.7494142384
Germany	5	210	189906.22673993316
Germany	5	211	184904.27900859213
Germany	5	212	181855.16906772243
Germany	5	213	182750.72714462315
Germany	5	214	187228.26148742283
Germany	5	215	189225.65758073295
Germany	5	216	191843.80423716299
Germany	5	217	190716.96514278883
Germany	5	218	196636.44277081607
Germany	5	219	197658.6153246561
Germany	5	220	195616.14743583108
Germany	5	221	194426.57441537222
Germany	5	222	193543.62461226675
Germany	5	223	193321.28940414474
Germany	5	224	196538.68038148026
Germany	5	225	199681.95863381505
Germany	5	226	201440.12974134856
Germany	5	227	205987.7158927827
Germany	5	228	216278.015585463
Germany	5	229	218422.06883625098
Germany	5	230	214604.0075073608
Germany	5	231	207144.19848987635
Germany	5	232	200654.7035679484
Germany	5	233	195272.80522726674
Germany	5	234	187444.95205888225
Germany	5	235	183164.46702580404
Germany	5	236	180635.52768739406
Germany	5	237	178266.6736774171
Germany	5	238	177406.21007683707
Germany	5	239	177738.07765627728
Germany	5	240	183282.29672077895
Denmark	5	1	12343.264318959578
Denmark	5	2	12290.465194421504
Denmark	5	3	12188.508223788425
Denmark	5	4	12120.533974465125
Denmark	5	5	12177.493092297029
Denmark	5	6	12295.820257413961
Denmark	5	7	12364.178185463888
Denmark	5	8	12272.230914310961
Denmark	5	9	12191.080661953263
Denmark	5	10	12146.569819869368
Denmark	5	11	12061.094595300956
Denmark	5	12	11977.159663218084
Denmark	5	13	11908.760050103745
Denmark	5	14	11831.353527509391
Denmark	5	15	11798.423794411106
Denmark	5	16	11820.7053420075
Denmark	5	17	11828.499861938202
Denmark	5	18	11903.762832840259
Denmark	5	19	12050.430264175524
Denmark	5	20	12182.756272013716
Denmark	5	21	12214.56226971374
Denmark	5	22	12221.751475540152
Denmark	5	23	12297.584240174709
Denmark	5	24	12333.49474893496
Denmark	5	25	12313.049105513259
Denmark	5	26	12247.997801163963
Denmark	5	27	12274.753447821224
Denmark	5	28	12114.68720384673
Denmark	5	29	12140.066069151359
Denmark	5	30	12262.999433885361
Denmark	5	31	12354.549229142454
Denmark	5	32	12319.953561251812
Denmark	5	33	12226.852905464664
Denmark	5	34	12135.282561232154
Denmark	5	35	12060.286139896867
Denmark	5	36	11949.24153166608
Denmark	5	37	11877.984143185467
Denmark	5	38	11815.473279310727
Denmark	5	39	11819.785922136194
Denmark	5	40	11870.332291855497
Denmark	5	41	11913.877038538216
Denmark	5	42	12007.924121421494
Denmark	5	43	12151.068577700713
Denmark	5	44	12279.654084900272
Denmark	5	45	12312.467863065882
Denmark	5	46	12265.788516962393
Denmark	5	47	12259.706900910714
Denmark	5	48	12265.566588027943
Denmark	5	49	10350.675380970019
Denmark	5	50	10354.27115811039
Denmark	5	51	10394.498125934395
Denmark	5	52	10389.594846844217
Denmark	5	53	10367.433951089164
Denmark	5	54	10364.51658369419
Denmark	5	55	10398.686887793807
Denmark	5	56	10394.138518864684
Denmark	5	57	10367.128945582688
Denmark	5	58	10343.864863404784
Denmark	5	59	10306.56994081533
Denmark	5	60	10252.508815630148
Denmark	5	61	10244.870761469378
Denmark	5	62	10278.337997053093
Denmark	5	63	10298.522668487063
Denmark	5	64	10302.751941183715
Denmark	5	65	10308.731105915123
Denmark	5	66	10374.002871414908
Denmark	5	67	10480.885725011116
Denmark	5	68	10504.914522631154
Denmark	5	69	10477.44582652709
Denmark	5	70	10456.2128637903
Denmark	5	71	10511.281475884272
Denmark	5	72	10562.720551806833
Denmark	5	73	10534.363552851382
Denmark	5	74	10461.43993602162
Denmark	5	75	10484.170038395592
Denmark	5	76	10487.384191706877
Denmark	5	77	10473.710022797126
Denmark	5	78	10459.003414651303
Denmark	5	79	10488.155952512012
Denmark	5	80	10475.540349392792
Denmark	5	81	10465.582315907955
Denmark	5	82	10472.161510721406
Denmark	5	83	10386.069523333834
Denmark	5	84	10313.974617326774
Denmark	5	85	10296.060314119079
Denmark	5	86	10341.673461955446
Denmark	5	87	10355.467402036182
Denmark	5	88	10361.356151275775
Denmark	5	89	10392.165817225095
Denmark	5	90	10458.34291187019
Denmark	5	91	10521.903241274913
Denmark	5	92	10546.679728043167
Denmark	5	93	10503.944023878108
Denmark	5	94	10434.87304638137
Denmark	5	95	10436.505222142696
Denmark	5	96	10514.721080811512
Denmark	5	97	10182.805223247507
Denmark	5	98	10204.659058598536
Denmark	5	99	10233.875298283023
Denmark	5	100	10232.350270750638
Denmark	5	101	10189.911352501884
Denmark	5	102	10160.789050990712
Denmark	5	103	10155.414613250006
Denmark	5	104	10142.97719910329
Denmark	5	105	10152.547150509607
Denmark	5	106	10119.074043790062
Denmark	5	107	10091.700166529688
Denmark	5	108	10092.203322870499
Denmark	5	109	10092.72350550522
Denmark	5	110	10090.66391105532
Denmark	5	111	10115.364953728138
Denmark	5	112	10156.726518551692
Denmark	5	113	10175.359742342027
Denmark	5	114	10193.249973892809
Denmark	5	115	10180.068686836163
Denmark	5	116	10195.34068536262
Denmark	5	117	10198.72803718095
Denmark	5	118	10171.222940034724
Denmark	5	119	10191.318370204042
Denmark	5	120	10162.791108309459
Denmark	5	121	10167.010106518406
Denmark	5	122	10155.551704271686
Denmark	5	123	10156.754700003683
Denmark	5	124	10134.190457216966
Denmark	5	125	10078.475139511092
Denmark	5	126	10051.64111319048
Denmark	5	127	10060.467485243664
Denmark	5	128	10066.089391359697
Denmark	5	129	10072.219150725197
Denmark	5	130	10050.682650265888
Denmark	5	131	10013.394185925847
Denmark	5	132	10006.887793196716
Denmark	5	133	10026.518522964927
Denmark	5	134	10029.708898176088
Denmark	5	135	10060.48862133266
Denmark	5	136	10118.549457803461
Denmark	5	137	10155.657091159876
Denmark	5	138	10195.928386059411
Denmark	5	139	10197.87202557663
Denmark	5	140	10226.566614842435
Denmark	5	141	10233.902305507849
Denmark	5	142	10244.957947836478
Denmark	5	143	10255.952236795672
Denmark	5	144	10276.124872401182
Denmark	5	145	11315.863104542375
Denmark	5	146	11261.54570427812
Denmark	5	147	11247.974280245428
Denmark	5	148	11240.55639367837
Denmark	5	149	11284.983278519861
Denmark	5	150	11314.16840118444
Denmark	5	151	11332.75788501283
Denmark	5	152	11452.10134374229
Denmark	5	153	11603.492984524853
Denmark	5	154	11694.819676620333
Denmark	5	155	11796.00400577791
Denmark	5	156	11843.144823157783
Denmark	5	157	11793.56073260137
Denmark	5	158	11706.760686232443
Denmark	5	159	11620.30322063932
Denmark	5	160	11586.989808814404
Denmark	5	161	11522.455457975128
Denmark	5	162	11511.487295570394
Denmark	5	163	11506.956540048763
Denmark	5	164	11505.327886968938
Denmark	5	165	11553.56513896547
Denmark	5	166	11540.636310749605
Denmark	5	167	11477.143205850149
Denmark	5	168	11340.820715851047
Denmark	5	169	11253.904714549431
Denmark	5	170	11233.65428639415
Denmark	5	171	11304.016326660369
Denmark	5	172	11349.495906156564
Denmark	5	173	11330.434089450477
Denmark	5	174	11388.425940075256
Denmark	5	175	11423.80716594023
Denmark	5	176	11517.377219037153
Denmark	5	177	11639.894320240659
Denmark	5	178	11693.122037694478
Denmark	5	179	11750.72932892225
Denmark	5	180	11779.921203393033
Denmark	5	181	11766.616035370327
Denmark	5	182	11703.90496576371
Denmark	5	183	11622.793756459301
Denmark	5	184	11595.302750039074
Denmark	5	185	11590.156405925452
Denmark	5	186	11564.141990166994
Denmark	5	187	11590.446146478758
Denmark	5	188	11610.466426109426
Denmark	5	189	11639.043886215386
Denmark	5	190	11638.548949464737
Denmark	5	191	11575.856373936002
Denmark	5	192	11468.19999819391
Denmark	5	193	13593.834158161086
Denmark	5	194	13727.557789884126
Denmark	5	195	13335.81711308856
Denmark	5	196	12985.88773012131
Denmark	5	197	12683.676297186215
Denmark	5	198	12534.869717510499
Denmark	5	199	12420.429244314437
Denmark	5	200	12455.987191367984
Denmark	5	201	12598.683679983178
Denmark	5	202	13349.407911869495
Denmark	5	203	14719.695494709782
Denmark	5	204	15569.768151578935
Denmark	5	205	15326.815853938007
Denmark	5	206	14872.422231780552
Denmark	5	207	14334.00619761635
Denmark	5	208	13604.872480639011
Denmark	5	209	12969.434459065411
Denmark	5	210	12354.513415213889
Denmark	5	211	11953.440568013191
Denmark	5	212	11868.344031705956
Denmark	5	213	12407.623416394246
Denmark	5	214	12804.153178688071
Denmark	5	215	12613.97710815544
Denmark	5	216	12646.3097467396
Denmark	5	217	12844.084241266122
Denmark	5	218	13610.369331561822
Denmark	5	219	13640.10839589215
Denmark	5	220	13392.955007006554
Denmark	5	221	13244.350981517064
Denmark	5	222	13102.87803760925
Denmark	5	223	13058.721225016032
Denmark	5	224	13432.615703779551
Denmark	5	225	13674.236721370575
Denmark	5	226	13764.90320424173
Denmark	5	227	14479.56750696086
Denmark	5	228	15640.885513469968
Denmark	5	229	15325.004608533798
Denmark	5	230	14570.178507598388
Denmark	5	231	13955.943799525628
Denmark	5	232	13247.40074302505
Denmark	5	233	12498.080299716212
Denmark	5	234	11915.380929981598
Denmark	5	235	11757.853952254496
Denmark	5	236	11579.752166117392
Denmark	5	237	11487.558307259493
Denmark	5	238	11589.106646838676
Denmark	5	239	11520.884342026464
Denmark	5	240	11689.038662723258
France	5	1	114562.8117796077
France	5	2	113578.77587349508
France	5	3	112533.58606020079
France	5	4	112051.7859910228
France	5	5	111939.05691017017
France	5	6	112322.01876648683
France	5	7	113048.41742038164
France	5	8	113781.99160240439
France	5	9	113515.09945286225
France	5	10	113056.97351330394
France	5	11	113340.244956269
France	5	12	113628.25463396008
France	5	13	113494.52733302717
France	5	14	112631.48685252284
France	5	15	111830.02637944529
France	5	16	111343.33467945314
France	5	17	111203.04543474516
France	5	18	111667.01746966674
France	5	19	112222.89080545885
France	5	20	112870.42682598425
France	5	21	113512.30423525411
France	5	22	113611.8582965273
France	5	23	113653.87178069752
France	5	24	114253.75274980706
France	5	25	114372.6688062191
France	5	26	113630.9475875093
France	5	27	112769.389935858
France	5	28	112313.15588138808
France	5	29	112309.03123101512
France	5	30	112675.90354207558
France	5	31	113342.699293681
France	5	32	114011.08013819835
France	5	33	113719.71279057559
France	5	34	113182.3151614126
France	5	35	113422.17551140343
France	5	36	113632.29406428391
France	5	37	113487.26658485015
France	5	38	112641.1167180629
France	5	39	112006.31257286212
France	5	40	111754.5214160075
France	5	41	111699.26473621852
France	5	42	112269.79592044323
France	5	43	112922.63262801796
France	5	44	113589.2238515058
France	5	45	114122.82066648228
France	5	46	113950.45459532061
France	5	47	113548.57388812
France	5	48	113763.58407181468
France	5	49	81186.95907458971
France	5	50	80817.42789799967
France	5	51	80584.09540376428
France	5	52	80424.52938396642
France	5	53	80558.6827851445
France	5	54	80772.34649206448
France	5	55	80736.99721572817
France	5	56	80493.14856744284
France	5	57	80454.71432533172
France	5	58	80213.18366237992
France	5	59	80003.32076964651
France	5	60	80012.86541513752
France	5	61	80095.51181868374
France	5	62	80297.14245468122
France	5	63	80491.98957477606
France	5	64	80578.06182429318
France	5	65	80627.79624490518
France	5	66	80744.07047979737
France	5	67	81337.5429012201
France	5	68	81429.20558595336
France	5	69	81231.4098521621
France	5	70	81408.1221458241
France	5	71	81645.05092612845
France	5	72	81930.1119901232
France	5	73	81795.22569652348
France	5	74	81216.03615531766
France	5	75	80800.0685740129
France	5	76	80497.23912979611
France	5	77	80779.79472434943
France	5	78	81161.88733616604
France	5	79	81220.48464187692
France	5	80	81235.26179837812
France	5	81	81292.12061508877
France	5	82	81100.54594487649
France	5	83	80673.03104692862
France	5	84	80430.20503923163
France	5	85	80299.03433976957
France	5	86	80369.59654036371
France	5	87	80471.16179479391
France	5	88	80514.19791955248
France	5	89	80547.9791469867
France	5	90	80504.03968970846
France	5	91	81049.66957560748
France	5	92	81205.75861740507
France	5	93	81068.77591059939
France	5	94	81196.58894012975
France	5	95	81358.13206506497
France	5	96	81489.71182076237
France	5	97	76153.14713065432
France	5	98	76510.38957617473
France	5	99	76475.34709201491
France	5	100	76523.75207986214
France	5	101	76522.98509942091
France	5	102	76672.05200917862
France	5	103	76771.02657411832
France	5	104	76977.40396684657
France	5	105	76997.67781651001
France	5	106	76820.90586881372
France	5	107	76337.08608447382
France	5	108	76107.03456212593
France	5	109	75973.43509126658
France	5	110	75871.37556055209
France	5	111	76059.91639701898
France	5	112	75980.0822550907
France	5	113	76024.37963657483
France	5	114	76060.8879055779
France	5	115	76128.14356826985
France	5	116	75988.1781597482
France	5	117	76096.15196186521
France	5	118	76230.28831903338
France	5	119	76288.91971276385
France	5	120	76184.74672483346
France	5	121	76048.87187866509
France	5	122	76167.66862700849
France	5	123	76004.81311331826
France	5	124	76016.98253631925
France	5	125	75831.71414973498
France	5	126	75778.24709097555
France	5	127	75852.88280991324
France	5	128	75895.50987843648
France	5	129	75994.07538714087
France	5	130	75911.73577577117
France	5	131	75584.88279973374
France	5	132	75316.88278955418
France	5	133	75303.1964496805
France	5	134	75197.02931260291
France	5	135	75449.09317361437
France	5	136	75509.27557223715
France	5	137	75700.59458230235
France	5	138	75951.16709245587
France	5	139	76137.07462940787
France	5	140	76079.33804619222
France	5	141	76356.55034367151
France	5	142	76575.77891979297
France	5	143	76717.03115105495
France	5	144	76705.50940042648
France	5	145	96240.5694148821
France	5	146	95452.4032694527
France	5	147	94883.95145442426
France	5	148	94745.19617059882
France	5	149	94638.84154941338
France	5	150	94694.47319741803
France	5	151	94685.55918028978
France	5	152	94982.75557926594
France	5	153	95712.37555101392
France	5	154	96409.32215596501
France	5	155	96865.28350627804
France	5	156	97310.87357662454
France	5	157	97443.51858293475
France	5	158	97177.75133803974
France	5	159	96308.4727499467
France	5	160	95581.30711561066
France	5	161	95488.97971449504
France	5	162	95619.5709176237
France	5	163	95594.89119142554
France	5	164	95643.80749956697
France	5	165	95865.90799134063
France	5	166	96478.86171597084
France	5	167	96346.88994804797
France	5	168	96153.98584507081
France	5	169	95940.62893032731
France	5	170	95578.1198857771
France	5	171	95446.86396626597
France	5	172	95424.17838921501
France	5	173	95279.11682176158
France	5	174	95334.02409934952
France	5	175	95501.50706170198
France	5	176	95656.55641890138
France	5	177	96274.38473033589
France	5	178	96757.63354034738
France	5	179	97056.5172962942
France	5	180	97424.9235682371
France	5	181	97534.14158306988
France	5	182	97637.07035828447
France	5	183	97048.48956767588
France	5	184	96489.17334190311
France	5	185	96579.29354374892
France	5	186	96725.81237404075
France	5	187	96725.33514176619
France	5	188	96657.32954264285
France	5	189	96822.72461379408
France	5	190	97140.88514483077
France	5	191	96933.51067752895
France	5	192	96904.63812491862
France	5	193	139377.49244741167
France	5	194	141621.2681622484
France	5	195	143285.51345568325
France	5	196	142395.27073552937
France	5	197	141305.61310065302
France	5	198	140566.56779148287
France	5	199	138198.66055323347
France	5	200	135658.30202377372
France	5	201	135350.3849426299
France	5	202	138173.5035947609
France	5	203	143640.72766403682
France	5	204	149642.5711888774
France	5	205	152944.95035272534
France	5	206	150740.97240078414
France	5	207	146698.33780306976
France	5	208	144037.23950814872
France	5	209	142820.92783640855
France	5	210	139691.69876817355
France	5	211	135539.11326320472
France	5	212	132753.71300477316
France	5	213	131354.24640366476
France	5	214	133469.2716684316
France	5	215	136970.81008685508
France	5	216	137922.27489022986
France	5	217	137928.99023009313
France	5	218	141304.06209576066
France	5	219	143269.64548255448
France	5	220	143680.88335113815
France	5	221	142059.2821702363
France	5	222	141519.27680757307
France	5	223	141550.39916947775
France	5	224	141015.2683936188
France	5	225	141087.02367489928
France	5	226	140780.82803874588
France	5	227	142726.96421035173
France	5	228	147280.97023425633
France	5	229	152313.35048136822
France	5	230	150836.98130801774
France	5	231	145189.10777881468
France	5	232	140461.47442702294
France	5	233	139159.2439018539
France	5	234	137449.54223426818
France	5	235	134118.69957404552
France	5	236	133126.61889530462
France	5	237	131399.7198218253
France	5	238	128671.89422851645
France	5	239	129071.55921444228
France	5	240	132165.2174342136
Germany	6	1	190951.31745825472
Germany	6	2	190823.18360577236
Germany	6	3	190577.64435722397
Germany	6	4	190505.31798630615
Germany	6	5	190826.95924534614
Germany	6	6	190903.2649324817
Germany	6	7	190339.16025032877
Germany	6	8	189442.86739412358
Germany	6	9	189075.13699702444
Germany	6	10	188612.6873117246
Germany	6	11	187614.9915409459
Germany	6	12	187004.83388306777
Germany	6	13	186006.63492070712
Germany	6	14	185177.33538303556
Germany	6	15	185980.95374454668
Germany	6	16	186887.07862047318
Germany	6	17	187065.351387027
Germany	6	18	187330.1199161942
Germany	6	19	187963.97676794423
Germany	6	20	188603.087914731
Germany	6	21	189104.8056786307
Germany	6	22	189521.69090404155
Germany	6	23	189875.6076949205
Germany	6	24	189748.00654767387
Germany	6	25	189141.01414808884
Germany	6	26	188820.44956984388
Germany	6	27	188596.98766951
Germany	6	28	188761.51218150562
Germany	6	29	189139.83935871924
Germany	6	30	189386.3566119178
Germany	6	31	188902.17717465086
Germany	6	32	187887.70159435927
Germany	6	33	188416.79343436065
Germany	6	34	189143.25288846303
Germany	6	35	189099.4516261468
Germany	6	36	189052.64272790847
Germany	6	37	188827.48833304076
Germany	6	38	188266.32998922124
Germany	6	39	188579.9079396521
Germany	6	40	189157.359604185
Germany	6	41	190058.49318610912
Germany	6	42	190827.4651126163
Germany	6	43	191627.60905220205
Germany	6	44	191810.45602969403
Germany	6	45	191611.03794638423
Germany	6	46	191843.89491841596
Germany	6	47	192563.92639600922
Germany	6	48	193309.43675150396
Germany	6	49	175251.0034024439
Germany	6	50	175561.9105293651
Germany	6	51	175353.1615097975
Germany	6	52	174091.98648625182
Germany	6	53	172683.86103427
Germany	6	54	171958.63969416262
Germany	6	55	171515.84748070693
Germany	6	56	170918.88396664415
Germany	6	57	170305.03385877705
Germany	6	58	170088.56564034478
Germany	6	59	169439.70374438525
Germany	6	60	168264.73186044002
Germany	6	61	167432.1280908416
Germany	6	62	167428.50861417258
Germany	6	63	167512.62050058652
Germany	6	64	167137.77228586026
Germany	6	65	166825.42580074412
Germany	6	66	167431.38579001487
Germany	6	67	168724.41715421734
Germany	6	68	169698.90903088477
Germany	6	69	170303.6779334111
Germany	6	70	171077.00790766644
Germany	6	71	172042.87539197598
Germany	6	72	172436.04315326564
Germany	6	73	172315.0819294818
Germany	6	74	172268.15846313114
Germany	6	75	172120.62254542476
Germany	6	76	171440.37320292986
Germany	6	77	170575.7110376599
Germany	6	78	169251.41125451488
Germany	6	79	168445.16115076095
Germany	6	80	167840.01238156343
Germany	6	81	166801.70590417914
Germany	6	82	166182.88396186157
Germany	6	83	166118.66168353043
Germany	6	84	165232.72033600323
Germany	6	85	164422.44672663213
Germany	6	86	164488.3079857291
Germany	6	87	164667.01559218837
Germany	6	88	164830.36815266576
Germany	6	89	164905.1349946468
Germany	6	90	166239.37293315277
Germany	6	91	167878.4160506483
Germany	6	92	168475.4355920044
Germany	6	93	169342.135496693
Germany	6	94	170918.92134520016
Germany	6	95	172576.99906671315
Germany	6	96	173093.0487906491
Germany	6	97	171778.04945713043
Germany	6	98	171918.50712496566
Germany	6	99	172751.84695211786
Germany	6	100	173693.01329195348
Germany	6	101	174275.51787240338
Germany	6	102	174652.642043897
Germany	6	103	174588.9446869807
Germany	6	104	174543.76925596845
Germany	6	105	174634.01917156696
Germany	6	106	174530.20262389557
Germany	6	107	173903.0039120191
Germany	6	108	173492.6545014682
Germany	6	109	173380.51542773918
Germany	6	110	173655.44524846354
Germany	6	111	174184.4260879373
Germany	6	112	174665.61491638998
Germany	6	113	174800.64426111776
Germany	6	114	175027.931098557
Germany	6	115	174339.25066192079
Germany	6	116	173004.44401800772
Germany	6	117	172220.7155889055
Germany	6	118	171443.5953804125
Germany	6	119	171285.80492746222
Germany	6	120	170924.50566904945
Germany	6	121	171004.394184031
Germany	6	122	171491.03322758724
Germany	6	123	172379.19053159672
Germany	6	124	174040.8067293935
Germany	6	125	175401.37449579296
Germany	6	126	176230.83360179074
Germany	6	127	176041.7431081262
Germany	6	128	175421.2209685355
Germany	6	129	175252.9547901007
Germany	6	130	175534.2576140998
Germany	6	131	175283.664882064
Germany	6	132	174862.4709875183
Germany	6	133	175036.8250057098
Germany	6	134	175701.8656542703
Germany	6	135	176659.6185054026
Germany	6	136	177162.18811119036
Germany	6	137	177015.85009107157
Germany	6	138	176663.14944110997
Germany	6	139	175760.95734063946
Germany	6	140	174259.48612050145
Germany	6	141	172907.59026019924
Germany	6	142	171928.48882107422
Germany	6	143	171548.2752024588
Germany	6	144	170776.0040710758
Germany	6	145	187586.0388086895
Germany	6	146	188756.59913111845
Germany	6	147	189490.48645837617
Germany	6	148	189313.58194157117
Germany	6	149	188576.43319340103
Germany	6	150	187787.40698235246
Germany	6	151	187174.2886347214
Germany	6	152	186711.29424412939
Germany	6	153	185901.80842228778
Germany	6	154	184887.77376301144
Germany	6	155	183855.42693558507
Germany	6	156	182786.62425914616
Germany	6	157	182001.79263560916
Germany	6	158	181663.96646177687
Germany	6	159	181207.54226458623
Germany	6	160	180959.85184364737
Germany	6	161	180756.4266331766
Germany	6	162	181065.20431754043
Germany	6	163	181112.43024468055
Germany	6	164	181435.13007642946
Germany	6	165	182180.7225674498
Germany	6	166	182802.51865904353
Germany	6	167	183889.07728477186
Germany	6	168	185128.56171869862
Germany	6	169	186495.31705505875
Germany	6	170	187977.1961550148
Germany	6	171	189341.66483185382
Germany	6	172	189601.69852769756
Germany	6	173	189356.23646870517
Germany	6	174	188905.26459473616
Germany	6	175	188495.2618885363
Germany	6	176	187713.17016991868
Germany	6	177	186720.81677589263
Germany	6	178	185824.53097377496
Germany	6	179	184813.90911450938
Germany	6	180	183706.81125598797
Germany	6	181	182661.54328604427
Germany	6	182	182045.47632979884
Germany	6	183	181987.89478574513
Germany	6	184	181906.51761503678
Germany	6	185	181744.62330473607
Germany	6	186	182050.8791933257
Germany	6	187	182024.60733868115
Germany	6	188	182532.50278060246
Germany	6	189	183333.9662399756
Germany	6	190	184041.06271012075
Germany	6	191	185331.76971192023
Germany	6	192	186764.2325769167
Germany	6	193	216541.36745578854
Germany	6	194	216176.4413422934
Germany	6	195	211499.1944276756
Germany	6	196	205643.73228936674
