Node	Period	Operationalhour	Value
Germany	3	4	131975.17306907818
Germany	3	5	132050.67744731324
Germany	3	6	133074.6780680462
Germany	3	7	133641.93994981385
Germany	3	8	133642.1127078047
Germany	3	9	132937.98070535346
Germany	3	10	132371.45066408734
Germany	3	11	132344.260106722
Germany	3	12	132614.51318374727
Germany	3	13	132977.02633687068
Germany	3	14	133329.21570502047
Germany	3	15	133567.48025908304
Germany	3	16	133729.12465084848
Germany	3	17	133936.07111584357
Germany	3	18	134213.79946435496
Germany	3	19	134441.4031892484
Germany	3	20	133616.7252565976
Germany	3	21	132264.79658045468
Germany	3	22	131258.6790142173
Germany	3	23	131136.5808645444
Germany	3	24	131370.62962529008
Germany	3	25	131669.4867744211
Germany	3	26	131838.46800979544
Germany	3	27	132158.99321918466
Germany	3	28	132146.34999207073
Germany	3	29	132110.4772752308
Germany	3	30	132549.76526065893
Germany	3	31	132621.48778928688
Germany	3	32	132353.59230512503
Germany	3	33	131665.4596306155
Germany	3	34	131259.6518853388
Germany	3	35	131535.4328304727
Germany	3	36	131983.9048780919
Germany	3	37	132058.77553350476
Germany	3	38	132320.48174116036
Germany	3	39	132536.87048240643
Germany	3	40	132439.17600470234
Germany	3	41	132438.08785084475
Germany	3	42	132479.30419759091
Germany	3	43	132497.11698609605
Germany	3	44	131863.5591146029
Germany	3	45	130870.97193205931
Germany	3	46	130377.9627636604
Germany	3	47	130449.58933408387
Germany	3	48	130893.6212798539
Germany	3	49	118999.16135147194
Germany	3	50	118836.29309115789
Germany	3	51	119093.09258427564
Germany	3	52	119157.93978783753
Germany	3	53	119401.04483254137
Germany	3	54	119930.24940246443
Germany	3	55	120857.10493805268
Germany	3	56	121789.00124173498
Germany	3	57	122525.71556737137
Germany	3	58	123730.78417052595
Germany	3	59	124279.76892131707
Germany	3	60	124469.44933255108
Germany	3	61	124075.5206925058
Germany	3	62	123712.26695023903
Germany	3	63	123375.37724016792
Germany	3	64	122726.86589103151
Germany	3	65	121961.55723861205
Germany	3	66	121488.71983586042
Germany	3	67	120930.61673005112
Germany	3	68	120285.43767214751
Germany	3	69	120120.63125543822
Germany	3	70	119892.7266990819
Germany	3	71	119618.04010937453
Germany	3	72	119408.8646233285
Germany	3	73	119042.06801334201
Germany	3	74	118939.63664442
Germany	3	75	119213.39526900921
Germany	3	76	119423.60442370042
Germany	3	77	119465.68184721445
Germany	3	78	119558.46423937907
Germany	3	79	120256.86444177286
Germany	3	80	121193.5242701968
Germany	3	81	122131.91572062306
Germany	3	82	123386.02444803392
Germany	3	83	124205.39140137417
Germany	3	84	124540.21355267028
Germany	3	85	124262.59306716092
Germany	3	86	123693.53876586714
Germany	3	87	123083.63223851552
Germany	3	88	122229.96689928125
Germany	3	89	121347.36011151885
Germany	3	90	120819.34901138244
Germany	3	91	120487.64641535735
Germany	3	92	119971.51840717523
Germany	3	93	119775.64168729873
Germany	3	94	119702.2181569148
Germany	3	95	119661.62069352229
Germany	3	96	119380.80462815163
Germany	3	97	118327.85458544476
Germany	3	98	117978.45160435092
Germany	3	99	117616.19338000634
Germany	3	100	117990.79100995985
Germany	3	101	118390.53290102555
Germany	3	102	118658.010332998
Germany	3	103	118654.58302487023
Germany	3	104	118558.05289172746
Germany	3	105	118272.8484965338
Germany	3	106	118201.10758468376
Germany	3	107	118547.78541921449
Germany	3	108	118733.1397931703
Germany	3	109	118839.14891363712
Germany	3	110	118752.43447978715
Germany	3	111	118588.50630490237
Germany	3	112	117965.16435538081
Germany	3	113	117039.2463087486
Germany	3	114	116081.70541023437
Germany	3	115	115753.38449650868
Germany	3	116	115862.31023697852
Germany	3	117	116053.61274607845
Germany	3	118	115830.5788022695
Germany	3	119	116088.38909574712
Germany	3	120	116535.38179232746
Germany	3	121	117124.82485880883
Germany	3	122	117946.35477541707
Germany	3	123	118233.46731584215
Germany	3	124	118431.69880465335
Germany	3	125	118658.86349169124
Germany	3	126	118796.457977771
Germany	3	127	118878.04792234671
Germany	3	128	118590.94352148077
Germany	3	129	118424.70526218008
Germany	3	130	118513.02285696236
Germany	3	131	118739.47608008226
Germany	3	132	118736.42108757314
Germany	3	133	118632.28677890496
Germany	3	134	118460.33266643823
Germany	3	135	118104.62080715218
Germany	3	136	117279.79807894168
Germany	3	137	116064.08520259213
Germany	3	138	115327.34308063808
Germany	3	139	115119.69572761483
Germany	3	140	115189.85800795245
Germany	3	141	115203.88567995258
Germany	3	142	115095.5638726257
Germany	3	143	115396.67806061
Germany	3	144	115592.37089289434
Germany	3	145	128231.73404179167
Germany	3	146	127347.40327324576
Germany	3	147	126820.63448025117
Germany	3	148	126658.66926803728
Germany	3	149	126827.61069155415
Germany	3	150	126982.54559485061
Germany	3	151	127389.78922481264
Germany	3	152	128292.00000244087
Germany	3	153	128694.75502542563
Germany	3	154	128488.9080653742
Germany	3	155	128128.27282483396
Germany	3	156	128368.4608065656
Germany	3	157	129225.65356496852
Germany	3	158	130295.9584767624
Germany	3	159	130726.33152239751
Germany	3	160	131410.9089814207
Germany	3	161	132593.9516605688
Germany	3	162	133611.5087404705
Germany	3	163	133530.08507546101
Germany	3	164	132715.20468036545
Germany	3	165	131573.98239184893
Germany	3	166	130061.7861276078
Germany	3	167	129340.79560306622
Germany	3	168	128712.00502155289
Germany	3	169	127648.70206864717
Germany	3	170	126779.25423489821
Germany	3	171	126302.33188085935
Germany	3	172	126131.09249920862
Germany	3	173	125978.97908827785
Germany	3	174	125850.74742084758
Germany	3	175	125696.51955177708
Germany	3	176	126070.44613875273
Germany	3	177	126205.87256741863
Germany	3	178	126133.52788853901
Germany	3	179	126050.80637912336
Germany	3	180	126401.8784681902
Germany	3	181	127388.0816892609
Germany	3	182	128747.05363117058
Germany	3	183	129529.65391882275
Germany	3	184	130252.05751513554
Germany	3	185	131147.9740879265
Germany	3	186	132237.2143275679
Germany	3	187	132258.82098121973
Germany	3	188	131713.90246626685
Germany	3	189	130885.64013753309
Germany	3	190	129997.38892538928
Germany	3	191	129456.76771008725
Germany	3	192	128864.29639536265
Germany	3	193	147622.53799985032
Germany	3	194	147477.65650419737
Germany	3	195	144239.2338240135
Germany	3	196	140336.71934950774
Germany	3	197	138097.4967176779
Germany	3	198	136093.24854149498
Germany	3	199	134913.84402381742
Germany	3	200	135066.42869861348
Germany	3	201	137619.53648678647
Germany	3	202	145368.33702873037
Germany	3	203	154178.06205579304
Germany	3	204	159876.82430699992
Germany	3	205	160444.2868538186
Germany	3	206	158486.27635720198
Germany	3	207	155434.30855259803
Germany	3	208	151845.2617359578
Germany	3	209	147601.94109450644
Germany	3	210	143232.54693160232
Germany	3	211	140127.4997880256
Germany	3	212	138151.718363494
Germany	3	213	139429.75905603915
Germany	3	214	143432.9624247189
Germany	3	215	144636.36884129432
Germany	3	216	145370.37319206278
Germany	3	217	142947.02121762
Germany	3	218	146770.85649821075
Germany	3	219	147292.1613214049
Germany	3	220	146237.27749662372
Germany	3	221	145423.7071275875
Germany	3	222	144867.25280853876
Germany	3	223	145118.8355086737
Germany	3	224	148144.3551169326
Germany	3	225	151047.50747172502
Germany	3	226	152247.72633725606
Germany	3	227	155093.53965043675
Germany	3	228	162094.3099414888
Germany	3	229	163340.25601994607
Germany	3	230	159877.3883175432
Germany	3	231	154203.1998938517
Germany	3	232	149401.85588104813
Germany	3	233	145133.6276347832
Germany	3	234	139473.71704995155
Germany	3	235	136907.87987715364
Germany	3	236	135310.8427173247
Germany	3	237	133444.02590381066
Germany	3	238	132395.94564308407
Germany	3	239	132561.13594798252
Germany	3	240	137456.60814877355
Denmark	3	1	8345.627934478516
Denmark	3	2	8385.468421905063
Denmark	3	3	8380.276930529642
Denmark	3	4	8357.245454525953
Denmark	3	5	8386.886085943743
Denmark	3	6	8447.268739781659
Denmark	3	7	8424.901781149229
Denmark	3	8	8368.378548694353
Denmark	3	9	8329.07874044441
Denmark	3	10	8318.817370038307
Denmark	3	11	8335.623750911283
Denmark	3	12	8384.168323211306
Denmark	3	13	8443.732471334637
Denmark	3	14	8452.35278331173
Denmark	3	15	8455.8117540621
Denmark	3	16	8464.041935256071
Denmark	3	17	8483.893278797332
Denmark	3	18	8460.064746178121
Denmark	3	19	8487.920245973128
Denmark	3	20	8457.859535973515
Denmark	3	21	8352.682259873352
Denmark	3	22	8300.077939698951
Denmark	3	23	8303.010800472079
Denmark	3	24	8282.033176879546
Denmark	3	25	8333.54844940106
Denmark	3	26	8358.160278836382
Denmark	3	27	8346.309044549052
Denmark	3	28	8304.767400746094
Denmark	3	29	8352.193786994485
Denmark	3	30	8405.179334552397
Denmark	3	31	8350.808296604419
Denmark	3	32	8290.843900198404
Denmark	3	33	8253.048361783394
Denmark	3	34	8246.976850296038
Denmark	3	35	8279.49651738928
Denmark	3	36	8374.016019450484
Denmark	3	37	8431.940727944733
Denmark	3	38	8451.44625535095
Denmark	3	39	8466.283973159085
Denmark	3	40	8472.852860924919
Denmark	3	41	8431.459539665548
Denmark	3	42	8401.078104929813
Denmark	3	43	8392.496441801044
Denmark	3	44	8355.357529107625
Denmark	3	45	8284.382460277922
Denmark	3	46	8285.854354114246
Denmark	3	47	8324.147673507723
Denmark	3	48	8321.67778951457
Denmark	3	49	7167.582303739304
Denmark	3	50	7153.130265014483
Denmark	3	51	7158.001841053741
Denmark	3	52	7166.042622655909
Denmark	3	53	7177.580012106813
Denmark	3	54	7201.276612531729
Denmark	3	55	7252.0553310851055
Denmark	3	56	7302.3006550615555
Denmark	3	57	7363.188374477627
Denmark	3	58	7436.763843044845
Denmark	3	59	7483.130320039091
Denmark	3	60	7484.465020581351
Denmark	3	61	7473.962853685663
Denmark	3	62	7463.002161709806
Denmark	3	63	7411.208050900358
Denmark	3	64	7329.877721268603
Denmark	3	65	7282.4914003184795
Denmark	3	66	7264.885534630089
Denmark	3	67	7251.06927957776
Denmark	3	68	7232.921520612808
Denmark	3	69	7228.652340497492
Denmark	3	70	7207.922595644236
Denmark	3	71	7188.799509721474
Denmark	3	72	7156.034594438843
Denmark	3	73	7129.170204900965
Denmark	3	74	7147.553903955705
Denmark	3	75	7157.5416971736495
Denmark	3	76	7150.399147182622
Denmark	3	77	7148.445053317155
Denmark	3	78	7158.795053019431
Denmark	3	79	7187.054241046972
Denmark	3	80	7222.016474884549
Denmark	3	81	7298.03066554627
Denmark	3	82	7385.333355169666
Denmark	3	83	7445.825278002864
Denmark	3	84	7441.0405101098395
Denmark	3	85	7418.7544914739065
Denmark	3	86	7391.513326252328
Denmark	3	87	7342.111801739376
Denmark	3	88	7295.942413636607
Denmark	3	89	7256.23406075434
Denmark	3	90	7207.97743249186
Denmark	3	91	7170.4259281662935
Denmark	3	92	7169.142826871798
Denmark	3	93	7176.082015121616
Denmark	3	94	7156.51578271803
Denmark	3	95	7137.1300465066315
Denmark	3	96	7102.308648262962
Denmark	3	97	6974.943695622609
Denmark	3	98	6964.434648827219
Denmark	3	99	6944.708762280539
Denmark	3	100	6955.782972601481
Denmark	3	101	6980.953692712626
Denmark	3	102	7007.134139280091
Denmark	3	103	7006.905686139974
Denmark	3	104	6997.38430965186
Denmark	3	105	6986.121711489061
Denmark	3	106	6988.428096689288
Denmark	3	107	7011.421126194638
Denmark	3	108	7030.53915336762
Denmark	3	109	7047.9815202630825
Denmark	3	110	7049.498335797467
Denmark	3	111	7028.889191538996
Denmark	3	112	6978.785917256402
Denmark	3	113	6914.414945091008
Denmark	3	114	6856.665876389163
Denmark	3	115	6833.3812605464245
Denmark	3	116	6838.370806630583
Denmark	3	117	6863.950273724048
Denmark	3	118	6872.34091846108
Denmark	3	119	6877.077122356198
Denmark	3	120	6890.417450229111
Denmark	3	121	6935.547973476821
Denmark	3	122	6982.581598392205
Denmark	3	123	7007.423297417581
Denmark	3	124	7007.934838195455
Denmark	3	125	7017.934974762857
Denmark	3	126	7044.2339984251985
Denmark	3	127	7041.358402699592
Denmark	3	128	7014.590129407556
Denmark	3	129	6999.99624333887
Denmark	3	130	7001.210950336324
Denmark	3	131	7026.451278844456
Denmark	3	132	7045.108757437355
Denmark	3	133	7047.7372838236515
Denmark	3	134	7045.1148279370955
Denmark	3	135	7018.739518328056
Denmark	3	136	6958.544442932021
Denmark	3	137	6905.953882557026
Denmark	3	138	6860.919475555158
Denmark	3	139	6846.553435576615
Denmark	3	140	6859.442118269068
Denmark	3	141	6890.684754567546
Denmark	3	142	6897.345913929395
Denmark	3	143	6897.761136111433
Denmark	3	144	6897.751423311855
Denmark	3	145	7950.295542480104
Denmark	3	146	7886.062977708728
Denmark	3	147	7874.344282665662
Denmark	3	148	7876.365961428206
Denmark	3	149	7858.765761539566
Denmark	3	150	7872.346885902064
Denmark	3	151	7896.938075638282
Denmark	3	152	7971.6189822076785
Denmark	3	153	8010.805474462518
Denmark	3	154	8009.4997099690045
Denmark	3	155	7992.168635568725
Denmark	3	156	8026.905856216034
Denmark	3	157	8112.450529115482
Denmark	3	158	8217.327922528615
Denmark	3	159	8257.966478320637
Denmark	3	160	8293.013699154544
Denmark	3	161	8368.38765444396
Denmark	3	162	8440.286450983704
Denmark	3	163	8425.720489213809
Denmark	3	164	8362.819792084818
Denmark	3	165	8251.121787516733
Denmark	3	166	8126.849754492582
Denmark	3	167	8063.532216381626
Denmark	3	168	8067.714790700689
Denmark	3	169	7975.482855290527
Denmark	3	170	7865.203931211061
Denmark	3	171	7844.047025526279
Denmark	3	172	7845.130609729409
Denmark	3	173	7804.915572469062
Denmark	3	174	7800.400334764381
Denmark	3	175	7823.826797950985
Denmark	3	176	7868.002431590002
Denmark	3	177	7900.9901342129915
Denmark	3	178	7879.167092357033
Denmark	3	179	7853.254961877958
Denmark	3	180	7885.737396572807
Denmark	3	181	7980.716840164116
Denmark	3	182	8090.230881276674
Denmark	3	183	8167.574713730875
Denmark	3	184	8243.526580595295
Denmark	3	185	8306.609392716406
Denmark	3	186	8355.254128262097
Denmark	3	187	8349.870202045002
Denmark	3	188	8276.823271654923
Denmark	3	189	8194.590056362229
Denmark	3	190	8111.992206385307
Denmark	3	191	8076.790390158093
Denmark	3	192	8066.638491097252
Denmark	3	193	9453.123431369642
Denmark	3	194	9368.022107301016
Denmark	3	195	9004.623174471204
Denmark	3	196	8774.637233170106
Denmark	3	197	8559.211183139176
Denmark	3	198	8473.18835721041
Denmark	3	199	8410.701465813516
Denmark	3	200	8457.765443227587
Denmark	3	201	8624.869505948871
Denmark	3	202	9286.029688497907
Denmark	3	203	10292.51004625881
Denmark	3	204	10747.840424761784
Denmark	3	205	10591.630885569222
Denmark	3	206	10361.259872234778
Denmark	3	207	10025.330760116656
Denmark	3	208	9529.854750400336
Denmark	3	209	9147.848117075462
Denmark	3	210	8790.332510241142
Denmark	3	211	8530.43721673389
Denmark	3	212	8502.400208996736
Denmark	3	213	8939.862678572657
Denmark	3	214	9192.05956666294
Denmark	3	215	9004.948148557147
Denmark	3	216	8973.262972827804
Denmark	3	217	8928.222697676198
Denmark	3	218	9391.397173589838
Denmark	3	219	9408.95670113024
Denmark	3	220	9301.543862326778
Denmark	3	221	9216.33387631286
Denmark	3	222	9117.921565120054
Denmark	3	223	9125.487228942777
Denmark	3	224	9436.721952829144
Denmark	3	225	9643.703128325395
Denmark	3	226	9704.877780029052
Denmark	3	227	10155.343664742468
Denmark	3	228	10834.630966557337
Denmark	3	229	10581.183960221148
Denmark	3	230	10057.813801861472
Denmark	3	231	9628.67580857545
Denmark	3	232	9124.455041637415
Denmark	3	233	8617.363333023584
Denmark	3	234	8280.471439647095
Denmark	3	235	8231.84653440056
Denmark	3	236	8124.878056177882
Denmark	3	237	8005.144935807387
Denmark	3	238	8001.915227597105
Denmark	3	239	7973.75154876543
Denmark	3	240	8177.412363255304
France	3	1	91597.92722726641
France	3	2	91575.19704991663
France	3	3	91664.10685283881
France	3	4	91892.86479999231
France	3	5	92000.76033372099
France	3	6	92414.77130652327
France	3	7	93020.52567898264
France	3	8	93002.51073061333
France	3	9	92240.8348304275
France	3	10	91851.87004450365
France	3	11	91952.87302292856
France	3	12	92293.22934539242
France	3	13	92160.38470302902
France	3	14	92243.73330941843
France	3	15	92532.33305966185
France	3	16	92441.23206209576
France	3	17	92846.58920288693
France	3	18	93329.5950703293
France	3	19	93666.19307792927
France	3	20	93402.83367105183
France	3	21	92644.29894546617
France	3	22	92037.33109496038
France	3	23	91668.54471540864
France	3	24	91723.4216597485
France	3	25	91894.47352517386
France	3	26	91889.4393248213
France	3	27	92023.54598435287
France	3	28	92186.38780402402
France	3	29	92167.12470680695
France	3	30	92333.04529363598
France	3	31	92546.71450805209
France	3	32	92265.21533792048
France	3	33	91394.86727805626
France	3	34	90983.1168415005
France	3	35	91258.1256376238
France	3	36	91767.05139613805
France	3	37	91600.38192000038
France	3	38	91569.66359002491
France	3	39	91785.89844373924
France	3	40	91705.7118144308
France	3	41	92024.75252823906
France	3	42	92410.88817677468
France	3	43	92601.39729590456
France	3	44	92263.06574823821
France	3	45	91640.76646938568
France	3	46	91239.40340490741
France	3	47	91069.19750703443
France	3	48	91213.62219704082
France	3	49	65609.9010966656
France	3	50	65671.42096653969
France	3	51	65829.94973852586
France	3	52	65737.69767035579
France	3	53	65853.94193304393
France	3	54	65835.23356864804
France	3	55	65865.92416198239
France	3	56	66061.53682306761
France	3	57	66427.21669882048
France	3	58	66859.83895777489
France	3	59	67314.6782662195
France	3	60	67505.43701511897
France	3	61	67299.86689989276
France	3	62	67099.89958616091
France	3	63	67118.8714486469
France	3	64	67014.37365344825
France	3	65	66567.45315602668
France	3	66	66231.27119804257
France	3	67	66163.51058392967
France	3	68	66062.81270855643
France	3	69	65879.32095961504
France	3	70	65893.0089919788
France	3	71	65909.27653196131
France	3	72	65841.1830781557
France	3	73	65588.11396511189
France	3	74	65735.63129059675
France	3	75	65897.19722477911
France	3	76	65858.76810858859
France	3	77	65749.79084585854
France	3	78	65585.27095940316
France	3	79	65535.24099308872
France	3	80	65703.37357704238
France	3	81	66045.53971533547
France	3	82	66630.7759075697
France	3	83	67171.03020216274
France	3	84	67461.93209361423
France	3	85	67290.21454880341
France	3	86	67147.80076527387
France	3	87	67001.48998367526
France	3	88	66741.34802716083
France	3	89	66302.06897435164
France	3	90	65895.26952822533
France	3	91	65732.80215320847
France	3	92	65647.95576820178
France	3	93	65493.968871189434
France	3	94	65642.29749342529
France	3	95	65777.65230180469
France	3	96	65667.19112877783
France	3	97	61838.55001155355
France	3	98	61861.15537401855
France	3	99	61984.930134754846
France	3	100	61869.7259961065
France	3	101	61999.64442283787
France	3	102	62070.12322777477
France	3	103	62089.59434979982
France	3	104	61929.789692324885
France	3	105	61725.869907241824
France	3	106	61705.51121270279
France	3	107	61728.2136534115
France	3	108	61979.784987837986
France	3	109	62035.091850114295
France	3	110	62076.39170865464
France	3	111	62141.98886476479
France	3	112	62164.26138753701
France	3	113	61789.85833817036
France	3	114	61414.63705789237
France	3	115	61058.84529467789
France	3	116	61004.60629308242
France	3	117	60969.10339252385
France	3	118	60770.522910845124
France	3	119	60761.60558074388
France	3	120	60985.010356172555
France	3	121	61063.17221068347
France	3	122	61386.609182099906
France	3	123	61883.6081849577
France	3	124	61827.4830917701
France	3	125	61794.37941066337
France	3	126	61732.08291483958
France	3	127	61718.353277514194
France	3	128	61522.54645994155
France	3	129	61392.239720235324
France	3	130	61432.52719137695
France	3	131	61594.43983357261
France	3	132	61777.57100618016
France	3	133	61739.516334643995
France	3	134	61766.73984784572
France	3	135	61754.299964329686
France	3	136	61623.355281879034
France	3	137	61194.990597327516
France	3	138	60782.08909016773
France	3	139	60544.63570604149
France	3	140	60497.78851928883
France	3	141	60526.46820614631
France	3	142	60346.374195734934
France	3	143	60369.991945598675
France	3	144	60576.477369979904
France	3	145	79053.82328246193
France	3	146	78682.37418536833
France	3	147	78366.96697153912
France	3	148	78224.34516320167
France	3	149	78745.1144674491
France	3	150	79271.16760181871
France	3	151	79332.90936482124
France	3	152	79768.37462948452
France	3	153	80249.64695686054
France	3	154	80123.57005491618
France	3	155	79784.5450912233
France	3	156	79455.72027728069
France	3	157	79701.19648483394
France	3	158	80207.50113076788
France	3	159	80543.0590143281
France	3	160	80797.86166743822
France	3	161	81149.71482762197
France	3	162	81775.61986981245
France	3	163	82052.45928424581
France	3	164	81843.71332361808
France	3	165	81314.40113392373
France	3	166	80601.90229833972
France	3	167	80054.311662186
France	3	168	79966.02593368765
France	3	169	79804.7234975954
France	3	170	79324.01977136111
France	3	171	78995.40991638674
France	3	172	78807.06425525964
France	3	173	79125.64731449033
France	3	174	79524.44473967048
France	3	175	79332.77068161596
France	3	176	79328.10399175742
France	3	177	79727.93460681701
France	3	178	79666.96946976421
France	3	179	79386.51042367236
France	3	180	79152.91243265361
France	3	181	79321.51653950532
France	3	182	79952.36563796499
France	3	183	80327.4343667171
France	3	184	80719.58886636309
France	3	185	81066.03338153988
France	3	186	81669.24985134213
France	3	187	82049.89364494763
France	3	188	81857.29040941758
France	3	189	81543.53352573155
France	3	190	81083.16075739524
France	3	191	80749.0451791702
France	3	192	80648.12541066848
France	3	193	114421.36903261331
France	3	194	115840.98579541544
France	3	195	117032.69057861647
France	3	196	115724.18679990622
France	3	197	114758.93782265048
France	3	198	113953.2716097414
France	3	199	111571.70652997015
France	3	200	109613.4719343975
France	3	201	109959.44492667631
France	3	202	113162.4306314796
France	3	203	118092.93755150713
France	3	204	122873.55566323924
France	3	205	125086.45422871663
France	3	206	123210.83321854514
France	3	207	120469.30201107968
France	3	208	118903.85985789749
France	3	209	117750.66740081007
France	3	210	115004.92022390311
France	3	211	111777.06862038832
France	3	212	109691.4535007414
France	3	213	108771.3875117747
France	3	214	111307.77852195063
France	3	215	114280.52236930396
France	3	216	114188.50606258263
France	3	217	113568.88336959257
France	3	218	116123.552826228
France	3	219	117579.14401248665
France	3	220	117692.4204545812
France	3	221	116280.61155623787
France	3	222	115717.11395643545
France	3	223	115709.37543357936
France	3	224	115660.55894531126
France	3	225	116075.4574906277
France	3	226	115848.9462114001
France	3	227	117159.21126681776
France	3	228	120675.41299080648
France	3	229	124507.3270316762
France	3	230	122864.41644000945
France	3	231	118250.4400677741
France	3	232	114822.3576524373
France	3	233	113780.09789127481
France	3	234	112219.28775715003
France	3	235	109875.52771914512
France	3	236	109513.45360673027
France	3	237	108019.89095885848
France	3	238	105494.26176541438
France	3	239	105477.1898628413
France	3	240	108228.78947101231
Germany	4	1	158606.93169755008
Germany	4	2	159936.5476999638
Germany	4	3	161719.33591836155
Germany	4	4	163333.67072359246
Germany	4	5	164225.6984280101
Germany	4	6	164960.4074805193
Germany	4	7	165372.53977453234
Germany	4	8	165019.71237609774
Germany	4	9	164637.22876722863
Germany	4	10	164074.18207111175
Germany	4	11	163862.57034410437
Germany	4	12	164807.87833368723
Germany	4	13	165666.42034437307
Germany	4	14	165822.78232667723
Germany	4	15	165219.16936868132
Germany	4	16	163621.78719488002
Germany	4	17	162574.0673273869
Germany	4	18	161261.50287976165
Germany	4	19	160160.80421758865
Germany	4	20	158697.57347448412
Germany	4	21	157474.34817608027
Germany	4	22	156752.52563553618
Germany	4	23	156813.17311127632
Germany	4	24	156869.7695181321
Germany	4	25	158218.8858731374
Germany	4	26	159852.25884132553
Germany	4	27	161538.26608273154
Germany	4	28	163055.2903357847
Germany	4	29	164008.27699453983
Germany	4	30	164562.6555369635
Germany	4	31	165163.9996884127
Germany	4	32	165074.68238524513
Germany	4	33	164898.32267437415
Germany	4	34	164341.09332412094
Germany	4	35	163775.4944600798
Germany	4	36	164495.0762428854
Germany	4	37	165929.74214785235
Germany	4	38	166754.896430401
Germany	4	39	166431.48545929394
Germany	4	40	165512.7756074927
Germany	4	41	164307.22386330806
Germany	4	42	162742.497275331
Germany	4	43	161109.20421204108
Germany	4	44	159642.66446206567
Germany	4	45	158151.58699873215
Germany	4	46	157683.2171857883
Germany	4	47	157851.78655683395
Germany	4	48	157797.2557736929
Germany	4	49	148970.22022052627
Germany	4	50	149242.78609033753
Germany	4	51	149132.50925811962
Germany	4	52	148482.6085829109
Germany	4	53	147766.0048994478
Germany	4	54	147487.89514843587
Germany	4	55	146774.21941851886
Germany	4	56	145942.21896911538
Germany	4	57	145271.28079819918
Germany	4	58	145623.6787762174
Germany	4	59	146170.08488950878
Germany	4	60	146785.40849868924
Germany	4	61	147308.37757491402
Germany	4	62	147257.29672680344
Germany	4	63	147037.8610468262
Germany	4	64	146930.32690919488
Germany	4	65	146609.48705606064
Germany	4	66	145675.39161187102
Germany	4	67	144786.52056140598
Germany	4	68	144044.09993368323
Germany	4	69	143969.85412194824
Germany	4	70	143977.97835670505
Germany	4	71	144202.7242234201
Germany	4	72	144702.51314861677
Germany	4	73	145839.75208817582
Germany	4	74	146708.6857035192
Germany	4	75	146802.39102604415
Germany	4	76	146117.68663675242
Germany	4	77	146119.3153147605
Germany	4	78	146026.85830103618
Germany	4	79	145914.65260014767
Germany	4	80	145542.9482851985
Germany	4	81	145285.0329237586
Germany	4	82	145611.92837781878
Germany	4	83	146084.9527879113
Germany	4	84	146646.1594364935
Germany	4	85	147033.4751709452
Germany	4	86	147501.7046714351
Germany	4	87	147501.41344270916
Germany	4	88	147098.5936951677
Germany	4	89	146560.3554633156
Germany	4	90	145919.24145362576
Germany	4	91	144825.60842313064
Germany	4	92	144005.43287249753
Germany	4	93	143920.18652331445
Germany	4	94	144295.5196699628
Germany	4	95	144381.64695696722
Germany	4	96	144504.47303133135
Germany	4	97	144007.24893022864
Germany	4	98	144085.4968964625
Germany	4	99	143860.25620771878
Germany	4	100	143176.37966874745
Germany	4	101	143031.85277856115
Germany	4	102	143354.9153971493
Germany	4	103	144134.39260556936
Germany	4	104	145416.5071983041
Germany	4	105	146812.9102185741
Germany	4	106	148004.3612110336
Germany	4	107	149419.88592498074
Germany	4	108	150440.0095959926
Germany	4	109	151082.59336324653
Germany	4	110	151033.33343009977
Germany	4	111	150300.8333238754
Germany	4	112	149727.3194054289
Germany	4	113	148729.40909090525
Germany	4	114	147974.7470738121
Germany	4	115	147743.01760108094
Germany	4	116	148016.70898064095
Germany	4	117	148288.518627211
Germany	4	118	148547.1189952833
Germany	4	119	148348.57598338556
Germany	4	120	147960.54260990728
Germany	4	121	147223.5876003683
Germany	4	122	146839.06990559105
Germany	4	123	146726.607592311
Germany	4	124	146377.21692544324
Germany	4	125	146383.1442543792
Germany	4	126	146849.78366107558
Germany	4	127	148060.05930348922
Germany	4	128	149352.48867451085
Germany	4	129	150288.56498028425
Germany	4	130	151029.54581477988
Germany	4	131	152181.10736529817
Germany	4	132	152883.85131155374
Germany	4	133	153306.0816554994
Germany	4	134	153049.82274722922
Germany	4	135	152425.37889694408
Germany	4	136	151651.90440718428
Germany	4	137	150363.1092723884
Germany	4	138	149162.69689085678
Germany	4	139	148697.87005289338
Germany	4	140	148388.66176698616
Germany	4	141	148177.90862987778
Germany	4	142	147970.85253096136
Germany	4	143	147303.6014101248
Germany	4	144	146618.42559561558
Germany	4	145	159797.70862925376
Germany	4	146	158578.5328946763
Germany	4	147	157388.77153507445
Germany	4	148	156696.19179289238
Germany	4	149	156340.9331100568
Germany	4	150	155969.16503537702
Germany	4	151	154771.54610993428
Germany	4	152	153585.83910297987
Germany	4	153	152788.76824523884
Germany	4	154	152204.96554496224
Germany	4	155	151597.84436514365
Germany	4	156	150782.43314407082
Germany	4	157	151052.47208988553
Germany	4	158	152725.093413712
Germany	4	159	154164.33059034278
Germany	4	160	154812.23248009497
Germany	4	161	155826.11748039667
Germany	4	162	157063.73811142638
Germany	4	163	158565.4071468983
Germany	4	164	159875.57889433735
Germany	4	165	160366.337745087
Germany	4	166	160620.03436049735
Germany	4	167	160709.45964008427
Germany	4	168	160452.93625207376
Germany	4	169	159872.98184831953
Germany	4	170	158890.155430464
Germany	4	171	157681.89321361654
Germany	4	172	156456.7094926756
