Node	Period	Season	Operationalhour	Scenario	HydroGeneratorMaxSeasonalProduction
France	4	spring	75	scenario1	2394.0
France	4	spring	76	scenario1	2353.0
France	4	spring	77	scenario1	2623.0
France	4	spring	78	scenario1	2888.0
France	4	spring	79	scenario1	2977.0
France	4	spring	80	scenario1	3088.0
France	4	spring	81	scenario1	2615.0
France	4	spring	82	scenario1	2463.0
France	4	spring	83	scenario1	2215.0
France	4	spring	84	scenario1	2360.0
France	4	spring	85	scenario1	2393.0
France	4	spring	86	scenario1	2405.0
France	4	spring	87	scenario1	3005.0
France	4	spring	88	scenario1	2811.0
France	4	spring	89	scenario1	2251.0
France	4	spring	90	scenario1	2492.0
France	4	spring	91	scenario1	2373.0
France	4	spring	92	scenario1	1541.0
France	4	spring	93	scenario1	814.0
France	4	spring	94	scenario1	514.0
France	4	spring	95	scenario1	445.0
France	4	spring	96	scenario1	446.0
Germany	4	summer	97	scenario1	151.3825
Germany	4	summer	98	scenario1	105.085
Germany	4	summer	99	scenario1	275.6075
Germany	4	summer	100	scenario1	163.6225
Germany	4	summer	101	scenario1	127.0675
Germany	4	summer	102	scenario1	123.4725
Germany	4	summer	103	scenario1	95.45
Germany	4	summer	104	scenario1	54.6025
Germany	4	summer	105	scenario1	55.355
Germany	4	summer	106	scenario1	52.645
Germany	4	summer	107	scenario1	46.575
Germany	4	summer	108	scenario1	75.71
Germany	4	summer	109	scenario1	254.19
Germany	4	summer	110	scenario1	169.57
Germany	4	summer	111	scenario1	183.3725
Germany	4	summer	112	scenario1	350.9375
Germany	4	summer	113	scenario1	214.085
Germany	4	summer	114	scenario1	303.6925
Germany	4	summer	115	scenario1	200.325
Germany	4	summer	116	scenario1	142.76
Germany	4	summer	117	scenario1	345.3675
Germany	4	summer	118	scenario1	257.12
Germany	4	summer	119	scenario1	165.2375
Germany	4	summer	120	scenario1	254.535
Germany	4	summer	121	scenario1	243.7825
Germany	4	summer	122	scenario1	215.38
Germany	4	summer	123	scenario1	213.42
Germany	4	summer	124	scenario1	197.2375
Germany	4	summer	125	scenario1	189.4125
Germany	4	summer	126	scenario1	172.235
Germany	4	summer	127	scenario1	159.8475
Germany	4	summer	128	scenario1	232.7275
Germany	4	summer	129	scenario1	158.595
Germany	4	summer	130	scenario1	138.505
Germany	4	summer	131	scenario1	181.4975
Germany	4	summer	132	scenario1	251.5625
Germany	4	summer	133	scenario1	226.18
Germany	4	summer	134	scenario1	283.9425
Germany	4	summer	135	scenario1	378.025
Germany	4	summer	136	scenario1	240.065
Germany	4	summer	137	scenario1	155.255
Germany	4	summer	138	scenario1	134.9775
Germany	4	summer	139	scenario1	192.9975
Germany	4	summer	140	scenario1	188.5475
Germany	4	summer	141	scenario1	210.0225
Germany	4	summer	142	scenario1	206.09
Germany	4	summer	143	scenario1	230.175
Germany	4	summer	144	scenario1	165.5775
France	4	summer	97	scenario1	1392.0
France	4	summer	98	scenario1	1908.0
France	4	summer	99	scenario1	1918.0
France	4	summer	100	scenario1	1788.0
France	4	summer	101	scenario1	1620.0
France	4	summer	102	scenario1	1912.0
France	4	summer	103	scenario1	1183.0
France	4	summer	104	scenario1	854.0
France	4	summer	105	scenario1	900.0
France	4	summer	106	scenario1	1002.0
France	4	summer	107	scenario1	903.0
France	4	summer	108	scenario1	763.0
France	4	summer	109	scenario1	1155.0
France	4	summer	110	scenario1	1395.0
France	4	summer	111	scenario1	1778.0
France	4	summer	112	scenario1	1437.0
France	4	summer	113	scenario1	1460.0
France	4	summer	114	scenario1	1516.0
France	4	summer	115	scenario1	1400.0
France	4	summer	116	scenario1	1402.0
France	4	summer	117	scenario1	1373.0
France	4	summer	118	scenario1	1010.0
France	4	summer	119	scenario1	1070.0
France	4	summer	120	scenario1	1300.0
France	4	summer	121	scenario1	1617.0
France	4	summer	122	scenario1	1691.0
France	4	summer	123	scenario1	1516.0
France	4	summer	124	scenario1	1126.0
France	4	summer	125	scenario1	1343.0
France	4	summer	126	scenario1	1567.0
France	4	summer	127	scenario1	932.0
France	4	summer	128	scenario1	574.0
France	4	summer	129	scenario1	810.0
France	4	summer	130	scenario1	739.0
France	4	summer	131	scenario1	711.0
France	4	summer	132	scenario1	829.0
France	4	summer	133	scenario1	1258.0
France	4	summer	134	scenario1	1511.0
France	4	summer	135	scenario1	2075.0
France	4	summer	136	scenario1	1889.0
France	4	summer	137	scenario1	2074.0
France	4	summer	138	scenario1	1678.0
France	4	summer	139	scenario1	1281.0
France	4	summer	140	scenario1	1223.0
France	4	summer	141	scenario1	1340.0
France	4	summer	142	scenario1	1093.0
France	4	summer	143	scenario1	1029.0
France	4	summer	144	scenario1	1342.0
Germany	4	fall	145	scenario1	60.05
Germany	4	fall	146	scenario1	60.7425
Germany	4	fall	147	scenario1	44.1725
Germany	4	fall	148	scenario1	60.565
Germany	4	fall	149	scenario1	48.535
Germany	4	fall	150	scenario1	47.0875
Germany	4	fall	151	scenario1	48.1375
Germany	4	fall	152	scenario1	75.77
Germany	4	fall	153	scenario1	57.485
Germany	4	fall	154	scenario1	67.1
Germany	4	fall	155	scenario1	55.3175
Germany	4	fall	156	scenario1	60.995
Germany	4	fall	157	scenario1	37.9175
Germany	4	fall	158	scenario1	31.35
Germany	4	fall	159	scenario1	42.515
Germany	4	fall	160	scenario1	71.21
Germany	4	fall	161	scenario1	94.5175
Germany	4	fall	162	scenario1	73.64
Germany	4	fall	163	scenario1	94.1075
Germany	4	fall	164	scenario1	45.5625
Germany	4	fall	165	scenario1	39.4125
Germany	4	fall	166	scenario1	66.0825
Germany	4	fall	167	scenario1	88.5725
Germany	4	fall	168	scenario1	41.715
Germany	4	fall	169	scenario1	31.0975
Germany	4	fall	170	scenario1	52.6175
Germany	4	fall	171	scenario1	75.4625
Germany	4	fall	172	scenario1	45.7075
Germany	4	fall	173	scenario1	82.83
Germany	4	fall	174	scenario1	109.7875
Germany	4	fall	175	scenario1	123.7875
Germany	4	fall	176	scenario1	109.155
Germany	4	fall	177	scenario1	160.945
Germany	4	fall	178	scenario1	93.87
Germany	4	fall	179	scenario1	67.275
Germany	4	fall	180	scenario1	61.5475
Germany	4	fall	181	scenario1	49.395
Germany	4	fall	182	scenario1	59.73
Germany	4	fall	183	scenario1	66.4075
Germany	4	fall	184	scenario1	77.9075
Germany	4	fall	185	scenario1	109.59
Germany	4	fall	186	scenario1	191.0125
Germany	4	fall	187	scenario1	142.675
Germany	4	fall	188	scenario1	73.16
Germany	4	fall	189	scenario1	40.525
Germany	4	fall	190	scenario1	68.475
Germany	4	fall	191	scenario1	79.4675
Germany	4	fall	192	scenario1	82.625
France	4	fall	145	scenario1	794.0
France	4	fall	146	scenario1	574.0
France	4	fall	147	scenario1	565.0
France	4	fall	148	scenario1	351.0
France	4	fall	149	scenario1	382.0
France	4	fall	150	scenario1	292.0
France	4	fall	151	scenario1	373.0
France	4	fall	152	scenario1	324.0
France	4	fall	153	scenario1	467.0
France	4	fall	154	scenario1	776.0
France	4	fall	155	scenario1	1244.0
France	4	fall	156	scenario1	988.0
France	4	fall	157	scenario1	1168.0
France	4	fall	158	scenario1	911.0
France	4	fall	159	scenario1	896.0
France	4	fall	160	scenario1	600.0
France	4	fall	161	scenario1	608.0
France	4	fall	162	scenario1	935.0
France	4	fall	163	scenario1	1534.0
France	4	fall	164	scenario1	2007.0
France	4	fall	165	scenario1	1523.0
France	4	fall	166	scenario1	1010.0
France	4	fall	167	scenario1	1053.0
France	4	fall	168	scenario1	1233.0
France	4	fall	169	scenario1	718.0
France	4	fall	170	scenario1	176.0
France	4	fall	171	scenario1	176.0
France	4	fall	172	scenario1	67.0
France	4	fall	173	scenario1	18.0
France	4	fall	174	scenario1	182.0
France	4	fall	175	scenario1	220.0
France	4	fall	176	scenario1	246.0
France	4	fall	177	scenario1	381.0
France	4	fall	178	scenario1	8.0
France	4	fall	179	scenario1	266.0
France	4	fall	180	scenario1	534.0
France	4	fall	181	scenario1	715.0
France	4	fall	182	scenario1	971.0
France	4	fall	183	scenario1	332.0
France	4	fall	184	scenario1	27.0
France	4	fall	185	scenario1	55.0
France	4	fall	186	scenario1	135.0
France	4	fall	187	scenario1	248.0
France	4	fall	188	scenario1	1017.0
France	4	fall	189	scenario1	1410.0
France	4	fall	190	scenario1	857.0
France	4	fall	191	scenario1	626.0
France	4	fall	192	scenario1	777.0
Germany	4	peak1	193	scenario1	199.205
Germany	4	peak1	194	scenario1	132.61
Germany	4	peak1	195	scenario1	416.8275
Germany	4	peak1	196	scenario1	266.79
Germany	4	peak1	197	scenario1	180.045
Germany	4	peak1	198	scenario1	130.5975
Germany	4	peak1	199	scenario1	117.8725
Germany	4	peak2	200	scenario1	217.75
Germany	4	peak2	201	scenario1	235.915
Germany	4	peak2	202	scenario1	142.13
Germany	4	peak2	203	scenario1	266.8925
Germany	4	peak2	204	scenario1	171.2475
Germany	4	peak2	205	scenario1	141.7775
Germany	4	peak2	206	scenario1	87.5625
France	4	peak1	193	scenario1	4662.0
France	4	peak1	194	scenario1	4758.0
France	4	peak1	195	scenario1	5239.0
France	4	peak1	196	scenario1	5600.0
France	4	peak1	197	scenario1	5808.0
France	4	peak1	198	scenario1	4333.0
France	4	peak1	199	scenario1	3029.0
France	4	peak2	200	scenario1	2956.0
France	4	peak2	201	scenario1	2754.0
France	4	peak2	202	scenario1	3036.0
France	4	peak2	203	scenario1	4023.0
France	4	peak2	204	scenario1	4803.0
France	4	peak2	205	scenario1	4448.0
France	4	peak2	206	scenario1	3119.0
Germany	5	winter	1	scenario1	25.035
Germany	5	winter	2	scenario1	23.155
Germany	5	winter	3	scenario1	25.4625
Germany	5	winter	4	scenario1	25.2225
Germany	5	winter	5	scenario1	29.8175
Germany	5	winter	6	scenario1	37.7025
Germany	5	winter	7	scenario1	38.25
Germany	5	winter	8	scenario1	48.145
Germany	5	winter	9	scenario1	49.56
Germany	5	winter	10	scenario1	47.13
Germany	5	winter	11	scenario1	47.9975
Germany	5	winter	12	scenario1	50.925
Germany	5	winter	13	scenario1	47.43
Germany	5	winter	14	scenario1	41.6575
Germany	5	winter	15	scenario1	40.08
Germany	5	winter	16	scenario1	42.0025
Germany	5	winter	17	scenario1	48.795
Germany	5	winter	18	scenario1	56.1275
Germany	5	winter	19	scenario1	53.1425
Germany	5	winter	20	scenario1	65.8625
Germany	5	winter	21	scenario1	47.1525
Germany	5	winter	22	scenario1	9.9525
Germany	5	winter	23	scenario1	16.665
Germany	5	winter	24	scenario1	11.1175
Germany	5	winter	25	scenario1	9.84
Germany	5	winter	26	scenario1	13.7775
Germany	5	winter	27	scenario1	15.06
Germany	5	winter	28	scenario1	10.7325
Germany	5	winter	29	scenario1	22.7225
Germany	5	winter	30	scenario1	37.6775
Germany	5	winter	31	scenario1	38.63
Germany	5	winter	32	scenario1	34.82
Germany	5	winter	33	scenario1	24.21
Germany	5	winter	34	scenario1	22.695
Germany	5	winter	35	scenario1	22.045
Germany	5	winter	36	scenario1	20.255
Germany	5	winter	37	scenario1	21.45
Germany	5	winter	38	scenario1	20.875
Germany	5	winter	39	scenario1	23.2175
Germany	5	winter	40	scenario1	29.8725
Germany	5	winter	41	scenario1	48.18
Germany	5	winter	42	scenario1	51.5975
Germany	5	winter	43	scenario1	44.825
Germany	5	winter	44	scenario1	45.44
Germany	5	winter	45	scenario1	45.0675
Germany	5	winter	46	scenario1	17.8225
Germany	5	winter	47	scenario1	14.025
Germany	5	winter	48	scenario1	12.97
France	5	winter	1	scenario1	1483.0
France	5	winter	2	scenario1	953.0
France	5	winter	3	scenario1	849.0
France	5	winter	4	scenario1	1327.0
France	5	winter	5	scenario1	2212.0
France	5	winter	6	scenario1	3990.0
France	5	winter	7	scenario1	4493.0
France	5	winter	8	scenario1	4834.0
France	5	winter	9	scenario1	4588.0
France	5	winter	10	scenario1	3842.0
France	5	winter	11	scenario1	3376.0
France	5	winter	12	scenario1	2935.0
France	5	winter	13	scenario1	2697.0
France	5	winter	14	scenario1	1891.0
France	5	winter	15	scenario1	1915.0
France	5	winter	16	scenario1	2848.0
France	5	winter	17	scenario1	3957.0
France	5	winter	18	scenario1	5620.0
France	5	winter	19	scenario1	4384.0
France	5	winter	20	scenario1	3133.0
France	5	winter	21	scenario1	3941.0
France	5	winter	22	scenario1	4157.0
France	5	winter	23	scenario1	2371.0
France	5	winter	24	scenario1	1352.0
France	5	winter	25	scenario1	875.0
France	5	winter	26	scenario1	828.0
France	5	winter	27	scenario1	693.0
France	5	winter	28	scenario1	1011.0
France	5	winter	29	scenario1	2238.0
France	5	winter	30	scenario1	3483.0
France	5	winter	31	scenario1	4018.0
France	5	winter	32	scenario1	4135.0
France	5	winter	33	scenario1	3889.0
France	5	winter	34	scenario1	3820.0
France	5	winter	35	scenario1	3693.0
France	5	winter	36	scenario1	3360.0
France	5	winter	37	scenario1	2772.0
France	5	winter	38	scenario1	2296.0
France	5	winter	39	scenario1	2727.0
France	5	winter	40	scenario1	4073.0
France	5	winter	41	scenario1	4558.0
France	5	winter	42	scenario1	6154.0
France	5	winter	43	scenario1	4557.0
France	5	winter	44	scenario1	2580.0
France	5	winter	45	scenario1	2861.0
France	5	winter	46	scenario1	3204.0
France	5	winter	47	scenario1	2839.0
France	5	winter	48	scenario1	2978.0
Germany	5	spring	49	scenario1	67.3425
Germany	5	spring	50	scenario1	59.73
Germany	5	spring	51	scenario1	64.615
Germany	5	spring	52	scenario1	72.59
Germany	5	spring	53	scenario1	80.1225
Germany	5	spring	54	scenario1	102.2375
Germany	5	spring	55	scenario1	109.065
Germany	5	spring	56	scenario1	71.4975
Germany	5	spring	57	scenario1	63.7025
Germany	5	spring	58	scenario1	46.715
Germany	5	spring	59	scenario1	56.735
Germany	5	spring	60	scenario1	51.2225
Germany	5	spring	61	scenario1	42.7825
Germany	5	spring	62	scenario1	47.05
Germany	5	spring	63	scenario1	48.8025
Germany	5	spring	64	scenario1	52.805
Germany	5	spring	65	scenario1	43.6125
Germany	5	spring	66	scenario1	61.6925
Germany	5	spring	67	scenario1	58.03
Germany	5	spring	68	scenario1	65.78
Germany	5	spring	69	scenario1	59.805
Germany	5	spring	70	scenario1	55.5725
Germany	5	spring	71	scenario1	59.8025
Germany	5	spring	72	scenario1	66.54
Germany	5	spring	73	scenario1	72.9225
Germany	5	spring	74	scenario1	73.3275
Germany	5	spring	75	scenario1	78.44
Germany	5	spring	76	scenario1	72.515
Germany	5	spring	77	scenario1	84.8775
Germany	5	spring	78	scenario1	92.5425
Germany	5	spring	79	scenario1	88.9675
Germany	5	spring	80	scenario1	67.645
Germany	5	spring	81	scenario1	44.8975
Germany	5	spring	82	scenario1	40.475
Germany	5	spring	83	scenario1	36.5325
Germany	5	spring	84	scenario1	43.8725
Germany	5	spring	85	scenario1	61.265
Germany	5	spring	86	scenario1	81.41
Germany	5	spring	87	scenario1	81.7
Germany	5	spring	88	scenario1	89.7
Germany	5	spring	89	scenario1	60.68
Germany	5	spring	90	scenario1	105.14
Germany	5	spring	91	scenario1	115.84
Germany	5	spring	92	scenario1	107.41
Germany	5	spring	93	scenario1	70.095
Germany	5	spring	94	scenario1	49.5725
Germany	5	spring	95	scenario1	48.0125
Germany	5	spring	96	scenario1	45.6625
France	5	spring	49	scenario1	1627.0
France	5	spring	50	scenario1	1529.0
France	5	spring	51	scenario1	1357.0
France	5	spring	52	scenario1	1674.0
France	5	spring	53	scenario1	2134.0
France	5	spring	54	scenario1	2412.0
France	5	spring	55	scenario1	2437.0
France	5	spring	56	scenario1	2451.0
France	5	spring	57	scenario1	2093.0
France	5	spring	58	scenario1	2114.0
France	5	spring	59	scenario1	1840.0
France	5	spring	60	scenario1	2026.0
France	5	spring	61	scenario1	1844.0
France	5	spring	62	scenario1	1667.0
France	5	spring	63	scenario1	1778.0
France	5	spring	64	scenario1	1977.0
France	5	spring	65	scenario1	2173.0
France	5	spring	66	scenario1	2543.0
France	5	spring	67	scenario1	2863.0
France	5	spring	68	scenario1	2819.0
France	5	spring	69	scenario1	2461.0
France	5	spring	70	scenario1	2510.0
France	5	spring	71	scenario1	1885.0
France	5	spring	72	scenario1	1485.0
France	5	spring	73	scenario1	1424.0
France	5	spring	74	scenario1	1365.0
France	5	spring	75	scenario1	1358.0
France	5	spring	76	scenario1	1587.0
France	5	spring	77	scenario1	2090.0
France	5	spring	78	scenario1	2532.0
France	5	spring	79	scenario1	2900.0
France	5	spring	80	scenario1	2997.0
France	5	spring	81	scenario1	2605.0
France	5	spring	82	scenario1	1985.0
France	5	spring	83	scenario1	1798.0
France	5	spring	84	scenario1	1495.0
France	5	spring	85	scenario1	1296.0
France	5	spring	86	scenario1	1397.0
France	5	spring	87	scenario1	1365.0
France	5	spring	88	scenario1	1530.0
France	5	spring	89	scenario1	1904.0
France	5	spring	90	scenario1	2062.0
France	5	spring	91	scenario1	1994.0
France	5	spring	92	scenario1	2497.0
France	5	spring	93	scenario1	2604.0
France	5	spring	94	scenario1	2604.0
France	5	spring	95	scenario1	2167.0
France	5	spring	96	scenario1	1697.0
Germany	5	summer	97	scenario1	103.37
Germany	5	summer	98	scenario1	62.95
Germany	5	summer	99	scenario1	66.5725
Germany	5	summer	100	scenario1	119.115
Germany	5	summer	101	scenario1	117.5175
Germany	5	summer	102	scenario1	61.8025
Germany	5	summer	103	scenario1	94.39
Germany	5	summer	104	scenario1	88.37
Germany	5	summer	105	scenario1	54.5475
Germany	5	summer	106	scenario1	96.5125
Germany	5	summer	107	scenario1	119.3475
Germany	5	summer	108	scenario1	100.715
Germany	5	summer	109	scenario1	126.765
Germany	5	summer	110	scenario1	134.0525
Germany	5	summer	111	scenario1	72.8575
Germany	5	summer	112	scenario1	48.73
Germany	5	summer	113	scenario1	34.5675
Germany	5	summer	114	scenario1	82.7
Germany	5	summer	115	scenario1	163.515
Germany	5	summer	116	scenario1	214.19
Germany	5	summer	117	scenario1	141.7275
Germany	5	summer	118	scenario1	154.7575
Germany	5	summer	119	scenario1	202.6075
Germany	5	summer	120	scenario1	119.97
Germany	5	summer	121	scenario1	100.91
Germany	5	summer	122	scenario1	50.61
Germany	5	summer	123	scenario1	84.7875
Germany	5	summer	124	scenario1	78.0925
Germany	5	summer	125	scenario1	95.24
Germany	5	summer	126	scenario1	91.1425
Germany	5	summer	127	scenario1	169.245
Germany	5	summer	128	scenario1	137.895
Germany	5	summer	129	scenario1	165.4675
Germany	5	summer	130	scenario1	111.3375
Germany	5	summer	131	scenario1	64.52
Germany	5	summer	132	scenario1	49.6025
Germany	5	summer	133	scenario1	48.82
Germany	5	summer	134	scenario1	35.43
Germany	5	summer	135	scenario1	47.025
Germany	5	summer	136	scenario1	42.535
Germany	5	summer	137	scenario1	56.5025
Germany	5	summer	138	scenario1	81.055
Germany	5	summer	139	scenario1	193.46
Germany	5	summer	140	scenario1	208.985
Germany	5	summer	141	scenario1	256.85
Germany	5	summer	142	scenario1	100.1075
Germany	5	summer	143	scenario1	177.0
Germany	5	summer	144	scenario1	115.83
France	5	summer	97	scenario1	920.0
France	5	summer	98	scenario1	747.0
France	5	summer	99	scenario1	602.0
France	5	summer	100	scenario1	620.0
France	5	summer	101	scenario1	588.0
France	5	summer	102	scenario1	586.0
France	5	summer	103	scenario1	825.0
France	5	summer	104	scenario1	1500.0
France	5	summer	105	scenario1	1909.0
France	5	summer	106	scenario1	1816.0
France	5	summer	107	scenario1	1925.0
France	5	summer	108	scenario1	1866.0
France	5	summer	109	scenario1	1371.0
France	5	summer	110	scenario1	1207.0
France	5	summer	111	scenario1	1007.0
France	5	summer	112	scenario1	807.0
France	5	summer	113	scenario1	821.0
France	5	summer	114	scenario1	951.0
France	5	summer	115	scenario1	1257.0
France	5	summer	116	scenario1	2064.0
France	5	summer	117	scenario1	2716.0
France	5	summer	118	scenario1	2604.0
France	5	summer	119	scenario1	1761.0
France	5	summer	120	scenario1	1408.0
France	5	summer	121	scenario1	1010.0
France	5	summer	122	scenario1	954.0
France	5	summer	123	scenario1	1026.0
France	5	summer	124	scenario1	1171.0
France	5	summer	125	scenario1	1174.0
France	5	summer	126	scenario1	1249.0
France	5	summer	127	scenario1	1660.0
France	5	summer	128	scenario1	1356.0
France	5	summer	129	scenario1	1646.0
France	5	summer	130	scenario1	1827.0
France	5	summer	131	scenario1	1671.0
France	5	summer	132	scenario1	1679.0
France	5	summer	133	scenario1	1681.0
France	5	summer	134	scenario1	1499.0
France	5	summer	135	scenario1	1422.0
France	5	summer	136	scenario1	1383.0
France	5	summer	137	scenario1	1339.0
France	5	summer	138	scenario1	1322.0
France	5	summer	139	scenario1	1672.0
France	5	summer	140	scenario1	1844.0
France	5	summer	141	scenario1	2483.0
France	5	summer	142	scenario1	2304.0
France	5	summer	143	scenario1	1930.0
France	5	summer	144	scenario1	1625.0
Germany	5	fall	145	scenario1	23.5675
Germany	5	fall	146	scenario1	40.6525
Germany	5	fall	147	scenario1	36.1
Germany	5	fall	148	scenario1	21.9975
Germany	5	fall	149	scenario1	26.0975
Germany	5	fall	150	scenario1	32.56
Germany	5	fall	151	scenario1	125.4
Germany	5	fall	152	scenario1	150.0525
Germany	5	fall	153	scenario1	132.525
Germany	5	fall	154	scenario1	120.9
Germany	5	fall	155	scenario1	45.7975
Germany	5	fall	156	scenario1	44.28
Germany	5	fall	157	scenario1	44.3575
Germany	5	fall	158	scenario1	39.6825
Germany	5	fall	159	scenario1	29.3175
Germany	5	fall	160	scenario1	25.2975
Germany	5	fall	161	scenario1	69.8625
Germany	5	fall	162	scenario1	169.17
Germany	5	fall	163	scenario1	174.425
Germany	5	fall	164	scenario1	190.0225
Germany	5	fall	165	scenario1	124.12
Germany	5	fall	166	scenario1	82.84
Germany	5	fall	167	scenario1	82.575
Germany	5	fall	168	scenario1	36.105
Germany	5	fall	169	scenario1	38.8775
Germany	5	fall	170	scenario1	36.795
Germany	5	fall	171	scenario1	96.6075
Germany	5	fall	172	scenario1	43.445
Germany	5	fall	173	scenario1	29.375
Germany	5	fall	174	scenario1	40.2125
Germany	5	fall	175	scenario1	56.205
Germany	5	fall	176	scenario1	83.98
Germany	5	fall	177	scenario1	44.8725
Germany	5	fall	178	scenario1	41.4975
Germany	5	fall	179	scenario1	50.44
Germany	5	fall	180	scenario1	50.2025
Germany	5	fall	181	scenario1	92.125
Germany	5	fall	182	scenario1	51.215
Germany	5	fall	183	scenario1	40.525
Germany	5	fall	184	scenario1	71.49
Germany	5	fall	185	scenario1	62.2625
Germany	5	fall	186	scenario1	76.1175
Germany	5	fall	187	scenario1	96.5075
Germany	5	fall	188	scenario1	144.1525
Germany	5	fall	189	scenario1	275.8925
Germany	5	fall	190	scenario1	223.2025
Germany	5	fall	191	scenario1	127.845
Germany	5	fall	192	scenario1	146.43
France	5	fall	145	scenario1	525.0
France	5	fall	146	scenario1	329.0
France	5	fall	147	scenario1	77.0
France	5	fall	148	scenario1	88.0
France	5	fall	149	scenario1	95.0
France	5	fall	150	scenario1	75.0
France	5	fall	151	scenario1	140.0
France	5	fall	152	scenario1	579.0
France	5	fall	153	scenario1	965.0
France	5	fall	154	scenario1	1022.0
France	5	fall	155	scenario1	1076.0
France	5	fall	156	scenario1	543.0
France	5	fall	157	scenario1	379.0
France	5	fall	158	scenario1	114.0
France	5	fall	159	scenario1	217.0
France	5	fall	160	scenario1	604.0
France	5	fall	161	scenario1	1179.0
France	5	fall	162	scenario1	1142.0
France	5	fall	163	scenario1	1082.0
France	5	fall	164	scenario1	941.0
France	5	fall	165	scenario1	1003.0
France	5	fall	166	scenario1	1073.0
France	5	fall	167	scenario1	779.0
France	5	fall	168	scenario1	266.0
France	5	fall	169	scenario1	182.0
France	5	fall	170	scenario1	113.0
France	5	fall	171	scenario1	117.0
France	5	fall	172	scenario1	192.0
France	5	fall	173	scenario1	564.0
France	5	fall	174	scenario1	644.0
France	5	fall	175	scenario1	995.0
France	5	fall	176	scenario1	1538.0
France	5	fall	177	scenario1	1623.0
France	5	fall	178	scenario1	1731.0
France	5	fall	179	scenario1	1648.0
France	5	fall	180	scenario1	1286.0
France	5	fall	181	scenario1	1038.0
France	5	fall	182	scenario1	965.0
France	5	fall	183	scenario1	1350.0
France	5	fall	184	scenario1	2869.0
France	5	fall	185	scenario1	3563.0
France	5	fall	186	scenario1	3784.0
France	5	fall	187	scenario1	2794.0
France	5	fall	188	scenario1	2006.0
France	5	fall	189	scenario1	2158.0
France	5	fall	190	scenario1	2187.0
France	5	fall	191	scenario1	868.0
France	5	fall	192	scenario1	613.0
Germany	5	peak1	193	scenario1	13.31
Germany	5	peak1	194	scenario1	25.62
Germany	5	peak1	195	scenario1	29.7925
Germany	5	peak1	196	scenario1	34.7125
Germany	5	peak1	197	scenario1	26.0325
Germany	5	peak1	198	scenario1	26.12
Germany	5	peak1	199	scenario1	29.8375
Germany	5	peak2	200	scenario1	29.7925
Germany	5	peak2	201	scenario1	34.7125
Germany	5	peak2	202	scenario1	26.0325
Germany	5	peak2	203	scenario1	26.12
Germany	5	peak2	204	scenario1	29.8375
Germany	5	peak2	205	scenario1	21.3325
Germany	5	peak2	206	scenario1	24.6325
France	5	peak1	193	scenario1	2391.0
France	5	peak1	194	scenario1	3506.0
France	5	peak1	195	scenario1	7207.0
France	5	peak1	196	scenario1	7306.0
France	5	peak1	197	scenario1	8236.0
France	5	peak1	198	scenario1	7801.0
France	5	peak1	199	scenario1	7579.0
France	5	peak2	200	scenario1	7207.0
France	5	peak2	201	scenario1	7306.0
France	5	peak2	202	scenario1	8236.0
France	5	peak2	203	scenario1	7801.0
France	5	peak2	204	scenario1	7579.0
France	5	peak2	205	scenario1	6442.0
France	5	peak2	206	scenario1	5881.0
Germany	6	winter	1	scenario1	53.0925
Germany	6	winter	2	scenario1	43.6875
Germany	6	winter	3	scenario1	45.13
Germany	6	winter	4	scenario1	27.28
Germany	6	winter	5	scenario1	29.6925
Germany	6	winter	6	scenario1	44.2025
Germany	6	winter	7	scenario1	29.385
Germany	6	winter	8	scenario1	25.8725
Germany	6	winter	9	scenario1	26.16
Germany	6	winter	10	scenario1	28.08
Germany	6	winter	11	scenario1	26.67
Germany	6	winter	12	scenario1	21.725
Germany	6	winter	13	scenario1	30.61
Germany	6	winter	14	scenario1	34.735
Germany	6	winter	15	scenario1	18.955
Germany	6	winter	16	scenario1	18.7825
Germany	6	winter	17	scenario1	23.87
Germany	6	winter	18	scenario1	20.01
Germany	6	winter	19	scenario1	21.7425
Germany	6	winter	20	scenario1	21.1575
Germany	6	winter	21	scenario1	26.995
Germany	6	winter	22	scenario1	27.5775
Germany	6	winter	23	scenario1	65.1625
Germany	6	winter	24	scenario1	61.655
Germany	6	winter	25	scenario1	38.1275
Germany	6	winter	26	scenario1	39.985
Germany	6	winter	27	scenario1	46.125
Germany	6	winter	28	scenario1	25.405
Germany	6	winter	29	scenario1	32.715
Germany	6	winter	30	scenario1	33.1325
Germany	6	winter	31	scenario1	37.1775
Germany	6	winter	32	scenario1	45.225
Germany	6	winter	33	scenario1	46.195
Germany	6	winter	34	scenario1	45.5925
Germany	6	winter	35	scenario1	71.1325
Germany	6	winter	36	scenario1	58.0825
Germany	6	winter	37	scenario1	63.78
Germany	6	winter	38	scenario1	73.8
Germany	6	winter	39	scenario1	59.4825
Germany	6	winter	40	scenario1	65.0225
Germany	6	winter	41	scenario1	27.2475
Germany	6	winter	42	scenario1	16.1875
Germany	6	winter	43	scenario1	17.985
Germany	6	winter	44	scenario1	56.8675
Germany	6	winter	45	scenario1	52.6625
Germany	6	winter	46	scenario1	39.955
Germany	6	winter	47	scenario1	79.5475
Germany	6	winter	48	scenario1	78.67
France	6	winter	1	scenario1	4398.0
France	6	winter	2	scenario1	2940.0
France	6	winter	3	scenario1	2829.0
France	6	winter	4	scenario1	2939.0
France	6	winter	5	scenario1	2575.0
France	6	winter	6	scenario1	1969.0
