Node	Period	Season	Operationalhour	Scenario	HydroGeneratorMaxSeasonalProduction
France	2	summer	143	scenario1	2137.0
France	2	summer	144	scenario1	1720.0
Germany	2	fall	145	scenario1	78.065
Germany	2	fall	146	scenario1	137.5275
Germany	2	fall	147	scenario1	201.985
Germany	2	fall	148	scenario1	161.76
Germany	2	fall	149	scenario1	148.585
Germany	2	fall	150	scenario1	252.695
Germany	2	fall	151	scenario1	241.015
Germany	2	fall	152	scenario1	239.765
Germany	2	fall	153	scenario1	137.9825
Germany	2	fall	154	scenario1	48.76
Germany	2	fall	155	scenario1	62.2025
Germany	2	fall	156	scenario1	47.56
Germany	2	fall	157	scenario1	59.79
Germany	2	fall	158	scenario1	40.245
Germany	2	fall	159	scenario1	37.5525
Germany	2	fall	160	scenario1	34.055
Germany	2	fall	161	scenario1	56.125
Germany	2	fall	162	scenario1	46.05
Germany	2	fall	163	scenario1	43.6925
Germany	2	fall	164	scenario1	123.94
Germany	2	fall	165	scenario1	144.5775
Germany	2	fall	166	scenario1	149.6275
Germany	2	fall	167	scenario1	171.455
Germany	2	fall	168	scenario1	188.4025
Germany	2	fall	169	scenario1	81.56
Germany	2	fall	170	scenario1	64.87
Germany	2	fall	171	scenario1	39.475
Germany	2	fall	172	scenario1	66.175
Germany	2	fall	173	scenario1	135.0575
Germany	2	fall	174	scenario1	146.81
Germany	2	fall	175	scenario1	199.36
Germany	2	fall	176	scenario1	222.215
Germany	2	fall	177	scenario1	421.7675
Germany	2	fall	178	scenario1	168.0775
Germany	2	fall	179	scenario1	145.0075
Germany	2	fall	180	scenario1	104.8325
Germany	2	fall	181	scenario1	88.3225
Germany	2	fall	182	scenario1	74.9
Germany	2	fall	183	scenario1	129.9425
Germany	2	fall	184	scenario1	173.5725
Germany	2	fall	185	scenario1	133.03
Germany	2	fall	186	scenario1	174.8
Germany	2	fall	187	scenario1	94.0625
Germany	2	fall	188	scenario1	67.7875
Germany	2	fall	189	scenario1	49.9075
Germany	2	fall	190	scenario1	101.975
Germany	2	fall	191	scenario1	177.81
Germany	2	fall	192	scenario1	124.9175
France	2	fall	145	scenario1	2847.0
France	2	fall	146	scenario1	2560.0
France	2	fall	147	scenario1	2163.0
France	2	fall	148	scenario1	2631.0
France	2	fall	149	scenario1	3066.0
France	2	fall	150	scenario1	2655.0
France	2	fall	151	scenario1	2478.0
France	2	fall	152	scenario1	2321.0
France	2	fall	153	scenario1	3047.0
France	2	fall	154	scenario1	3865.0
France	2	fall	155	scenario1	3903.0
France	2	fall	156	scenario1	2486.0
France	2	fall	157	scenario1	1965.0
France	2	fall	158	scenario1	2219.0
France	2	fall	159	scenario1	2108.0
France	2	fall	160	scenario1	1657.0
France	2	fall	161	scenario1	1596.0
France	2	fall	162	scenario1	1399.0
France	2	fall	163	scenario1	1170.0
France	2	fall	164	scenario1	1168.0
France	2	fall	165	scenario1	1600.0
France	2	fall	166	scenario1	2928.0
France	2	fall	167	scenario1	3911.0
France	2	fall	168	scenario1	4244.0
France	2	fall	169	scenario1	4343.0
France	2	fall	170	scenario1	4198.0
France	2	fall	171	scenario1	4038.0
France	2	fall	172	scenario1	3775.0
France	2	fall	173	scenario1	3322.0
France	2	fall	174	scenario1	3470.0
France	2	fall	175	scenario1	3790.0
France	2	fall	176	scenario1	4013.0
France	2	fall	177	scenario1	4718.0
France	2	fall	178	scenario1	5140.0
France	2	fall	179	scenario1	4962.0
France	2	fall	180	scenario1	3807.0
France	2	fall	181	scenario1	2565.0
France	2	fall	182	scenario1	2597.0
France	2	fall	183	scenario1	2517.0
France	2	fall	184	scenario1	1991.0
France	2	fall	185	scenario1	1804.0
France	2	fall	186	scenario1	1598.0
France	2	fall	187	scenario1	1409.0
France	2	fall	188	scenario1	1032.0
France	2	fall	189	scenario1	1826.0
France	2	fall	190	scenario1	2683.0
France	2	fall	191	scenario1	4172.0
France	2	fall	192	scenario1	4711.0
Germany	2	peak1	193	scenario1	49.355
Germany	2	peak1	194	scenario1	89.9625
Germany	2	peak1	195	scenario1	94.5025
Germany	2	peak1	196	scenario1	119.1725
Germany	2	peak1	197	scenario1	55.0775
Germany	2	peak1	198	scenario1	44.405
Germany	2	peak1	199	scenario1	44.3225
Germany	2	peak2	200	scenario1	63.5075
Germany	2	peak2	201	scenario1	81.825
Germany	2	peak2	202	scenario1	70.885
Germany	2	peak2	203	scenario1	85.0775
Germany	2	peak2	204	scenario1	61.2825
Germany	2	peak2	205	scenario1	57.755
Germany	2	peak2	206	scenario1	58.305
France	2	peak1	193	scenario1	3500.0
France	2	peak1	194	scenario1	4285.0
France	2	peak1	195	scenario1	4429.0
France	2	peak1	196	scenario1	4794.0
France	2	peak1	197	scenario1	5451.0
France	2	peak1	198	scenario1	5168.0
France	2	peak1	199	scenario1	5340.0
France	2	peak2	200	scenario1	4678.0
France	2	peak2	201	scenario1	4023.0
France	2	peak2	202	scenario1	3932.0
France	2	peak2	203	scenario1	4387.0
France	2	peak2	204	scenario1	5044.0
France	2	peak2	205	scenario1	4974.0
France	2	peak2	206	scenario1	4491.0
Germany	3	winter	1	scenario1	62.455
Germany	3	winter	2	scenario1	78.2
Germany	3	winter	3	scenario1	22.355
Germany	3	winter	4	scenario1	36.7475
Germany	3	winter	5	scenario1	24.245
Germany	3	winter	6	scenario1	28.6275
Germany	3	winter	7	scenario1	48.6525
Germany	3	winter	8	scenario1	61.0675
Germany	3	winter	9	scenario1	35.915
Germany	3	winter	10	scenario1	78.9825
Germany	3	winter	11	scenario1	78.685
Germany	3	winter	12	scenario1	54.4175
Germany	3	winter	13	scenario1	75.745
Germany	3	winter	14	scenario1	62.2925
Germany	3	winter	15	scenario1	101.77
Germany	3	winter	16	scenario1	68.985
Germany	3	winter	17	scenario1	89.3325
Germany	3	winter	18	scenario1	5.285
Germany	3	winter	19	scenario1	46.4475
Germany	3	winter	20	scenario1	64.83
Germany	3	winter	21	scenario1	58.3875
Germany	3	winter	22	scenario1	41.1025
Germany	3	winter	23	scenario1	56.4825
Germany	3	winter	24	scenario1	14.215
Germany	3	winter	25	scenario1	49.0425
Germany	3	winter	26	scenario1	28.7325
Germany	3	winter	27	scenario1	41.2075
Germany	3	winter	28	scenario1	31.6025
Germany	3	winter	29	scenario1	21.175
Germany	3	winter	30	scenario1	31.365
Germany	3	winter	31	scenario1	51.5175
Germany	3	winter	32	scenario1	35.27
Germany	3	winter	33	scenario1	31.45
Germany	3	winter	34	scenario1	65.7075
Germany	3	winter	35	scenario1	19.34
Germany	3	winter	36	scenario1	12.68
Germany	3	winter	37	scenario1	10.86
Germany	3	winter	38	scenario1	24.1275
Germany	3	winter	39	scenario1	11.5825
Germany	3	winter	40	scenario1	9.39
Germany	3	winter	41	scenario1	11.565
Germany	3	winter	42	scenario1	21.4475
Germany	3	winter	43	scenario1	53.8975
Germany	3	winter	44	scenario1	11.75
Germany	3	winter	45	scenario1	10.0225
Germany	3	winter	46	scenario1	18.465
Germany	3	winter	47	scenario1	26.315
Germany	3	winter	48	scenario1	41.895
France	3	winter	1	scenario1	771.0
France	3	winter	2	scenario1	816.0
France	3	winter	3	scenario1	329.0
France	3	winter	4	scenario1	162.0
France	3	winter	5	scenario1	197.0
France	3	winter	6	scenario1	125.0
France	3	winter	7	scenario1	79.0
France	3	winter	8	scenario1	88.0
France	3	winter	9	scenario1	691.0
France	3	winter	10	scenario1	450.0
France	3	winter	11	scenario1	481.0
France	3	winter	12	scenario1	613.0
France	3	winter	13	scenario1	676.0
France	3	winter	14	scenario1	623.0
France	3	winter	15	scenario1	1179.0
France	3	winter	16	scenario1	974.0
France	3	winter	17	scenario1	919.0
France	3	winter	18	scenario1	917.0
France	3	winter	19	scenario1	634.0
France	3	winter	20	scenario1	970.0
France	3	winter	21	scenario1	1811.0
France	3	winter	22	scenario1	1409.0
France	3	winter	23	scenario1	986.0
France	3	winter	24	scenario1	832.0
France	3	winter	25	scenario1	857.0
France	3	winter	26	scenario1	971.0
France	3	winter	27	scenario1	819.0
France	3	winter	28	scenario1	547.0
France	3	winter	29	scenario1	408.0
France	3	winter	30	scenario1	108.0
France	3	winter	31	scenario1	106.0
France	3	winter	32	scenario1	106.0
France	3	winter	33	scenario1	103.0
France	3	winter	34	scenario1	96.0
France	3	winter	35	scenario1	184.0
France	3	winter	36	scenario1	354.0
France	3	winter	37	scenario1	633.0
France	3	winter	38	scenario1	650.0
France	3	winter	39	scenario1	1359.0
France	3	winter	40	scenario1	1366.0
France	3	winter	41	scenario1	1080.0
France	3	winter	42	scenario1	1117.0
France	3	winter	43	scenario1	703.0
France	3	winter	44	scenario1	1095.0
France	3	winter	45	scenario1	2309.0
France	3	winter	46	scenario1	2040.0
France	3	winter	47	scenario1	1376.0
France	3	winter	48	scenario1	783.0
Germany	3	spring	49	scenario1	201.2525
Germany	3	spring	50	scenario1	188.07
Germany	3	spring	51	scenario1	316.37
Germany	3	spring	52	scenario1	343.41
Germany	3	spring	53	scenario1	204.955
Germany	3	spring	54	scenario1	157.8325
Germany	3	spring	55	scenario1	139.4725
Germany	3	spring	56	scenario1	194.3325
Germany	3	spring	57	scenario1	152.835
Germany	3	spring	58	scenario1	106.0075
Germany	3	spring	59	scenario1	201.4475
Germany	3	spring	60	scenario1	194.6225
Germany	3	spring	61	scenario1	229.8725
Germany	3	spring	62	scenario1	303.84
Germany	3	spring	63	scenario1	189.06
Germany	3	spring	64	scenario1	155.1025
Germany	3	spring	65	scenario1	235.475
Germany	3	spring	66	scenario1	206.4575
Germany	3	spring	67	scenario1	102.28
Germany	3	spring	68	scenario1	165.615
Germany	3	spring	69	scenario1	202.3675
Germany	3	spring	70	scenario1	171.6725
Germany	3	spring	71	scenario1	212.24
Germany	3	spring	72	scenario1	255.105
Germany	3	spring	73	scenario1	195.8125
Germany	3	spring	74	scenario1	318.205
Germany	3	spring	75	scenario1	409.32
Germany	3	spring	76	scenario1	218.675
Germany	3	spring	77	scenario1	183.175
Germany	3	spring	78	scenario1	232.75
Germany	3	spring	79	scenario1	245.3425
Germany	3	spring	80	scenario1	167.2725
Germany	3	spring	81	scenario1	118.42
Germany	3	spring	82	scenario1	141.105
Germany	3	spring	83	scenario1	81.9475
Germany	3	spring	84	scenario1	82.2
Germany	3	spring	85	scenario1	121.4725
Germany	3	spring	86	scenario1	338.6675
Germany	3	spring	87	scenario1	306.055
Germany	3	spring	88	scenario1	54.96
Germany	3	spring	89	scenario1	181.0675
Germany	3	spring	90	scenario1	277.19
Germany	3	spring	91	scenario1	259.0475
Germany	3	spring	92	scenario1	259.415
Germany	3	spring	93	scenario1	118.8625
Germany	3	spring	94	scenario1	83.5725
Germany	3	spring	95	scenario1	73.715
Germany	3	spring	96	scenario1	68.835
France	3	spring	49	scenario1	827.0
France	3	spring	50	scenario1	1089.0
France	3	spring	51	scenario1	1735.0
France	3	spring	52	scenario1	1923.0
France	3	spring	53	scenario1	2083.0
France	3	spring	54	scenario1	1736.0
France	3	spring	55	scenario1	1385.0
France	3	spring	56	scenario1	972.0
France	3	spring	57	scenario1	817.0
France	3	spring	58	scenario1	905.0
France	3	spring	59	scenario1	1000.0
France	3	spring	60	scenario1	976.0
France	3	spring	61	scenario1	1377.0
France	3	spring	62	scenario1	1721.0
France	3	spring	63	scenario1	2196.0
France	3	spring	64	scenario1	2441.0
France	3	spring	65	scenario1	2145.0
France	3	spring	66	scenario1	2073.0
France	3	spring	67	scenario1	1742.0
France	3	spring	68	scenario1	1049.0
France	3	spring	69	scenario1	598.0
France	3	spring	70	scenario1	631.0
France	3	spring	71	scenario1	565.0
France	3	spring	72	scenario1	495.0
France	3	spring	73	scenario1	664.0
France	3	spring	74	scenario1	1508.0
France	3	spring	75	scenario1	2020.0
France	3	spring	76	scenario1	2342.0
France	3	spring	77	scenario1	2473.0
France	3	spring	78	scenario1	2103.0
France	3	spring	79	scenario1	1766.0
France	3	spring	80	scenario1	1524.0
France	3	spring	81	scenario1	1479.0
France	3	spring	82	scenario1	1231.0
France	3	spring	83	scenario1	1242.0
France	3	spring	84	scenario1	1158.0
France	3	spring	85	scenario1	1367.0
France	3	spring	86	scenario1	1722.0
France	3	spring	87	scenario1	1971.0
France	3	spring	88	scenario1	2079.0
France	3	spring	89	scenario1	1871.0
France	3	spring	90	scenario1	1905.0
France	3	spring	91	scenario1	1495.0
France	3	spring	92	scenario1	1177.0
France	3	spring	93	scenario1	747.0
France	3	spring	94	scenario1	834.0
France	3	spring	95	scenario1	708.0
France	3	spring	96	scenario1	532.0
Germany	3	summer	97	scenario1	147.415
Germany	3	summer	98	scenario1	174.3625
Germany	3	summer	99	scenario1	167.7125
Germany	3	summer	100	scenario1	146.68
Germany	3	summer	101	scenario1	120.1475
Germany	3	summer	102	scenario1	148.0875
Germany	3	summer	103	scenario1	126.8325
Germany	3	summer	104	scenario1	109.865
Germany	3	summer	105	scenario1	113.6825
Germany	3	summer	106	scenario1	112.3875
Germany	3	summer	107	scenario1	105.215
Germany	3	summer	108	scenario1	114.4525
Germany	3	summer	109	scenario1	111.6
Germany	3	summer	110	scenario1	114.715
Germany	3	summer	111	scenario1	95.6775
Germany	3	summer	112	scenario1	117.835
Germany	3	summer	113	scenario1	101.56
Germany	3	summer	114	scenario1	109.2775
Germany	3	summer	115	scenario1	166.3225
Germany	3	summer	116	scenario1	162.0575
Germany	3	summer	117	scenario1	165.085
Germany	3	summer	118	scenario1	187.405
Germany	3	summer	119	scenario1	165.645
Germany	3	summer	120	scenario1	200.83
Germany	3	summer	121	scenario1	206.16
Germany	3	summer	122	scenario1	181.4425
Germany	3	summer	123	scenario1	196.87
Germany	3	summer	124	scenario1	99.7575
Germany	3	summer	125	scenario1	62.7875
Germany	3	summer	126	scenario1	66.9
Germany	3	summer	127	scenario1	49.4275
Germany	3	summer	128	scenario1	66.1
Germany	3	summer	129	scenario1	75.5975
Germany	3	summer	130	scenario1	80.565
Germany	3	summer	131	scenario1	138.135
Germany	3	summer	132	scenario1	146.3475
Germany	3	summer	133	scenario1	173.8275
Germany	3	summer	134	scenario1	185.2025
Germany	3	summer	135	scenario1	149.715
Germany	3	summer	136	scenario1	133.1975
Germany	3	summer	137	scenario1	139.5225
Germany	3	summer	138	scenario1	136.8125
Germany	3	summer	139	scenario1	169.285
Germany	3	summer	140	scenario1	172.4775
Germany	3	summer	141	scenario1	159.2775
Germany	3	summer	142	scenario1	160.6975
Germany	3	summer	143	scenario1	151.47
Germany	3	summer	144	scenario1	130.25
France	3	summer	97	scenario1	2421.0
France	3	summer	98	scenario1	1754.0
France	3	summer	99	scenario1	2111.0
France	3	summer	100	scenario1	2357.0
France	3	summer	101	scenario1	1149.0
France	3	summer	102	scenario1	684.0
France	3	summer	103	scenario1	509.0
France	3	summer	104	scenario1	520.0
France	3	summer	105	scenario1	520.0
France	3	summer	106	scenario1	541.0
France	3	summer	107	scenario1	814.0
France	3	summer	108	scenario1	1033.0
France	3	summer	109	scenario1	1055.0
France	3	summer	110	scenario1	1068.0
France	3	summer	111	scenario1	1250.0
France	3	summer	112	scenario1	1317.0
France	3	summer	113	scenario1	1413.0
France	3	summer	114	scenario1	1348.0
France	3	summer	115	scenario1	996.0
France	3	summer	116	scenario1	882.0
France	3	summer	117	scenario1	958.0
France	3	summer	118	scenario1	1056.0
France	3	summer	119	scenario1	1910.0
France	3	summer	120	scenario1	2017.0
France	3	summer	121	scenario1	1654.0
France	3	summer	122	scenario1	1478.0
France	3	summer	123	scenario1	2090.0
France	3	summer	124	scenario1	1548.0
France	3	summer	125	scenario1	1525.0
France	3	summer	126	scenario1	1012.0
France	3	summer	127	scenario1	761.0
France	3	summer	128	scenario1	626.0
France	3	summer	129	scenario1	498.0
France	3	summer	130	scenario1	547.0
France	3	summer	131	scenario1	942.0
France	3	summer	132	scenario1	1277.0
France	3	summer	133	scenario1	1391.0
France	3	summer	134	scenario1	1412.0
France	3	summer	135	scenario1	1366.0
France	3	summer	136	scenario1	1454.0
France	3	summer	137	scenario1	1597.0
France	3	summer	138	scenario1	1720.0
France	3	summer	139	scenario1	1164.0
France	3	summer	140	scenario1	1172.0
France	3	summer	141	scenario1	1437.0
France	3	summer	142	scenario1	1697.0
France	3	summer	143	scenario1	1500.0
France	3	summer	144	scenario1	1826.0
Germany	3	fall	145	scenario1	44.54
Germany	3	fall	146	scenario1	49.15
Germany	3	fall	147	scenario1	50.3775
Germany	3	fall	148	scenario1	45.9525
Germany	3	fall	149	scenario1	45.95
Germany	3	fall	150	scenario1	48.3175
Germany	3	fall	151	scenario1	66.4525
Germany	3	fall	152	scenario1	69.25
Germany	3	fall	153	scenario1	64.9075
Germany	3	fall	154	scenario1	68.1975
Germany	3	fall	155	scenario1	91.7975
Germany	3	fall	156	scenario1	81.3125
Germany	3	fall	157	scenario1	69.58
Germany	3	fall	158	scenario1	59.34
Germany	3	fall	159	scenario1	78.705
Germany	3	fall	160	scenario1	72.4175
Germany	3	fall	161	scenario1	54.0275
Germany	3	fall	162	scenario1	73.135
Germany	3	fall	163	scenario1	71.445
Germany	3	fall	164	scenario1	72.3225
Germany	3	fall	165	scenario1	67.4
Germany	3	fall	166	scenario1	70.545
Germany	3	fall	167	scenario1	68.8275
Germany	3	fall	168	scenario1	44.98
Germany	3	fall	169	scenario1	32.6475
Germany	3	fall	170	scenario1	31.29
Germany	3	fall	171	scenario1	32.8875
Germany	3	fall	172	scenario1	44.4825
Germany	3	fall	173	scenario1	47.9275
Germany	3	fall	174	scenario1	46.91
Germany	3	fall	175	scenario1	64.1475
Germany	3	fall	176	scenario1	52.2075
Germany	3	fall	177	scenario1	55.5575
Germany	3	fall	178	scenario1	70.035
Germany	3	fall	179	scenario1	82.5675
Germany	3	fall	180	scenario1	51.9525
Germany	3	fall	181	scenario1	66.3875
Germany	3	fall	182	scenario1	75.2425
Germany	3	fall	183	scenario1	57.54
Germany	3	fall	184	scenario1	50.8525
Germany	3	fall	185	scenario1	41.4925
Germany	3	fall	186	scenario1	44.7525
Germany	3	fall	187	scenario1	54.2875
Germany	3	fall	188	scenario1	43.66
Germany	3	fall	189	scenario1	44.665
Germany	3	fall	190	scenario1	53.9525
Germany	3	fall	191	scenario1	44.185
Germany	3	fall	192	scenario1	43.245
France	3	fall	145	scenario1	337.0
France	3	fall	146	scenario1	508.0
France	3	fall	147	scenario1	660.0
France	3	fall	148	scenario1	663.0
France	3	fall	149	scenario1	673.0
France	3	fall	150	scenario1	324.0
France	3	fall	151	scenario1	147.0
France	3	fall	152	scenario1	108.0
France	3	fall	153	scenario1	326.0
France	3	fall	154	scenario1	471.0
France	3	fall	155	scenario1	986.0
France	3	fall	156	scenario1	1009.0
France	3	fall	157	scenario1	729.0
France	3	fall	158	scenario1	582.0
France	3	fall	159	scenario1	416.0
France	3	fall	160	scenario1	429.0
France	3	fall	161	scenario1	495.0
France	3	fall	162	scenario1	434.0
France	3	fall	163	scenario1	341.0
France	3	fall	164	scenario1	314.0
France	3	fall	165	scenario1	292.0
France	3	fall	166	scenario1	201.0
France	3	fall	167	scenario1	299.0
France	3	fall	168	scenario1	710.0
France	3	fall	169	scenario1	1020.0
France	3	fall	170	scenario1	1019.0
France	3	fall	171	scenario1	1433.0
France	3	fall	172	scenario1	1359.0
France	3	fall	173	scenario1	1117.0
France	3	fall	174	scenario1	820.0
France	3	fall	175	scenario1	916.0
France	3	fall	176	scenario1	1034.0
France	3	fall	177	scenario1	1092.0
France	3	fall	178	scenario1	1096.0
France	3	fall	179	scenario1	1374.0
France	3	fall	180	scenario1	1278.0
France	3	fall	181	scenario1	914.0
France	3	fall	182	scenario1	919.0
France	3	fall	183	scenario1	630.0
France	3	fall	184	scenario1	773.0
France	3	fall	185	scenario1	509.0
France	3	fall	186	scenario1	615.0
France	3	fall	187	scenario1	452.0
France	3	fall	188	scenario1	351.0
France	3	fall	189	scenario1	346.0
France	3	fall	190	scenario1	320.0
France	3	fall	191	scenario1	358.0
France	3	fall	192	scenario1	816.0
Germany	3	peak1	193	scenario1	49.355
Germany	3	peak1	194	scenario1	89.9625
Germany	3	peak1	195	scenario1	94.5025
Germany	3	peak1	196	scenario1	119.1725
Germany	3	peak1	197	scenario1	55.0775
Germany	3	peak1	198	scenario1	44.405
Germany	3	peak1	199	scenario1	44.3225
Germany	3	peak2	200	scenario1	63.5075
Germany	3	peak2	201	scenario1	81.825
Germany	3	peak2	202	scenario1	70.885
Germany	3	peak2	203	scenario1	85.0775
Germany	3	peak2	204	scenario1	61.2825
Germany	3	peak2	205	scenario1	57.755
Germany	3	peak2	206	scenario1	58.305
France	3	peak1	193	scenario1	3500.0
France	3	peak1	194	scenario1	4285.0
France	3	peak1	195	scenario1	4429.0
France	3	peak1	196	scenario1	4794.0
France	3	peak1	197	scenario1	5451.0
France	3	peak1	198	scenario1	5168.0
France	3	peak1	199	scenario1	5340.0
France	3	peak2	200	scenario1	4678.0
France	3	peak2	201	scenario1	4023.0
France	3	peak2	202	scenario1	3932.0
France	3	peak2	203	scenario1	4387.0
France	3	peak2	204	scenario1	5044.0
France	3	peak2	205	scenario1	4974.0
France	3	peak2	206	scenario1	4491.0
Germany	4	winter	1	scenario1	65.4075
Germany	4	winter	2	scenario1	52.5625
Germany	4	winter	3	scenario1	56.3425
Germany	4	winter	4	scenario1	47.83
Germany	4	winter	5	scenario1	65.1775
Germany	4	winter	6	scenario1	62.08
Germany	4	winter	7	scenario1	60.1475
Germany	4	winter	8	scenario1	55.08
Germany	4	winter	9	scenario1	63.505
Germany	4	winter	10	scenario1	62.0025
Germany	4	winter	11	scenario1	69.875
Germany	4	winter	12	scenario1	55.155
Germany	4	winter	13	scenario1	33.39
Germany	4	winter	14	scenario1	43.265
Germany	4	winter	15	scenario1	48.685
Germany	4	winter	16	scenario1	62.475
Germany	4	winter	17	scenario1	58.8225
Germany	4	winter	18	scenario1	61.6025
Germany	4	winter	19	scenario1	40.105
Germany	4	winter	20	scenario1	54.175
Germany	4	winter	21	scenario1	37.9375
Germany	4	winter	22	scenario1	50.6825
Germany	4	winter	23	scenario1	77.865
Germany	4	winter	24	scenario1	60.7225
Germany	4	winter	25	scenario1	101.525
Germany	4	winter	26	scenario1	67.02
Germany	4	winter	27	scenario1	33.5625
Germany	4	winter	28	scenario1	35.1775
Germany	4	winter	29	scenario1	31.2625
Germany	4	winter	30	scenario1	31.2
Germany	4	winter	31	scenario1	34.2875
Germany	4	winter	32	scenario1	38.5975
Germany	4	winter	33	scenario1	51.11
Germany	4	winter	34	scenario1	47.7525
Germany	4	winter	35	scenario1	49.425
Germany	4	winter	36	scenario1	48.1275
Germany	4	winter	37	scenario1	38.915
Germany	4	winter	38	scenario1	44.8125
Germany	4	winter	39	scenario1	43.5875
Germany	4	winter	40	scenario1	54.8675
Germany	4	winter	41	scenario1	68.2875
Germany	4	winter	42	scenario1	60.7675
Germany	4	winter	43	scenario1	62.07
Germany	4	winter	44	scenario1	68.59
Germany	4	winter	45	scenario1	45.8875
Germany	4	winter	46	scenario1	56.5
Germany	4	winter	47	scenario1	66.3
Germany	4	winter	48	scenario1	41.14
France	4	winter	1	scenario1	2408.0
France	4	winter	2	scenario1	2745.0
France	4	winter	3	scenario1	3286.0
France	4	winter	4	scenario1	3558.0
France	4	winter	5	scenario1	2758.0
France	4	winter	6	scenario1	1575.0
France	4	winter	7	scenario1	1950.0
France	4	winter	8	scenario1	2787.0
France	4	winter	9	scenario1	1930.0
France	4	winter	10	scenario1	737.0
France	4	winter	11	scenario1	622.0
France	4	winter	12	scenario1	796.0
France	4	winter	13	scenario1	554.0
France	4	winter	14	scenario1	474.0
France	4	winter	15	scenario1	514.0
France	4	winter	16	scenario1	831.0
France	4	winter	17	scenario1	1412.0
France	4	winter	18	scenario1	2438.0
France	4	winter	19	scenario1	2216.0
France	4	winter	20	scenario1	2378.0
France	4	winter	21	scenario1	2961.0
France	4	winter	22	scenario1	2761.0
France	4	winter	23	scenario1	1824.0
France	4	winter	24	scenario1	1371.0
France	4	winter	25	scenario1	1268.0
France	4	winter	26	scenario1	1446.0
France	4	winter	27	scenario1	3017.0
France	4	winter	28	scenario1	4185.0
France	4	winter	29	scenario1	3912.0
France	4	winter	30	scenario1	3236.0
France	4	winter	31	scenario1	3513.0
France	4	winter	32	scenario1	2988.0
France	4	winter	33	scenario1	2385.0
France	4	winter	34	scenario1	1693.0
France	4	winter	35	scenario1	763.0
France	4	winter	36	scenario1	864.0
France	4	winter	37	scenario1	770.0
France	4	winter	38	scenario1	1197.0
France	4	winter	39	scenario1	2863.0
France	4	winter	40	scenario1	4564.0
France	4	winter	41	scenario1	4932.0
France	4	winter	42	scenario1	4703.0
France	4	winter	43	scenario1	3755.0
France	4	winter	44	scenario1	3747.0
France	4	winter	45	scenario1	3454.0
France	4	winter	46	scenario1	2837.0
France	4	winter	47	scenario1	2518.0
France	4	winter	48	scenario1	2039.0
Germany	4	spring	49	scenario1	86.66
Germany	4	spring	50	scenario1	125.6275
Germany	4	spring	51	scenario1	101.8025
Germany	4	spring	52	scenario1	98.2225
Germany	4	spring	53	scenario1	66.185
Germany	4	spring	54	scenario1	85.485
Germany	4	spring	55	scenario1	83.45
Germany	4	spring	56	scenario1	66.465
Germany	4	spring	57	scenario1	84.6725
Germany	4	spring	58	scenario1	65.2125
Germany	4	spring	59	scenario1	62.63
Germany	4	spring	60	scenario1	71.8725
Germany	4	spring	61	scenario1	134.9575
Germany	4	spring	62	scenario1	155.8125
Germany	4	spring	63	scenario1	149.8375
Germany	4	spring	64	scenario1	141.0975
Germany	4	spring	65	scenario1	92.72
Germany	4	spring	66	scenario1	110.05
Germany	4	spring	67	scenario1	96.525
Germany	4	spring	68	scenario1	107.1225
Germany	4	spring	69	scenario1	95.505
Germany	4	spring	70	scenario1	113.55
Germany	4	spring	71	scenario1	133.4625
Germany	4	spring	72	scenario1	107.3625
Germany	4	spring	73	scenario1	77.2525
Germany	4	spring	74	scenario1	124.4975
Germany	4	spring	75	scenario1	129.6325
Germany	4	spring	76	scenario1	163.6475
Germany	4	spring	77	scenario1	127.8975
Germany	4	spring	78	scenario1	118.6775
Germany	4	spring	79	scenario1	57.4075
Germany	4	spring	80	scenario1	59.6775
Germany	4	spring	81	scenario1	80.9925
Germany	4	spring	82	scenario1	54.6875
Germany	4	spring	83	scenario1	51.0475
Germany	4	spring	84	scenario1	58.9
Germany	4	spring	85	scenario1	45.74
Germany	4	spring	86	scenario1	56.855
Germany	4	spring	87	scenario1	110.3375
Germany	4	spring	88	scenario1	61.7275
Germany	4	spring	89	scenario1	38.835
Germany	4	spring	90	scenario1	48.595
Germany	4	spring	91	scenario1	78.395
Germany	4	spring	92	scenario1	66.5125
Germany	4	spring	93	scenario1	74.6875
Germany	4	spring	94	scenario1	74.27
Germany	4	spring	95	scenario1	101.1975
Germany	4	spring	96	scenario1	106.385
France	4	spring	49	scenario1	1041.0
France	4	spring	50	scenario1	1553.0
France	4	spring	51	scenario1	2378.0
France	4	spring	52	scenario1	2536.0
France	4	spring	53	scenario1	2222.0
France	4	spring	54	scenario1	2059.0
France	4	spring	55	scenario1	2049.0
France	4	spring	56	scenario1	2256.0
France	4	spring	57	scenario1	2550.0
France	4	spring	58	scenario1	2383.0
France	4	spring	59	scenario1	2299.0
France	4	spring	60	scenario1	2217.0
France	4	spring	61	scenario1	2422.0
France	4	spring	62	scenario1	2882.0
France	4	spring	63	scenario1	3094.0
France	4	spring	64	scenario1	2513.0
France	4	spring	65	scenario1	2215.0
France	4	spring	66	scenario1	2342.0
France	4	spring	67	scenario1	2646.0
France	4	spring	68	scenario1	1806.0
France	4	spring	69	scenario1	916.0
France	4	spring	70	scenario1	767.0
France	4	spring	71	scenario1	738.0
France	4	spring	72	scenario1	649.0
France	4	spring	73	scenario1	911.0
France	4	spring	74	scenario1	1536.0
