Node	Operationalhour	Scenario	Period	ElectricLoadRaw_in_MW
Germany	59	scenario1	2	65177.735
Germany	60	scenario1	2	63602.385
Germany	61	scenario1	2	62863.2325
Germany	62	scenario1	2	61853.6125
Germany	63	scenario1	2	61854.8575
Germany	64	scenario1	2	61328.7325
Germany	65	scenario1	2	60616.685
Germany	66	scenario1	2	58661.0075
Germany	67	scenario1	2	56810.66
Germany	68	scenario1	2	54198.3475
Germany	69	scenario1	2	50240.935
Germany	70	scenario1	2	46504.5625
Germany	71	scenario1	2	44205.725
Germany	72	scenario1	2	43046.885
Germany	73	scenario1	2	42585.8125
Germany	74	scenario1	2	43450.88
Germany	75	scenario1	2	43389.915
Germany	76	scenario1	2	44544.55
Germany	77	scenario1	2	47394.84
Germany	78	scenario1	2	51924.96
Germany	79	scenario1	2	54962.885
Germany	80	scenario1	2	57159.7425
Germany	81	scenario1	2	57516.5
Germany	82	scenario1	2	56915.8875
Germany	83	scenario1	2	55705.8125
Germany	84	scenario1	2	54245.7875
Germany	85	scenario1	2	53218.14
Germany	86	scenario1	2	52408.03
Germany	87	scenario1	2	52856.105
Germany	88	scenario1	2	53294.15
Germany	89	scenario1	2	52520.7825
Germany	90	scenario1	2	50652.4375
Germany	91	scenario1	2	49982.2025
Germany	92	scenario1	2	48706.98
Germany	93	scenario1	2	45785.85
Germany	94	scenario1	2	42640.3925
Germany	95	scenario1	2	40690.6
Germany	96	scenario1	2	39822.3375
Denmark	49	scenario1	2	3009.34
Denmark	50	scenario1	2	3063.98
Denmark	51	scenario1	2	3217.03
Denmark	52	scenario1	2	3716.3
Denmark	53	scenario1	2	4239.57
Denmark	54	scenario1	2	4457.08
Denmark	55	scenario1	2	4495.68
Denmark	56	scenario1	2	4531.12
Denmark	57	scenario1	2	4528.87
Denmark	58	scenario1	2	4400.89
Denmark	59	scenario1	2	4281.76
Denmark	60	scenario1	2	4126.76
Denmark	61	scenario1	2	4029.17
Denmark	62	scenario1	2	4046.14
Denmark	63	scenario1	2	4250.75
Denmark	64	scenario1	2	4281.62
Denmark	65	scenario1	2	4034.93
Denmark	66	scenario1	2	3787.31
Denmark	67	scenario1	2	3773.11
Denmark	68	scenario1	2	3543.66
Denmark	69	scenario1	2	3270.32
Denmark	70	scenario1	2	3116.07
Denmark	71	scenario1	2	2988.34
Denmark	72	scenario1	2	2897.39
Denmark	73	scenario1	2	2873.54
Denmark	74	scenario1	2	2880.8
Denmark	75	scenario1	2	2950.14
Denmark	76	scenario1	2	3116.08
Denmark	77	scenario1	2	3368.08
Denmark	78	scenario1	2	3570.5
Denmark	79	scenario1	2	3717.62
Denmark	80	scenario1	2	3767.16
Denmark	81	scenario1	2	3791.93
Denmark	82	scenario1	2	3759.34
Denmark	83	scenario1	2	3728.84
Denmark	84	scenario1	2	3671.59
Denmark	85	scenario1	2	3613.1
Denmark	86	scenario1	2	3641.87
Denmark	87	scenario1	2	3800.68
Denmark	88	scenario1	2	3793.74
Denmark	89	scenario1	2	3529.05
Denmark	90	scenario1	2	3407.77
Denmark	91	scenario1	2	3397.33
Denmark	92	scenario1	2	3283.09
Denmark	93	scenario1	2	3072.2
Denmark	94	scenario1	2	2920.2
Denmark	95	scenario1	2	2797.72
Denmark	96	scenario1	2	2744.45
France	49	scenario1	2	42930.0
France	50	scenario1	2	42393.0
France	51	scenario1	2	44811.0
France	52	scenario1	2	49194.0
France	53	scenario1	2	53647.0
France	54	scenario1	2	56405.0
France	55	scenario1	2	57402.0
France	56	scenario1	2	57077.0
France	57	scenario1	2	56971.0
France	58	scenario1	2	57206.0
France	59	scenario1	2	55596.0
France	60	scenario1	2	53845.0
France	61	scenario1	2	51894.0
France	62	scenario1	2	50004.0
France	63	scenario1	2	49646.0
France	64	scenario1	2	50858.0
France	65	scenario1	2	51684.0
France	66	scenario1	2	50600.0
France	67	scenario1	2	50707.0
France	68	scenario1	2	51745.0
France	69	scenario1	2	52825.0
France	70	scenario1	2	49504.0
France	71	scenario1	2	46683.0
France	72	scenario1	2	44862.0
France	73	scenario1	2	42372.0
France	74	scenario1	2	41477.0
France	75	scenario1	2	42068.0
France	76	scenario1	2	43177.0
France	77	scenario1	2	44838.0
France	78	scenario1	2	47749.0
France	79	scenario1	2	50464.0
France	80	scenario1	2	51604.0
France	81	scenario1	2	52428.0
France	82	scenario1	2	54289.0
France	83	scenario1	2	52757.0
France	84	scenario1	2	50506.0
France	85	scenario1	2	48340.0
France	86	scenario1	2	47185.0
France	87	scenario1	2	46981.0
France	88	scenario1	2	48507.0
France	89	scenario1	2	49809.0
France	90	scenario1	2	49529.0
France	91	scenario1	2	50785.0
France	92	scenario1	2	52969.0
France	93	scenario1	2	54697.0
France	94	scenario1	2	52022.0
France	95	scenario1	2	49541.0
France	96	scenario1	2	47943.0
Germany	97	scenario1	2	62636.335
Germany	98	scenario1	2	62314.0525
Germany	99	scenario1	2	61295.1175
Germany	100	scenario1	2	59629.6625
Germany	101	scenario1	2	57492.0075
Germany	102	scenario1	2	53419.9
Germany	103	scenario1	2	49467.6075
Germany	104	scenario1	2	46186.345
Germany	105	scenario1	2	44601.5825
Germany	106	scenario1	2	43659.59
Germany	107	scenario1	2	43624.595
Germany	108	scenario1	2	44609.0875
Germany	109	scenario1	2	48096.65
Germany	110	scenario1	2	55319.79
Germany	111	scenario1	2	60579.925
Germany	112	scenario1	2	63724.005
Germany	113	scenario1	2	64778.97
Germany	114	scenario1	2	65826.2525
Germany	115	scenario1	2	67292.3625
Germany	116	scenario1	2	67284.4775
Germany	117	scenario1	2	66189.6925
Germany	118	scenario1	2	65290.96
Germany	119	scenario1	2	64466.1375
Germany	120	scenario1	2	62658.6075
Germany	121	scenario1	2	62095.795
Germany	122	scenario1	2	61857.65
Germany	123	scenario1	2	61040.24
Germany	124	scenario1	2	59276.1
Germany	125	scenario1	2	57524.63
Germany	126	scenario1	2	53100.2925
Germany	127	scenario1	2	49102.3625
Germany	128	scenario1	2	47268.62
Germany	129	scenario1	2	45363.2525
Germany	130	scenario1	2	44524.905
Germany	131	scenario1	2	44725.235
Germany	132	scenario1	2	45641.2975
Germany	133	scenario1	2	48933.71
Germany	134	scenario1	2	55773.4975
Germany	135	scenario1	2	61115.4175
Germany	136	scenario1	2	64436.6325
Germany	137	scenario1	2	66093.16
Germany	138	scenario1	2	67118.775
Germany	139	scenario1	2	68415.185
Germany	140	scenario1	2	68420.7725
Germany	141	scenario1	2	67595.11
Germany	142	scenario1	2	66294.1175
Germany	143	scenario1	2	65400.4125
Germany	144	scenario1	2	64014.74
Denmark	97	scenario1	2	4196.88
Denmark	98	scenario1	2	4106.17
Denmark	99	scenario1	2	3850.49
Denmark	100	scenario1	2	3656.39
Denmark	101	scenario1	2	3603.72
Denmark	102	scenario1	2	3291.29
Denmark	103	scenario1	2	2978.57
Denmark	104	scenario1	2	2786.47
Denmark	105	scenario1	2	2661.38
Denmark	106	scenario1	2	2604.84
Denmark	107	scenario1	2	2606.66
Denmark	108	scenario1	2	2680.39
Denmark	109	scenario1	2	2892.06
Denmark	110	scenario1	2	3372.65
Denmark	111	scenario1	2	3886.26
Denmark	112	scenario1	2	4099.21
Denmark	113	scenario1	2	4212.01
Denmark	114	scenario1	2	4306.69
Denmark	115	scenario1	2	4298.34
Denmark	116	scenario1	2	4199.8
Denmark	117	scenario1	2	4222.48
Denmark	118	scenario1	2	4148.47
Denmark	119	scenario1	2	4001.46
Denmark	120	scenario1	2	3991.82
Denmark	121	scenario1	2	4186.77
Denmark	122	scenario1	2	4077.52
Denmark	123	scenario1	2	3856.44
Denmark	124	scenario1	2	3698.5
Denmark	125	scenario1	2	3644.27
Denmark	126	scenario1	2	3335.79
Denmark	127	scenario1	2	3002.5
Denmark	128	scenario1	2	2813.38
Denmark	129	scenario1	2	2702.16
Denmark	130	scenario1	2	2667.93
Denmark	131	scenario1	2	2678.88
Denmark	132	scenario1	2	2740.29
Denmark	133	scenario1	2	2951.6
Denmark	134	scenario1	2	3436.3
Denmark	135	scenario1	2	3962.27
Denmark	136	scenario1	2	4207.73
Denmark	137	scenario1	2	4238.46
Denmark	138	scenario1	2	4346.99
Denmark	139	scenario1	2	4352.1
Denmark	140	scenario1	2	4306.98
Denmark	141	scenario1	2	4360.49
Denmark	142	scenario1	2	4326.8
Denmark	143	scenario1	2	4236.46
Denmark	144	scenario1	2	4193.5
France	97	scenario1	2	46808.0
France	98	scenario1	2	47284.0
France	99	scenario1	2	47512.0
France	100	scenario1	2	45910.0
France	101	scenario1	2	45807.0
France	102	scenario1	2	46229.0
France	103	scenario1	2	46564.0
France	104	scenario1	2	42505.0
France	105	scenario1	2	39764.0
France	106	scenario1	2	38323.0
France	107	scenario1	2	36315.0
France	108	scenario1	2	35784.0
France	109	scenario1	2	36831.0
France	110	scenario1	2	39557.0
France	111	scenario1	2	41841.0
France	112	scenario1	2	45145.0
France	113	scenario1	2	47763.0
France	114	scenario1	2	49321.0
France	115	scenario1	2	50600.0
France	116	scenario1	2	52026.0
France	117	scenario1	2	51340.0
France	118	scenario1	2	51077.0
France	119	scenario1	2	49906.0
France	120	scenario1	2	48832.0
France	121	scenario1	2	48152.0
France	122	scenario1	2	48629.0
France	123	scenario1	2	48355.0
France	124	scenario1	2	46339.0
France	125	scenario1	2	46480.0
France	126	scenario1	2	46884.0
France	127	scenario1	2	47153.0
France	128	scenario1	2	42962.0
France	129	scenario1	2	40212.0
France	130	scenario1	2	38617.0
France	131	scenario1	2	36570.0
France	132	scenario1	2	36111.0
France	133	scenario1	2	37397.0
France	134	scenario1	2	39639.0
France	135	scenario1	2	41939.0
France	136	scenario1	2	45133.0
France	137	scenario1	2	48075.0
France	138	scenario1	2	49878.0
France	139	scenario1	2	51280.0
France	140	scenario1	2	52789.0
France	141	scenario1	2	52186.0
France	142	scenario1	2	51835.0
France	143	scenario1	2	50508.0
France	144	scenario1	2	49497.0
Germany	145	scenario1	2	70714.755
Germany	146	scenario1	2	71718.185
Germany	147	scenario1	2	72969.9225
Germany	148	scenario1	2	73644.015
Germany	149	scenario1	2	73811.065
Germany	150	scenario1	2	73242.5125
Germany	151	scenario1	2	73194.8825
Germany	152	scenario1	2	73388.9725
Germany	153	scenario1	2	75280.7875
Germany	154	scenario1	2	74151.99
Germany	155	scenario1	2	72882.1025
Germany	156	scenario1	2	68357.5675
Germany	157	scenario1	2	64266.9325
Germany	158	scenario1	2	61025.295
Germany	159	scenario1	2	56683.14
Germany	160	scenario1	2	53152.39
Germany	161	scenario1	2	51363.095
Germany	162	scenario1	2	50819.99
Germany	163	scenario1	2	51467.0875
Germany	164	scenario1	2	53159.255
Germany	165	scenario1	2	56553.2075
Germany	166	scenario1	2	64250.36
Germany	167	scenario1	2	71698.415
Germany	168	scenario1	2	73869.56
Germany	169	scenario1	2	74032.9375
Germany	170	scenario1	2	74766.335
Germany	171	scenario1	2	75520.0
Germany	172	scenario1	2	74552.4725
Germany	173	scenario1	2	73878.47
Germany	174	scenario1	2	73130.1925
Germany	175	scenario1	2	72795.21
Germany	176	scenario1	2	73145.52
Germany	177	scenario1	2	74948.455
Germany	178	scenario1	2	73510.4975
Germany	179	scenario1	2	72078.1025
Germany	180	scenario1	2	67596.4
Germany	181	scenario1	2	64408.27
Germany	182	scenario1	2	61144.76
Germany	183	scenario1	2	56110.86
Germany	184	scenario1	2	53261.0075
Germany	185	scenario1	2	51693.1925
Germany	186	scenario1	2	50891.49
Germany	187	scenario1	2	51106.8725
Germany	188	scenario1	2	52448.625
Germany	189	scenario1	2	55430.0075
Germany	190	scenario1	2	62928.605
Germany	191	scenario1	2	69048.27
Germany	192	scenario1	2	70732.9525
Denmark	145	scenario1	2	4911.63
Denmark	146	scenario1	2	4986.42
Denmark	147	scenario1	2	4966.33
Denmark	148	scenario1	2	4942.68
Denmark	149	scenario1	2	4968.83
Denmark	150	scenario1	2	4919.7
Denmark	151	scenario1	2	4854.52
Denmark	152	scenario1	2	5051.13
Denmark	153	scenario1	2	5423.95
Denmark	154	scenario1	2	5118.32
Denmark	155	scenario1	2	4790.31
Denmark	156	scenario1	2	4508.12
Denmark	157	scenario1	2	4202.12
Denmark	158	scenario1	2	3871.16
Denmark	159	scenario1	2	3568.54
Denmark	160	scenario1	2	3371.94
Denmark	161	scenario1	2	3262.03
Denmark	162	scenario1	2	3237.53
Denmark	163	scenario1	2	3271.3
Denmark	164	scenario1	2	3332.06
Denmark	165	scenario1	2	3573.83
Denmark	166	scenario1	2	4246.38
Denmark	167	scenario1	2	4927.58
Denmark	168	scenario1	2	4980.27
Denmark	169	scenario1	2	5024.1
Denmark	170	scenario1	2	5082.34
Denmark	171	scenario1	2	5053.65
Denmark	172	scenario1	2	4927.66
Denmark	173	scenario1	2	4956.52
Denmark	174	scenario1	2	5002.92
Denmark	175	scenario1	2	4914.62
Denmark	176	scenario1	2	5135.53
Denmark	177	scenario1	2	5376.7
Denmark	178	scenario1	2	5155.19
Denmark	179	scenario1	2	4863.58
Denmark	180	scenario1	2	4561.78
Denmark	181	scenario1	2	4212.97
Denmark	182	scenario1	2	3929.36
Denmark	183	scenario1	2	3656.22
Denmark	184	scenario1	2	3405.64
Denmark	185	scenario1	2	3326.95
Denmark	186	scenario1	2	3256.41
Denmark	187	scenario1	2	3270.71
Denmark	188	scenario1	2	3391.16
Denmark	189	scenario1	2	3692.3
Denmark	190	scenario1	2	4316.37
Denmark	191	scenario1	2	4907.45
Denmark	192	scenario1	2	5024.69
France	145	scenario1	2	73828.0
France	146	scenario1	2	73424.0
France	147	scenario1	2	73044.0
France	148	scenario1	2	73111.0
France	149	scenario1	2	71892.0
France	150	scenario1	2	70576.0
France	151	scenario1	2	69237.0
France	152	scenario1	2	69351.0
France	153	scenario1	2	72670.0
France	154	scenario1	2	76773.0
France	155	scenario1	2	76657.0
France	156	scenario1	2	72214.0
France	157	scenario1	2	68444.0
France	158	scenario1	2	68316.0
France	159	scenario1	2	69136.0
France	160	scenario1	2	65849.0
France	161	scenario1	2	63358.0
France	162	scenario1	2	61952.0
France	163	scenario1	2	59646.0
France	164	scenario1	2	59196.0
France	165	scenario1	2	62135.0
France	166	scenario1	2	68284.0
France	167	scenario1	2	74275.0
France	168	scenario1	2	75618.0
France	169	scenario1	2	76491.0
France	170	scenario1	2	76472.0
France	171	scenario1	2	76577.0
France	172	scenario1	2	76978.0
France	173	scenario1	2	75867.0
France	174	scenario1	2	74624.0
France	175	scenario1	2	73107.0
France	176	scenario1	2	72963.0
France	177	scenario1	2	75890.0
France	178	scenario1	2	78950.0
France	179	scenario1	2	78530.0
France	180	scenario1	2	74345.0
France	181	scenario1	2	70634.0
France	182	scenario1	2	70504.0
France	183	scenario1	2	70919.0
France	184	scenario1	2	67618.0
France	185	scenario1	2	65720.0
France	186	scenario1	2	64091.0
France	187	scenario1	2	61769.0
France	188	scenario1	2	61429.0
France	189	scenario1	2	64416.0
France	190	scenario1	2	70484.0
France	191	scenario1	2	75792.0
France	192	scenario1	2	77681.0
Germany	193	scenario1	2	59332.3125
Germany	194	scenario1	2	66896.9675
Germany	195	scenario1	2	71154.87
Germany	196	scenario1	2	73604.1525
Germany	197	scenario1	2	73996.7975
Germany	198	scenario1	2	74665.7625
Germany	199	scenario1	2	74080.515
Germany	200	scenario1	2	71183.205
Germany	201	scenario1	2	70920.14
Germany	202	scenario1	2	72141.68
Germany	203	scenario1	2	75695.79
Germany	204	scenario1	2	75577.5825
Germany	205	scenario1	2	71745.585
Germany	206	scenario1	2	68877.8225
Denmark	193	scenario1	2	4085.05
Denmark	194	scenario1	2	4662.93
Denmark	195	scenario1	2	5216.78
Denmark	196	scenario1	2	5404.03
Denmark	197	scenario1	2	5438.99
Denmark	198	scenario1	2	5570.52
Denmark	199	scenario1	2	5501.33
Denmark	200	scenario1	2	5165.28
Denmark	201	scenario1	2	5162.53
Denmark	202	scenario1	2	5480.13
Denmark	203	scenario1	2	5654.01
Denmark	204	scenario1	2	5412.83
Denmark	205	scenario1	2	5131.88
Denmark	206	scenario1	2	4807.93
France	193	scenario1	2	82074.0
France	194	scenario1	2	86787.0
France	195	scenario1	2	90221.0
France	196	scenario1	2	93095.0
France	197	scenario1	2	94492.0
France	198	scenario1	2	94354.0
France	199	scenario1	2	94320.0
France	200	scenario1	2	88733.0
France	201	scenario1	2	87942.0
France	202	scenario1	2	87931.0
France	203	scenario1	2	91637.0
France	204	scenario1	2	94306.0
France	205	scenario1	2	89927.0
France	206	scenario1	2	85749.0
Germany	1	scenario1	3	45271.52
Germany	2	scenario1	3	42133.4675
Germany	3	scenario1	3	39086.3425
Germany	4	scenario1	3	37296.855
Germany	5	scenario1	3	36433.38
Germany	6	scenario1	3	36257.1775
Germany	7	scenario1	3	36877.8675
Germany	8	scenario1	3	37651.41
Germany	9	scenario1	3	38682.89
Germany	10	scenario1	3	41577.22
Germany	11	scenario1	3	45283.4025
Germany	12	scenario1	3	49082.31
Germany	13	scenario1	3	51517.98
Germany	14	scenario1	3	53364.0975
Germany	15	scenario1	3	53908.325
Germany	16	scenario1	3	53096.685
Germany	17	scenario1	3	52612.41
Germany	18	scenario1	3	52749.87
Germany	19	scenario1	3	54537.925
Germany	20	scenario1	3	57537.37
Germany	21	scenario1	3	57958.02
Germany	22	scenario1	3	56573.3125
Germany	23	scenario1	3	53124.5
Germany	24	scenario1	3	50748.3525
Germany	25	scenario1	3	49962.8025
Germany	26	scenario1	3	47170.2375
Germany	27	scenario1	3	43892.6425
Germany	28	scenario1	3	41332.8675
Germany	29	scenario1	3	40191.0075
Germany	30	scenario1	3	39732.9525
Germany	31	scenario1	3	39669.66
Germany	32	scenario1	3	39193.215
Germany	33	scenario1	3	38610.6775
Germany	34	scenario1	3	40216.575
Germany	35	scenario1	3	42757.375
Germany	36	scenario1	3	45955.86
Germany	37	scenario1	3	48945.59
Germany	38	scenario1	3	51768.765
Germany	39	scenario1	3	51854.795
Germany	40	scenario1	3	50301.4225
Germany	41	scenario1	3	48997.7575
Germany	42	scenario1	3	48998.745
Germany	43	scenario1	3	50880.565
Germany	44	scenario1	3	54698.955
Germany	45	scenario1	3	55692.9975
Germany	46	scenario1	3	54546.74
Germany	47	scenario1	3	52418.065
Germany	48	scenario1	3	50961.315
Denmark	1	scenario1	3	3270.2
Denmark	2	scenario1	3	3027.01
Denmark	3	scenario1	3	2832.98
Denmark	4	scenario1	3	2663.7
Denmark	5	scenario1	3	2584.3
Denmark	6	scenario1	3	2570.2
Denmark	7	scenario1	3	2594.06
Denmark	8	scenario1	3	2735.5
Denmark	9	scenario1	3	2931.71
Denmark	10	scenario1	3	3237.57
Denmark	11	scenario1	3	3481.7
Denmark	12	scenario1	3	3745.7
Denmark	13	scenario1	3	3993.12
Denmark	14	scenario1	3	4080.31
Denmark	15	scenario1	3	4013.26
Denmark	16	scenario1	3	4069.88
Denmark	17	scenario1	3	4068.4
Denmark	18	scenario1	3	4078.31
Denmark	19	scenario1	3	4412.06
Denmark	20	scenario1	3	4768.34
Denmark	21	scenario1	3	4705.44
Denmark	22	scenario1	3	4346.18
Denmark	23	scenario1	3	4041.31
Denmark	24	scenario1	3	3762.71
Denmark	25	scenario1	3	3616.84
Denmark	26	scenario1	3	3282.07
Denmark	27	scenario1	3	3114.12
Denmark	28	scenario1	3	2985.02
Denmark	29	scenario1	3	2930.99
Denmark	30	scenario1	3	2825.11
Denmark	31	scenario1	3	2890.73
Denmark	32	scenario1	3	2940.02
Denmark	33	scenario1	3	3139.17
Denmark	34	scenario1	3	3388.86
Denmark	35	scenario1	3	3685.48
Denmark	36	scenario1	3	3829.17
Denmark	37	scenario1	3	4079.33
Denmark	38	scenario1	3	4155.43
Denmark	39	scenario1	3	4071.58
Denmark	40	scenario1	3	4057.28
Denmark	41	scenario1	3	4074.24
Denmark	42	scenario1	3	4118.8
Denmark	43	scenario1	3	4426.37
Denmark	44	scenario1	3	4820.22
Denmark	45	scenario1	3	4737.65
Denmark	46	scenario1	3	4488.83
Denmark	47	scenario1	3	4203.53
Denmark	48	scenario1	3	4004.95
France	1	scenario1	3	56661.0
France	2	scenario1	3	57800.0
France	3	scenario1	3	54861.0
France	4	scenario1	3	52302.0
France	5	scenario1	3	50556.0
France	6	scenario1	3	47772.0
France	7	scenario1	3	46578.0
France	8	scenario1	3	47312.0
France	9	scenario1	3	48935.0
France	10	scenario1	3	50608.0
France	11	scenario1	3	52413.0
France	12	scenario1	3	54749.0
France	13	scenario1	3	56747.0
France	14	scenario1	3	58156.0
France	15	scenario1	3	60457.0
France	16	scenario1	3	59545.0
France	17	scenario1	3	57474.0
France	18	scenario1	3	55802.0
France	19	scenario1	3	55331.0
France	20	scenario1	3	58413.0
France	21	scenario1	3	62023.0
France	22	scenario1	3	62650.0
France	23	scenario1	3	60410.0
France	24	scenario1	3	57814.0
France	25	scenario1	3	58942.0
France	26	scenario1	3	60385.0
France	27	scenario1	3	57768.0
France	28	scenario1	3	55187.0
France	29	scenario1	3	53027.0
France	30	scenario1	3	49897.0
France	31	scenario1	3	48217.0
France	32	scenario1	3	48515.0
France	33	scenario1	3	49568.0
France	34	scenario1	3	50636.0
France	35	scenario1	3	51966.0
France	36	scenario1	3	54202.0
France	37	scenario1	3	56802.0
France	38	scenario1	3	59088.0
France	39	scenario1	3	61978.0
France	40	scenario1	3	60722.0
France	41	scenario1	3	58409.0
France	42	scenario1	3	56961.0
France	43	scenario1	3	56778.0
France	44	scenario1	3	59920.0
France	45	scenario1	3	63708.0
France	46	scenario1	3	64688.0
France	47	scenario1	3	62418.0
France	48	scenario1	3	59608.0
Germany	49	scenario1	3	46979.1025
Germany	50	scenario1	3	55296.54
Germany	51	scenario1	3	61404.17
Germany	52	scenario1	3	64072.77
Germany	53	scenario1	3	65010.0225
Germany	54	scenario1	3	65756.025
Germany	55	scenario1	3	66664.3025
Germany	56	scenario1	3	66149.0125
Germany	57	scenario1	3	65493.35
Germany	58	scenario1	3	64653.985
Germany	59	scenario1	3	64439.9275
Germany	60	scenario1	3	63432.6075
Germany	61	scenario1	3	63377.37
Germany	62	scenario1	3	63194.4
Germany	63	scenario1	3	62346.46
Germany	64	scenario1	3	60182.0425
Germany	65	scenario1	3	58810.645
Germany	66	scenario1	3	55558.89
Germany	67	scenario1	3	51545.48
Germany	68	scenario1	3	47970.9525
Germany	69	scenario1	3	46244.975
Germany	70	scenario1	3	45146.9875
Germany	71	scenario1	3	45287.82
Germany	72	scenario1	3	46834.5375
Germany	73	scenario1	3	50066.6075
Germany	74	scenario1	3	57367.1225
Germany	75	scenario1	3	62177.02
Germany	76	scenario1	3	64659.8625
Germany	77	scenario1	3	66548.785
Germany	78	scenario1	3	67275.7375
Germany	79	scenario1	3	67585.1975
Germany	80	scenario1	3	66379.9
Germany	81	scenario1	3	65177.735
Germany	82	scenario1	3	63602.385
Germany	83	scenario1	3	62863.2325
Germany	84	scenario1	3	61853.6125
Germany	85	scenario1	3	61854.8575
Germany	86	scenario1	3	61328.7325
Germany	87	scenario1	3	60616.685
Germany	88	scenario1	3	58661.0075
Germany	89	scenario1	3	56810.66
Germany	90	scenario1	3	54198.3475
Germany	91	scenario1	3	50240.935
Germany	92	scenario1	3	46504.5625
Germany	93	scenario1	3	44205.725
Germany	94	scenario1	3	43046.885
Germany	95	scenario1	3	42585.8125
Germany	96	scenario1	3	43450.88
Denmark	49	scenario1	3	3146.21
Denmark	50	scenario1	3	3690.82
Denmark	51	scenario1	3	4242.42
Denmark	52	scenario1	3	4420.6
Denmark	53	scenario1	3	4497.13
Denmark	54	scenario1	3	4542.3
Denmark	55	scenario1	3	4553.56
Denmark	56	scenario1	3	4439.89
Denmark	57	scenario1	3	4448.43
Denmark	58	scenario1	3	4368.83
Denmark	59	scenario1	3	4223.8
Denmark	60	scenario1	3	4226.28
Denmark	61	scenario1	3	4443.29
Denmark	62	scenario1	3	4275.27
Denmark	63	scenario1	3	4056.86
Denmark	64	scenario1	3	3921.43
Denmark	65	scenario1	3	3880.58
Denmark	66	scenario1	3	3612.9
Denmark	67	scenario1	3	3340.66
Denmark	68	scenario1	3	3131.08
Denmark	69	scenario1	3	3040.86
Denmark	70	scenario1	3	2985.8
Denmark	71	scenario1	3	3009.34
Denmark	72	scenario1	3	3063.98
Denmark	73	scenario1	3	3217.03
Denmark	74	scenario1	3	3716.3
Denmark	75	scenario1	3	4239.57
Denmark	76	scenario1	3	4457.08
Denmark	77	scenario1	3	4495.68
Denmark	78	scenario1	3	4531.12
Denmark	79	scenario1	3	4528.87
Denmark	80	scenario1	3	4400.89
Denmark	81	scenario1	3	4281.76
Denmark	82	scenario1	3	4126.76
Denmark	83	scenario1	3	4029.17
Denmark	84	scenario1	3	4046.14
Denmark	85	scenario1	3	4250.75
Denmark	86	scenario1	3	4281.62
Denmark	87	scenario1	3	4034.93
Denmark	88	scenario1	3	3787.31
Denmark	89	scenario1	3	3773.11
Denmark	90	scenario1	3	3543.66
Denmark	91	scenario1	3	3270.32
Denmark	92	scenario1	3	3116.07
Denmark	93	scenario1	3	2988.34
Denmark	94	scenario1	3	2897.39
Denmark	95	scenario1	3	2873.54
Denmark	96	scenario1	3	2880.8
France	49	scenario1	3	42015.0
France	50	scenario1	3	46673.0
France	51	scenario1	3	51179.0
France	52	scenario1	3	54084.0
France	53	scenario1	3	55253.0
France	54	scenario1	3	55387.0
France	55	scenario1	3	55694.0
France	56	scenario1	3	56217.0
France	57	scenario1	3	55098.0
France	58	scenario1	3	53744.0
France	59	scenario1	3	52182.0
France	60	scenario1	3	50828.0
France	61	scenario1	3	50157.0
France	62	scenario1	3	51523.0
France	63	scenario1	3	52814.0
France	64	scenario1	3	51341.0
France	65	scenario1	3	51027.0
France	66	scenario1	3	51855.0
France	67	scenario1	3	52635.0
France	68	scenario1	3	49430.0
France	69	scenario1	3	46807.0
France	70	scenario1	3	45125.0
France	71	scenario1	3	42930.0
France	72	scenario1	3	42393.0
France	73	scenario1	3	44811.0
France	74	scenario1	3	49194.0
France	75	scenario1	3	53647.0
France	76	scenario1	3	56405.0
France	77	scenario1	3	57402.0
France	78	scenario1	3	57077.0
France	79	scenario1	3	56971.0
France	80	scenario1	3	57206.0
France	81	scenario1	3	55596.0
France	82	scenario1	3	53845.0
France	83	scenario1	3	51894.0
France	84	scenario1	3	50004.0
France	85	scenario1	3	49646.0
France	86	scenario1	3	50858.0
France	87	scenario1	3	51684.0
France	88	scenario1	3	50600.0
France	89	scenario1	3	50707.0
France	90	scenario1	3	51745.0
France	91	scenario1	3	52825.0
France	92	scenario1	3	49504.0
France	93	scenario1	3	46683.0
France	94	scenario1	3	44862.0
France	95	scenario1	3	42372.0
France	96	scenario1	3	41477.0
Germany	97	scenario1	3	57409.705
Germany	98	scenario1	3	55649.4275
Germany	99	scenario1	3	53400.795
Germany	100	scenario1	3	49014.7025
Germany	101	scenario1	3	45773.7275
Germany	102	scenario1	3	43819.0825
Germany	103	scenario1	3	43111.0625
Germany	104	scenario1	3	43334.6225
Germany	105	scenario1	3	44491.77
Germany	106	scenario1	3	47165.845
Germany	107	scenario1	3	54443.5475
Germany	108	scenario1	3	60873.7975
Germany	109	scenario1	3	64336.7775
Germany	110	scenario1	3	65680.845
Germany	111	scenario1	3	67652.3175
Germany	112	scenario1	3	69065.5
Germany	113	scenario1	3	68668.72
Germany	114	scenario1	3	68150.1875
Germany	115	scenario1	3	66594.4525
Germany	116	scenario1	3	65809.9275
Germany	117	scenario1	3	64969.9775
Germany	118	scenario1	3	63826.2775
Germany	119	scenario1	3	62597.3575
Germany	120	scenario1	3	61341.2425
Germany	121	scenario1	3	58674.3525
Germany	122	scenario1	3	56707.455
Germany	123	scenario1	3	54785.685
Germany	124	scenario1	3	50310.605
Germany	125	scenario1	3	47110.5075
Germany	126	scenario1	3	45006.6625
