Node	Operationalhour	Scenario	Period	ElectricLoadRaw_in_MW
Germany	127	scenario1	3	43773.7875
Germany	128	scenario1	3	44020.5375
Germany	129	scenario1	3	44785.665
Germany	130	scenario1	3	47608.3825
Germany	131	scenario1	3	54970.7675
Germany	132	scenario1	3	61478.5525
Germany	133	scenario1	3	64895.7775
Germany	134	scenario1	3	66318.8175
Germany	135	scenario1	3	67990.74
Germany	136	scenario1	3	69426.3225
Germany	137	scenario1	3	68776.565
Germany	138	scenario1	3	68050.7
Germany	139	scenario1	3	66954.585
Germany	140	scenario1	3	65865.5675
Germany	141	scenario1	3	63968.7175
Germany	142	scenario1	3	62855.465
Germany	143	scenario1	3	62058.38
Germany	144	scenario1	3	61010.72
Denmark	97	scenario1	3	3245.34
Denmark	98	scenario1	3	3139.52
Denmark	99	scenario1	3	3092.64
Denmark	100	scenario1	3	2835.23
Denmark	101	scenario1	3	2590.21
Denmark	102	scenario1	3	2465.0
Denmark	103	scenario1	3	2402.89
Denmark	104	scenario1	3	2395.88
Denmark	105	scenario1	3	2431.19
Denmark	106	scenario1	3	2530.01
Denmark	107	scenario1	3	2873.12
Denmark	108	scenario1	3	3326.16
Denmark	109	scenario1	3	3649.78
Denmark	110	scenario1	3	3865.49
Denmark	111	scenario1	3	3947.17
Denmark	112	scenario1	3	3966.54
Denmark	113	scenario1	3	3851.05
Denmark	114	scenario1	3	3813.14
Denmark	115	scenario1	3	3761.81
Denmark	116	scenario1	3	3636.87
Denmark	117	scenario1	3	3583.54
Denmark	118	scenario1	3	3707.3
Denmark	119	scenario1	3	3671.68
Denmark	120	scenario1	3	3450.1
Denmark	121	scenario1	3	3270.34
Denmark	122	scenario1	3	3153.99
Denmark	123	scenario1	3	3118.57
Denmark	124	scenario1	3	2876.38
Denmark	125	scenario1	3	2635.11
Denmark	126	scenario1	3	2485.08
Denmark	127	scenario1	3	2421.17
Denmark	128	scenario1	3	2410.17
Denmark	129	scenario1	3	2412.79
Denmark	130	scenario1	3	2479.6
Denmark	131	scenario1	3	2802.02
Denmark	132	scenario1	3	3262.1
Denmark	133	scenario1	3	3597.58
Denmark	134	scenario1	3	3772.95
Denmark	135	scenario1	3	3905.19
Denmark	136	scenario1	3	3905.18
Denmark	137	scenario1	3	3854.45
Denmark	138	scenario1	3	3853.12
Denmark	139	scenario1	3	3788.76
Denmark	140	scenario1	3	3677.16
Denmark	141	scenario1	3	3597.71
Denmark	142	scenario1	3	3721.89
Denmark	143	scenario1	3	3646.82
Denmark	144	scenario1	3	3494.52
France	97	scenario1	3	49910.0
France	98	scenario1	3	48358.0
France	99	scenario1	3	51184.0
France	100	scenario1	3	51276.0
France	101	scenario1	3	46567.0
France	102	scenario1	3	43622.0
France	103	scenario1	3	42059.0
France	104	scenario1	3	39952.0
France	105	scenario1	3	39483.0
France	106	scenario1	3	41019.0
France	107	scenario1	3	43306.0
France	108	scenario1	3	47090.0
France	109	scenario1	3	51271.0
France	110	scenario1	3	54316.0
France	111	scenario1	3	55878.0
France	112	scenario1	3	57151.0
France	113	scenario1	3	58219.0
France	114	scenario1	3	57544.0
France	115	scenario1	3	57811.0
France	116	scenario1	3	56647.0
France	117	scenario1	3	55490.0
France	118	scenario1	3	54458.0
France	119	scenario1	3	54253.0
France	120	scenario1	3	53466.0
France	121	scenario1	3	50557.0
France	122	scenario1	3	49130.0
France	123	scenario1	3	51758.0
France	124	scenario1	3	51969.0
France	125	scenario1	3	47426.0
France	126	scenario1	3	44274.0
France	127	scenario1	3	42816.0
France	128	scenario1	3	40293.0
France	129	scenario1	3	39772.0
France	130	scenario1	3	41229.0
France	131	scenario1	3	43362.0
France	132	scenario1	3	47136.0
France	133	scenario1	3	50933.0
France	134	scenario1	3	54062.0
France	135	scenario1	3	55714.0
France	136	scenario1	3	56914.0
France	137	scenario1	3	57594.0
France	138	scenario1	3	56609.0
France	139	scenario1	3	56410.0
France	140	scenario1	3	54852.0
France	141	scenario1	3	53751.0
France	142	scenario1	3	52773.0
France	143	scenario1	3	52583.0
France	144	scenario1	3	51761.0
Germany	145	scenario1	3	42343.37
Germany	146	scenario1	3	46140.3875
Germany	147	scenario1	3	49196.645
Germany	148	scenario1	3	51424.45
Germany	149	scenario1	3	50023.7275
Germany	150	scenario1	3	46831.6175
Germany	151	scenario1	3	45407.7025
Germany	152	scenario1	3	45011.09
Germany	153	scenario1	3	46455.8375
Germany	154	scenario1	3	49253.335
Germany	155	scenario1	3	50500.9875
Germany	156	scenario1	3	50574.1475
Germany	157	scenario1	3	48581.565
Germany	158	scenario1	3	47004.005
Germany	159	scenario1	3	46439.025
Germany	160	scenario1	3	43496.42
Germany	161	scenario1	3	41520.2525
Germany	162	scenario1	3	39270.165
Germany	163	scenario1	3	38200.08
Germany	164	scenario1	3	37953.9575
Germany	165	scenario1	3	38627.8225
Germany	166	scenario1	3	38862.995
Germany	167	scenario1	3	38518.79
Germany	168	scenario1	3	40658.5225
Germany	169	scenario1	3	43667.5375
Germany	170	scenario1	3	46924.135
Germany	171	scenario1	3	49732.7875
Germany	172	scenario1	3	51369.055
Germany	173	scenario1	3	50942.82
Germany	174	scenario1	3	48677.0425
Germany	175	scenario1	3	47198.9825
Germany	176	scenario1	3	46487.44
Germany	177	scenario1	3	48193.94
Germany	178	scenario1	3	51339.1425
Germany	179	scenario1	3	51925.86
Germany	180	scenario1	3	50783.365
Germany	181	scenario1	3	48756.94
Germany	182	scenario1	3	47779.7725
Germany	183	scenario1	3	47358.2625
Germany	184	scenario1	3	44256.5475
Germany	185	scenario1	3	40686.0975
Germany	186	scenario1	3	38707.42
Germany	187	scenario1	3	37630.48
Germany	188	scenario1	3	37449.5825
Germany	189	scenario1	3	38687.12
Germany	190	scenario1	3	40589.305
Germany	191	scenario1	3	43882.71
Germany	192	scenario1	3	48687.0125
Denmark	145	scenario1	3	3188.89
Denmark	146	scenario1	3	3330.3
Denmark	147	scenario1	3	3517.12
Denmark	148	scenario1	3	3618.1
Denmark	149	scenario1	3	3620.89
Denmark	150	scenario1	3	3556.45
Denmark	151	scenario1	3	3511.54
Denmark	152	scenario1	3	3519.98
Denmark	153	scenario1	3	3690.3
Denmark	154	scenario1	3	3841.19
Denmark	155	scenario1	3	3717.8
Denmark	156	scenario1	3	3547.01
Denmark	157	scenario1	3	3444.8
Denmark	158	scenario1	3	3307.98
Denmark	159	scenario1	3	3136.81
Denmark	160	scenario1	3	3030.99
Denmark	161	scenario1	3	2791.08
Denmark	162	scenario1	3	2754.96
Denmark	163	scenario1	3	2737.7
Denmark	164	scenario1	3	2771.48
Denmark	165	scenario1	3	2812.33
Denmark	166	scenario1	3	2906.42
Denmark	167	scenario1	3	3061.55
Denmark	168	scenario1	3	3209.37
Denmark	169	scenario1	3	3541.02
Denmark	170	scenario1	3	3709.2
Denmark	171	scenario1	3	3865.15
Denmark	172	scenario1	3	3920.6
Denmark	173	scenario1	3	3910.84
Denmark	174	scenario1	3	3768.42
Denmark	175	scenario1	3	3722.13
Denmark	176	scenario1	3	3654.49
Denmark	177	scenario1	3	3804.59
Denmark	178	scenario1	3	3959.87
Denmark	179	scenario1	3	3947.41
Denmark	180	scenario1	3	3798.55
Denmark	181	scenario1	3	3632.1
Denmark	182	scenario1	3	3478.97
Denmark	183	scenario1	3	3288.58
Denmark	184	scenario1	3	3085.46
Denmark	185	scenario1	3	2891.43
Denmark	186	scenario1	3	2779.06
Denmark	187	scenario1	3	2813.49
Denmark	188	scenario1	3	2899.2
Denmark	189	scenario1	3	3013.18
Denmark	190	scenario1	3	3232.72
Denmark	191	scenario1	3	3558.01
Denmark	192	scenario1	3	3892.28
France	145	scenario1	3	53508.0
France	146	scenario1	3	55428.0
France	147	scenario1	3	57757.0
France	148	scenario1	3	59184.0
France	149	scenario1	3	60165.0
France	150	scenario1	3	58564.0
France	151	scenario1	3	55680.0
France	152	scenario1	3	53978.0
France	153	scenario1	3	54108.0
France	154	scenario1	3	57370.0
France	155	scenario1	3	60409.0
France	156	scenario1	3	61503.0
France	157	scenario1	3	60879.0
France	158	scenario1	3	59205.0
France	159	scenario1	3	60486.0
France	160	scenario1	3	61775.0
France	161	scenario1	3	58909.0
France	162	scenario1	3	56609.0
France	163	scenario1	3	55338.0
France	164	scenario1	3	52705.0
France	165	scenario1	3	51699.0
France	166	scenario1	3	53542.0
France	167	scenario1	3	56728.0
France	168	scenario1	3	59785.0
France	169	scenario1	3	62277.0
France	170	scenario1	3	64226.0
France	171	scenario1	3	65381.0
France	172	scenario1	3	66424.0
France	173	scenario1	3	67745.0
France	174	scenario1	3	66160.0
France	175	scenario1	3	64288.0
France	176	scenario1	3	62519.0
France	177	scenario1	3	62514.0
France	178	scenario1	3	65820.0
France	179	scenario1	3	68361.0
France	180	scenario1	3	68148.0
France	181	scenario1	3	65368.0
France	182	scenario1	3	62178.0
France	183	scenario1	3	62762.0
France	184	scenario1	3	63812.0
France	185	scenario1	3	60862.0
France	186	scenario1	3	58125.0
France	187	scenario1	3	56551.0
France	188	scenario1	3	53770.0
France	189	scenario1	3	52685.0
France	190	scenario1	3	54324.0
France	191	scenario1	3	57722.0
France	192	scenario1	3	61241.0
Germany	193	scenario1	3	59332.3125
Germany	194	scenario1	3	66896.9675
Germany	195	scenario1	3	71154.87
Germany	196	scenario1	3	73604.1525
Germany	197	scenario1	3	73996.7975
Germany	198	scenario1	3	74665.7625
Germany	199	scenario1	3	74080.515
Germany	200	scenario1	3	71183.205
Germany	201	scenario1	3	70920.14
Germany	202	scenario1	3	72141.68
Germany	203	scenario1	3	75695.79
Germany	204	scenario1	3	75577.5825
Germany	205	scenario1	3	71745.585
Germany	206	scenario1	3	68877.8225
Denmark	193	scenario1	3	4085.05
Denmark	194	scenario1	3	4662.93
Denmark	195	scenario1	3	5216.78
Denmark	196	scenario1	3	5404.03
Denmark	197	scenario1	3	5438.99
Denmark	198	scenario1	3	5570.52
Denmark	199	scenario1	3	5501.33
Denmark	200	scenario1	3	5165.28
Denmark	201	scenario1	3	5162.53
Denmark	202	scenario1	3	5480.13
Denmark	203	scenario1	3	5654.01
Denmark	204	scenario1	3	5412.83
Denmark	205	scenario1	3	5131.88
Denmark	206	scenario1	3	4807.93
France	193	scenario1	3	82074.0
France	194	scenario1	3	86787.0
France	195	scenario1	3	90221.0
France	196	scenario1	3	93095.0
France	197	scenario1	3	94492.0
France	198	scenario1	3	94354.0
France	199	scenario1	3	94320.0
France	200	scenario1	3	88733.0
France	201	scenario1	3	87942.0
France	202	scenario1	3	87931.0
France	203	scenario1	3	91637.0
France	204	scenario1	3	94306.0
France	205	scenario1	3	89927.0
France	206	scenario1	3	85749.0
Germany	1	scenario1	4	57436.4325
Germany	2	scenario1	4	59987.405
Germany	3	scenario1	4	62152.8125
Germany	4	scenario1	4	60515.8925
Germany	5	scenario1	4	57081.625
Germany	6	scenario1	4	54138.305
Germany	7	scenario1	4	53278.5225
Germany	8	scenario1	4	50176.7475
Germany	9	scenario1	4	47849.675
Germany	10	scenario1	4	46075.3625
Germany	11	scenario1	4	44995.53
Germany	12	scenario1	4	44799.475
Germany	13	scenario1	4	44809.4775
Germany	14	scenario1	4	44335.0525
Germany	15	scenario1	4	43801.15
Germany	16	scenario1	4	45825.55
Germany	17	scenario1	4	49086.3025
Germany	18	scenario1	4	52731.0025
Germany	19	scenario1	4	55140.695
Germany	20	scenario1	4	57380.03
Germany	21	scenario1	4	56879.225
Germany	22	scenario1	4	54981.0775
Germany	23	scenario1	4	53266.37
Germany	24	scenario1	4	52523.5925
Germany	25	scenario1	4	52448.1125
Germany	26	scenario1	4	55739.335
Germany	27	scenario1	4	59827.85
Germany	28	scenario1	4	58930.255
Germany	29	scenario1	4	55781.28
Germany	30	scenario1	4	54144.195
Germany	31	scenario1	4	54659.3475
Germany	32	scenario1	4	51938.815
Germany	33	scenario1	4	49766.88
Germany	34	scenario1	4	48200.02
Germany	35	scenario1	4	47421.315
Germany	36	scenario1	4	47497.1
Germany	37	scenario1	4	49065.985
Germany	38	scenario1	4	52021.715
Germany	39	scenario1	4	59885.78
Germany	40	scenario1	4	66222.0475
Germany	41	scenario1	4	68574.3625
Germany	42	scenario1	4	70236.67
Germany	43	scenario1	4	71309.105
Germany	44	scenario1	4	71897.1375
Germany	45	scenario1	4	70877.655
Germany	46	scenario1	4	69470.4
Germany	47	scenario1	4	67523.0
Germany	48	scenario1	4	66691.795
Denmark	1	scenario1	4	4464.47
Denmark	2	scenario1	4	4925.98
Denmark	3	scenario1	4	4873.85
Denmark	4	scenario1	4	4458.16
Denmark	5	scenario1	4	4157.42
Denmark	6	scenario1	4	3951.18
Denmark	7	scenario1	4	3740.21
Denmark	8	scenario1	4	3520.76
Denmark	9	scenario1	4	3329.78
Denmark	10	scenario1	4	3216.99
Denmark	11	scenario1	4	3173.08
Denmark	12	scenario1	4	3112.95
Denmark	13	scenario1	4	3103.75
Denmark	14	scenario1	4	3169.2
Denmark	15	scenario1	4	3360.76
Denmark	16	scenario1	4	3578.92
Denmark	17	scenario1	4	3868.62
Denmark	18	scenario1	4	4088.49
Denmark	19	scenario1	4	4205.13
Denmark	20	scenario1	4	4267.45
Denmark	21	scenario1	4	4285.08
Denmark	22	scenario1	4	4208.85
Denmark	23	scenario1	4	4256.2
Denmark	24	scenario1	4	4259.7
Denmark	25	scenario1	4	4362.12
Denmark	26	scenario1	4	4743.64
Denmark	27	scenario1	4	4690.74
Denmark	28	scenario1	4	4355.87
Denmark	29	scenario1	4	4046.51
Denmark	30	scenario1	4	3811.53
Denmark	31	scenario1	4	3655.15
Denmark	32	scenario1	4	3415.9
Denmark	33	scenario1	4	3224.58
Denmark	34	scenario1	4	3147.57
Denmark	35	scenario1	4	3114.16
Denmark	36	scenario1	4	3113.42
Denmark	37	scenario1	4	3183.76
Denmark	38	scenario1	4	3346.17
Denmark	39	scenario1	4	3946.31
Denmark	40	scenario1	4	4626.79
Denmark	41	scenario1	4	4979.9
Denmark	42	scenario1	4	5108.5
Denmark	43	scenario1	4	5195.06
Denmark	44	scenario1	4	5084.82
Denmark	45	scenario1	4	4956.09
Denmark	46	scenario1	4	4911.57
Denmark	47	scenario1	4	4910.02
Denmark	48	scenario1	4	4744.91
France	1	scenario1	4	66451.0
France	2	scenario1	4	68032.0
France	3	scenario1	4	73710.0
France	4	scenario1	4	75730.0
France	5	scenario1	4	73041.0
France	6	scenario1	4	70306.0
France	7	scenario1	4	71569.0
France	8	scenario1	4	73064.0
France	9	scenario1	4	70751.0
France	10	scenario1	4	68246.0
France	11	scenario1	4	66586.0
France	12	scenario1	4	63037.0
France	13	scenario1	4	60890.0
France	14	scenario1	4	60693.0
France	15	scenario1	4	61230.0
France	16	scenario1	4	62036.0
France	17	scenario1	4	63511.0
France	18	scenario1	4	66255.0
France	19	scenario1	4	67726.0
France	20	scenario1	4	68395.0
France	21	scenario1	4	69514.0
France	22	scenario1	4	67213.0
France	23	scenario1	4	64423.0
France	24	scenario1	4	62596.0
France	25	scenario1	4	62176.0
France	26	scenario1	4	63373.0
France	27	scenario1	4	69405.0
France	28	scenario1	4	72777.0
France	29	scenario1	4	70574.0
France	30	scenario1	4	68180.0
France	31	scenario1	4	68840.0
France	32	scenario1	4	70302.0
France	33	scenario1	4	68360.0
France	34	scenario1	4	66566.0
France	35	scenario1	4	65626.0
France	36	scenario1	4	63299.0
France	37	scenario1	4	62894.0
France	38	scenario1	4	66308.0
France	39	scenario1	4	72700.0
France	40	scenario1	4	78810.0
France	41	scenario1	4	80824.0
France	42	scenario1	4	80941.0
France	43	scenario1	4	79427.0
France	44	scenario1	4	78398.0
France	45	scenario1	4	77571.0
France	46	scenario1	4	75691.0
France	47	scenario1	4	73642.0
France	48	scenario1	4	71433.0
Germany	49	scenario1	4	44420.45
Germany	50	scenario1	4	53203.0325
Germany	51	scenario1	4	60010.75
Germany	52	scenario1	4	63832.055
Germany	53	scenario1	4	65108.4
Germany	54	scenario1	4	66827.105
Germany	55	scenario1	4	67919.805
Germany	56	scenario1	4	67378.995
Germany	57	scenario1	4	66942.7675
Germany	58	scenario1	4	66162.8675
Germany	59	scenario1	4	65270.9825
Germany	60	scenario1	4	63862.2375
Germany	61	scenario1	4	63463.8625
Germany	62	scenario1	4	62770.6025
Germany	63	scenario1	4	62196.4075
Germany	64	scenario1	4	60234.735
Germany	65	scenario1	4	57192.55
Germany	66	scenario1	4	54824.9875
Germany	67	scenario1	4	50638.25
Germany	68	scenario1	4	47420.875
Germany	69	scenario1	4	45372.3025
Germany	70	scenario1	4	44487.8425
Germany	71	scenario1	4	44622.5775
Germany	72	scenario1	4	45297.305
Germany	73	scenario1	4	47875.605
Germany	74	scenario1	4	55777.2375
Germany	75	scenario1	4	62030.3975
Germany	76	scenario1	4	65463.5575
Germany	77	scenario1	4	66458.85
Germany	78	scenario1	4	67879.1325
Germany	79	scenario1	4	69167.135
Germany	80	scenario1	4	68938.7725
Germany	81	scenario1	4	68666.3725
Germany	82	scenario1	4	67705.755
Germany	83	scenario1	4	66594.715
Germany	84	scenario1	4	65716.4675
Germany	85	scenario1	4	64724.8375
Germany	86	scenario1	4	63871.5425
Germany	87	scenario1	4	62915.9825
Germany	88	scenario1	4	60500.8275
Germany	89	scenario1	4	57836.355
Germany	90	scenario1	4	55613.0825
Germany	91	scenario1	4	51421.9775
Germany	92	scenario1	4	47978.5825
Germany	93	scenario1	4	46039.3475
Germany	94	scenario1	4	44932.5025
Germany	95	scenario1	4	45096.5375
Germany	96	scenario1	4	45432.305
Denmark	49	scenario1	4	2809.16
Denmark	50	scenario1	4	3389.22
Denmark	51	scenario1	4	4032.82
Denmark	52	scenario1	4	4338.77
Denmark	53	scenario1	4	4422.64
Denmark	54	scenario1	4	4496.86
Denmark	55	scenario1	4	5633.66
Denmark	56	scenario1	4	5306.48
Denmark	57	scenario1	4	4481.26
Denmark	58	scenario1	4	4381.01
Denmark	59	scenario1	4	4214.11
Denmark	60	scenario1	4	4140.38
Denmark	61	scenario1	4	4263.92
Denmark	62	scenario1	4	4165.07
Denmark	63	scenario1	4	3988.24
Denmark	64	scenario1	4	3808.44
Denmark	65	scenario1	4	3606.59
Denmark	66	scenario1	4	3429.17
Denmark	67	scenario1	4	3152.99
Denmark	68	scenario1	4	2940.98
Denmark	69	scenario1	4	2823.46
Denmark	70	scenario1	4	2744.19
Denmark	71	scenario1	4	2730.15
Denmark	72	scenario1	4	2704.27
Denmark	73	scenario1	4	2855.92
Denmark	74	scenario1	4	3375.09
Denmark	75	scenario1	4	3953.21
Denmark	76	scenario1	4	4243.52
Denmark	77	scenario1	4	4278.3
Denmark	78	scenario1	4	4397.94
Denmark	79	scenario1	4	4401.75
Denmark	80	scenario1	4	4312.73
Denmark	81	scenario1	4	4310.81
Denmark	82	scenario1	4	4197.43
Denmark	83	scenario1	4	4051.15
Denmark	84	scenario1	4	3988.34
Denmark	85	scenario1	4	4134.69
Denmark	86	scenario1	4	4039.12
Denmark	87	scenario1	4	3852.58
Denmark	88	scenario1	4	3672.75
Denmark	89	scenario1	4	3514.55
Denmark	90	scenario1	4	3376.89
Denmark	91	scenario1	4	3161.18
Denmark	92	scenario1	4	2914.4
Denmark	93	scenario1	4	2780.22
Denmark	94	scenario1	4	2734.11
Denmark	95	scenario1	4	2721.44
Denmark	96	scenario1	4	2702.81
France	49	scenario1	4	38405.0
France	50	scenario1	4	42039.0
France	51	scenario1	4	46951.0
France	52	scenario1	4	50983.0
France	53	scenario1	4	53514.0
France	54	scenario1	4	55105.0
France	55	scenario1	4	56492.0
France	56	scenario1	4	57281.0
France	57	scenario1	4	56768.0
France	58	scenario1	4	56636.0
France	59	scenario1	4	55727.0
France	60	scenario1	4	54643.0
France	61	scenario1	4	53889.0
France	62	scenario1	4	54254.0
France	63	scenario1	4	54030.0
France	64	scenario1	4	51489.0
France	65	scenario1	4	49747.0
France	66	scenario1	4	51936.0
France	67	scenario1	4	52499.0
France	68	scenario1	4	47626.0
France	69	scenario1	4	44393.0
France	70	scenario1	4	42763.0
France	71	scenario1	4	40565.0
France	72	scenario1	4	39822.0
France	73	scenario1	4	41105.0
France	74	scenario1	4	44351.0
France	75	scenario1	4	49322.0
France	76	scenario1	4	52817.0
France	77	scenario1	4	55425.0
France	78	scenario1	4	57022.0
France	79	scenario1	4	58286.0
France	80	scenario1	4	58930.0
France	81	scenario1	4	58228.0
France	82	scenario1	4	58040.0
France	83	scenario1	4	57203.0
France	84	scenario1	4	56249.0
France	85	scenario1	4	55451.0
France	86	scenario1	4	55407.0
France	87	scenario1	4	54745.0
France	88	scenario1	4	52135.0
France	89	scenario1	4	50571.0
France	90	scenario1	4	52765.0
France	91	scenario1	4	53168.0
France	92	scenario1	4	48232.0
France	93	scenario1	4	45213.0
France	94	scenario1	4	43534.0
France	95	scenario1	4	41348.0
France	96	scenario1	4	40740.0
Germany	97	scenario1	4	49026.2475
Germany	98	scenario1	4	49514.805
Germany	99	scenario1	4	50242.4025
Germany	100	scenario1	4	48639.605
Germany	101	scenario1	4	46850.7975
Germany	102	scenario1	4	43895.81
Germany	103	scenario1	4	41891.9525
Germany	104	scenario1	4	40642.225
Germany	105	scenario1	4	40140.0425
Germany	106	scenario1	4	40194.765
Germany	107	scenario1	4	41645.4375
Germany	108	scenario1	4	46307.225
Germany	109	scenario1	4	55478.8625
Germany	110	scenario1	4	61329.2775
Germany	111	scenario1	4	64428.5075
Germany	112	scenario1	4	65429.3175
Germany	113	scenario1	4	66517.5375
Germany	114	scenario1	4	67451.415
Germany	115	scenario1	4	67218.835
Germany	116	scenario1	4	67157.225
Germany	117	scenario1	4	66238.545
Germany	118	scenario1	4	64845.545
Germany	119	scenario1	4	63632.2625
Germany	120	scenario1	4	62622.255
Germany	121	scenario1	4	62683.2725
Germany	122	scenario1	4	62257.3525
Germany	123	scenario1	4	62003.925
Germany	124	scenario1	4	58688.8725
Germany	125	scenario1	4	54002.17
Germany	126	scenario1	4	49687.0825
Germany	127	scenario1	4	47077.8225
Germany	128	scenario1	4	45422.91
Germany	129	scenario1	4	44260.2175
Germany	130	scenario1	4	44197.26
Germany	131	scenario1	4	45162.9275
Germany	132	scenario1	4	48890.09
Germany	133	scenario1	4	57273.925
Germany	134	scenario1	4	62156.9925
Germany	135	scenario1	4	65152.4975
Germany	136	scenario1	4	65502.1775
Germany	137	scenario1	4	66754.01
Germany	138	scenario1	4	67993.96
Germany	139	scenario1	4	67901.4675
Germany	140	scenario1	4	67048.2925
Germany	141	scenario1	4	65768.1525
Germany	142	scenario1	4	64756.1075
Germany	143	scenario1	4	63258.6825
Germany	144	scenario1	4	62922.195
Denmark	97	scenario1	4	3689.02
Denmark	98	scenario1	4	3509.9
Denmark	99	scenario1	4	3442.22
Denmark	100	scenario1	4	3331.38
Denmark	101	scenario1	4	3030.11
Denmark	102	scenario1	4	2762.36
Denmark	103	scenario1	4	2616.37
Denmark	104	scenario1	4	2551.35
Denmark	105	scenario1	4	2528.79
Denmark	106	scenario1	4	2543.92
Denmark	107	scenario1	4	2637.45
Denmark	108	scenario1	4	2890.11
Denmark	109	scenario1	4	3423.92
Denmark	110	scenario1	4	3978.03
Denmark	111	scenario1	4	4204.49
Denmark	112	scenario1	4	4269.81
Denmark	113	scenario1	4	4329.7
Denmark	114	scenario1	4	4325.74
Denmark	115	scenario1	4	4253.2
Denmark	116	scenario1	4	4261.24
Denmark	117	scenario1	4	4161.47
Denmark	118	scenario1	4	4068.07
Denmark	119	scenario1	4	4044.72
Denmark	120	scenario1	4	4246.97
Denmark	121	scenario1	4	4149.45
Denmark	122	scenario1	4	3926.36
Denmark	123	scenario1	4	3872.41
Denmark	124	scenario1	4	3655.18
Denmark	125	scenario1	4	3341.59
Denmark	126	scenario1	4	3026.09
Denmark	127	scenario1	4	2820.96
Denmark	128	scenario1	4	2714.95
Denmark	129	scenario1	4	2678.43
Denmark	130	scenario1	4	2670.08
Denmark	131	scenario1	4	2741.05
Denmark	132	scenario1	4	2981.29
Denmark	133	scenario1	4	3515.49
Denmark	134	scenario1	4	4014.64
Denmark	135	scenario1	4	4220.72
Denmark	136	scenario1	4	4272.19
Denmark	137	scenario1	4	4360.9
Denmark	138	scenario1	4	4376.56
Denmark	139	scenario1	4	4319.56
Denmark	140	scenario1	4	4328.54
Denmark	141	scenario1	4	4232.17
Denmark	142	scenario1	4	4125.14
Denmark	143	scenario1	4	4076.81
Denmark	144	scenario1	4	4252.43
France	97	scenario1	4	40001.0
France	98	scenario1	4	41823.0
France	99	scenario1	4	42300.0
France	100	scenario1	4	42529.0
France	101	scenario1	4	43015.0
France	102	scenario1	4	43771.0
France	103	scenario1	4	40525.0
France	104	scenario1	4	37870.0
France	105	scenario1	4	36370.0
France	106	scenario1	4	34435.0
France	107	scenario1	4	34187.0
France	108	scenario1	4	36219.0
France	109	scenario1	4	40807.0
France	110	scenario1	4	44935.0
France	111	scenario1	4	47509.0
France	112	scenario1	4	49182.0
France	113	scenario1	4	50377.0
France	114	scenario1	4	51610.0
France	115	scenario1	4	52417.0
France	116	scenario1	4	51711.0
France	117	scenario1	4	51233.0
France	118	scenario1	4	50089.0
France	119	scenario1	4	48778.0
France	120	scenario1	4	48102.0
France	121	scenario1	4	48940.0
France	122	scenario1	4	49545.0
France	123	scenario1	4	48182.0
France	124	scenario1	4	47113.0
France	125	scenario1	4	46961.0
France	126	scenario1	4	47447.0
France	127	scenario1	4	43727.0
France	128	scenario1	4	40931.0
France	129	scenario1	4	39476.0
France	130	scenario1	4	37479.0
France	131	scenario1	4	36935.0
France	132	scenario1	4	38645.0
France	133	scenario1	4	43169.0
France	134	scenario1	4	46999.0
France	135	scenario1	4	49396.0
France	136	scenario1	4	51175.0
France	137	scenario1	4	51944.0
France	138	scenario1	4	52835.0
France	139	scenario1	4	53208.0
France	140	scenario1	4	52310.0
France	141	scenario1	4	52006.0
France	142	scenario1	4	51089.0
France	143	scenario1	4	49837.0
France	144	scenario1	4	49072.0
Germany	145	scenario1	4	46356.4825
Germany	146	scenario1	4	44260.9275
Germany	147	scenario1	4	43176.6625
Germany	148	scenario1	4	43375.3075
Germany	149	scenario1	4	43811.4525
Germany	150	scenario1	4	44293.6425
Germany	151	scenario1	4	46125.16
Germany	152	scenario1	4	49846.455
Germany	153	scenario1	4	53785.715
Germany	154	scenario1	4	56507.5825
Germany	155	scenario1	4	58002.495
Germany	156	scenario1	4	59417.805
Germany	157	scenario1	4	58147.8175
Germany	158	scenario1	4	56316.6425
Germany	159	scenario1	4	54839.5275
Germany	160	scenario1	4	54230.275
Germany	161	scenario1	4	54036.5
Germany	162	scenario1	4	55899.94
Germany	163	scenario1	4	58550.4075
Germany	164	scenario1	4	57514.545
Germany	165	scenario1	4	54165.0275
Germany	166	scenario1	4	51660.635
Germany	167	scenario1	4	50086.32
Germany	168	scenario1	4	47620.4325
Germany	169	scenario1	4	44839.1575
Germany	170	scenario1	4	42274.5675
Germany	171	scenario1	4	40925.985
Germany	172	scenario1	4	40012.01
Germany	173	scenario1	4	40948.58
Germany	174	scenario1	4	41768.6775
Germany	175	scenario1	4	42405.2125
Germany	176	scenario1	4	43460.23
Germany	177	scenario1	4	46216.3575
Germany	178	scenario1	4	49091.9275
Germany	179	scenario1	4	52094.24
Germany	180	scenario1	4	53108.59
Germany	181	scenario1	4	55269.5375
Germany	182	scenario1	4	54275.7575
Germany	183	scenario1	4	52446.645
Germany	184	scenario1	4	51345.1225
Germany	185	scenario1	4	51017.52
Germany	186	scenario1	4	51681.9625
Germany	187	scenario1	4	54717.4225
Germany	188	scenario1	4	55958.4975
Germany	189	scenario1	4	53643.96
Germany	190	scenario1	4	50802.66
Germany	191	scenario1	4	49074.2925
Germany	192	scenario1	4	47868.2625
Denmark	145	scenario1	4	3001.16
Denmark	146	scenario1	4	2835.91
