Node	IntermitentGenerators	Operationalhour	Scenario	Period	GeneratorStochasticAvailabilityRaw
Germany	Solar	19	scenario1	6	0.389
Germany	Solar	20	scenario1	6	0.268
Germany	Solar	21	scenario1	6	0.127
Germany	Solar	22	scenario1	6	0.014
Germany	Solar	23	scenario1	6	0.0
Germany	Solar	24	scenario1	6	0.0
Germany	Solar	25	scenario1	6	0.0
Germany	Solar	26	scenario1	6	0.0
Germany	Solar	27	scenario1	6	0.0
Germany	Solar	28	scenario1	6	0.0
Germany	Solar	29	scenario1	6	0.0
Germany	Solar	30	scenario1	6	0.0
Germany	Solar	31	scenario1	6	0.0
Germany	Solar	32	scenario1	6	0.0
Germany	Solar	33	scenario1	6	0.0
Germany	Solar	34	scenario1	6	0.0
Germany	Solar	35	scenario1	6	0.0
Germany	Solar	36	scenario1	6	0.043
Germany	Solar	37	scenario1	6	0.18
Germany	Solar	38	scenario1	6	0.325
Germany	Solar	39	scenario1	6	0.421
Germany	Solar	40	scenario1	6	0.466
Germany	Solar	41	scenario1	6	0.469
Germany	Solar	42	scenario1	6	0.426
Germany	Solar	43	scenario1	6	0.333
Germany	Solar	44	scenario1	6	0.214
Germany	Solar	45	scenario1	6	0.088
Germany	Solar	46	scenario1	6	0.007
Germany	Solar	47	scenario1	6	0.0
Germany	Solar	48	scenario1	6	0.0
Denmark	Solar	1	scenario1	6	0.0
Denmark	Solar	2	scenario1	6	0.0
Denmark	Solar	3	scenario1	6	0.0
Denmark	Solar	4	scenario1	6	0.0
Denmark	Solar	5	scenario1	6	0.0
Denmark	Solar	6	scenario1	6	0.0
Denmark	Solar	7	scenario1	6	0.0
Denmark	Solar	8	scenario1	6	0.0
Denmark	Solar	9	scenario1	6	0.0
Denmark	Solar	10	scenario1	6	0.0
Denmark	Solar	11	scenario1	6	0.0
Denmark	Solar	12	scenario1	6	0.017
Denmark	Solar	13	scenario1	6	0.117
Denmark	Solar	14	scenario1	6	0.214
Denmark	Solar	15	scenario1	6	0.321
Denmark	Solar	16	scenario1	6	0.373
Denmark	Solar	17	scenario1	6	0.376
Denmark	Solar	18	scenario1	6	0.339
Denmark	Solar	19	scenario1	6	0.236
Denmark	Solar	20	scenario1	6	0.124
Denmark	Solar	21	scenario1	6	0.043
Denmark	Solar	22	scenario1	6	0.0
Denmark	Solar	23	scenario1	6	0.0
Denmark	Solar	24	scenario1	6	0.0
Denmark	Solar	25	scenario1	6	0.0
Denmark	Solar	26	scenario1	6	0.0
Denmark	Solar	27	scenario1	6	0.0
Denmark	Solar	28	scenario1	6	0.0
Denmark	Solar	29	scenario1	6	0.0
Denmark	Solar	30	scenario1	6	0.0
Denmark	Solar	31	scenario1	6	0.0
Denmark	Solar	32	scenario1	6	0.0
Denmark	Solar	33	scenario1	6	0.0
Denmark	Solar	34	scenario1	6	0.0
Denmark	Solar	35	scenario1	6	0.0
Denmark	Solar	36	scenario1	6	0.031
Denmark	Solar	37	scenario1	6	0.178
Denmark	Solar	38	scenario1	6	0.331
Denmark	Solar	39	scenario1	6	0.465
Denmark	Solar	40	scenario1	6	0.544
Denmark	Solar	41	scenario1	6	0.542
Denmark	Solar	42	scenario1	6	0.482
Denmark	Solar	43	scenario1	6	0.383
Denmark	Solar	44	scenario1	6	0.255
Denmark	Solar	45	scenario1	6	0.109
Denmark	Solar	46	scenario1	6	0.006
Denmark	Solar	47	scenario1	6	0.0
Denmark	Solar	48	scenario1	6	0.0
France	Solar	1	scenario1	6	0.0
France	Solar	2	scenario1	6	0.0
France	Solar	3	scenario1	6	0.0
France	Solar	4	scenario1	6	0.0
France	Solar	5	scenario1	6	0.0
France	Solar	6	scenario1	6	0.0
France	Solar	7	scenario1	6	0.0
France	Solar	8	scenario1	6	0.0
France	Solar	9	scenario1	6	0.0
France	Solar	10	scenario1	6	0.0
France	Solar	11	scenario1	6	0.0
France	Solar	12	scenario1	6	0.009
France	Solar	13	scenario1	6	0.108
France	Solar	14	scenario1	6	0.222
France	Solar	15	scenario1	6	0.311
France	Solar	16	scenario1	6	0.375
France	Solar	17	scenario1	6	0.4
France	Solar	18	scenario1	6	0.38
France	Solar	19	scenario1	6	0.324
France	Solar	20	scenario1	6	0.239
France	Solar	21	scenario1	6	0.136
France	Solar	22	scenario1	6	0.038
France	Solar	23	scenario1	6	0.0
France	Solar	24	scenario1	6	0.0
France	Solar	25	scenario1	6	0.0
France	Solar	26	scenario1	6	0.0
France	Solar	27	scenario1	6	0.0
France	Solar	28	scenario1	6	0.0
France	Solar	29	scenario1	6	0.0
France	Solar	30	scenario1	6	0.0
France	Solar	31	scenario1	6	0.0
France	Solar	32	scenario1	6	0.0
France	Solar	33	scenario1	6	0.0
France	Solar	34	scenario1	6	0.0
France	Solar	35	scenario1	6	0.0
France	Solar	36	scenario1	6	0.003
France	Solar	37	scenario1	6	0.07
France	Solar	38	scenario1	6	0.174
France	Solar	39	scenario1	6	0.281
France	Solar	40	scenario1	6	0.36
France	Solar	41	scenario1	6	0.391
France	Solar	42	scenario1	6	0.373
France	Solar	43	scenario1	6	0.317
France	Solar	44	scenario1	6	0.229
France	Solar	45	scenario1	6	0.129
France	Solar	46	scenario1	6	0.039
France	Solar	47	scenario1	6	0.0
France	Solar	48	scenario1	6	0.0
Germany	Windonshore	1	scenario1	6	0.0422
Germany	Windonshore	2	scenario1	6	0.0558
Germany	Windonshore	3	scenario1	6	0.0646
Germany	Windonshore	4	scenario1	6	0.0661
Germany	Windonshore	5	scenario1	6	0.0632
Germany	Windonshore	6	scenario1	6	0.059
Germany	Windonshore	7	scenario1	6	0.0559
Germany	Windonshore	8	scenario1	6	0.0567
Germany	Windonshore	9	scenario1	6	0.0619
Germany	Windonshore	10	scenario1	6	0.0702
Germany	Windonshore	11	scenario1	6	0.0781
Germany	Windonshore	12	scenario1	6	0.0738
Germany	Windonshore	13	scenario1	6	0.0455
Germany	Windonshore	14	scenario1	6	0.0539
Germany	Windonshore	15	scenario1	6	0.0835
Germany	Windonshore	16	scenario1	6	0.0843
Germany	Windonshore	17	scenario1	6	0.0798
Germany	Windonshore	18	scenario1	6	0.0797
Germany	Windonshore	19	scenario1	6	0.0865
Germany	Windonshore	20	scenario1	6	0.092
Germany	Windonshore	21	scenario1	6	0.1163
Germany	Windonshore	22	scenario1	6	0.1779
Germany	Windonshore	23	scenario1	6	0.2193
Germany	Windonshore	24	scenario1	6	0.2124
Germany	Windonshore	25	scenario1	6	0.1855
Germany	Windonshore	26	scenario1	6	0.1563
Germany	Windonshore	27	scenario1	6	0.1298
Germany	Windonshore	28	scenario1	6	0.1064
Germany	Windonshore	29	scenario1	6	0.0917
Germany	Windonshore	30	scenario1	6	0.0849
Germany	Windonshore	31	scenario1	6	0.084
Germany	Windonshore	32	scenario1	6	0.0889
Germany	Windonshore	33	scenario1	6	0.0926
Germany	Windonshore	34	scenario1	6	0.0955
Germany	Windonshore	35	scenario1	6	0.0969
Germany	Windonshore	36	scenario1	6	0.0874
Germany	Windonshore	37	scenario1	6	0.0683
Germany	Windonshore	38	scenario1	6	0.095
Germany	Windonshore	39	scenario1	6	0.1261
Germany	Windonshore	40	scenario1	6	0.1319
Germany	Windonshore	41	scenario1	6	0.1385
Germany	Windonshore	42	scenario1	6	0.1524
Germany	Windonshore	43	scenario1	6	0.1719
Germany	Windonshore	44	scenario1	6	0.1807
Germany	Windonshore	45	scenario1	6	0.2005
Germany	Windonshore	46	scenario1	6	0.2564
Germany	Windonshore	47	scenario1	6	0.2773
Germany	Windonshore	48	scenario1	6	0.2531
Denmark	Windonshore	1	scenario1	6	0.1435
Denmark	Windonshore	2	scenario1	6	0.1366
Denmark	Windonshore	3	scenario1	6	0.134
Denmark	Windonshore	4	scenario1	6	0.1308
Denmark	Windonshore	5	scenario1	6	0.1232
Denmark	Windonshore	6	scenario1	6	0.1132
Denmark	Windonshore	7	scenario1	6	0.1052
Denmark	Windonshore	8	scenario1	6	0.0973
Denmark	Windonshore	9	scenario1	6	0.0856
Denmark	Windonshore	10	scenario1	6	0.074
Denmark	Windonshore	11	scenario1	6	0.0666
Denmark	Windonshore	12	scenario1	6	0.0587
Denmark	Windonshore	13	scenario1	6	0.0476
Denmark	Windonshore	14	scenario1	6	0.0375
Denmark	Windonshore	15	scenario1	6	0.0427
Denmark	Windonshore	16	scenario1	6	0.0439
Denmark	Windonshore	17	scenario1	6	0.0452
Denmark	Windonshore	18	scenario1	6	0.0464
Denmark	Windonshore	19	scenario1	6	0.0449
Denmark	Windonshore	20	scenario1	6	0.0384
Denmark	Windonshore	21	scenario1	6	0.0352
Denmark	Windonshore	22	scenario1	6	0.0343
Denmark	Windonshore	23	scenario1	6	0.0306
Denmark	Windonshore	24	scenario1	6	0.0277
Denmark	Windonshore	25	scenario1	6	0.0272
Denmark	Windonshore	26	scenario1	6	0.0292
Denmark	Windonshore	27	scenario1	6	0.0338
Denmark	Windonshore	28	scenario1	6	0.0386
Denmark	Windonshore	29	scenario1	6	0.0415
Denmark	Windonshore	30	scenario1	6	0.0402
Denmark	Windonshore	31	scenario1	6	0.0361
Denmark	Windonshore	32	scenario1	6	0.031
Denmark	Windonshore	33	scenario1	6	0.0263
Denmark	Windonshore	34	scenario1	6	0.0221
Denmark	Windonshore	35	scenario1	6	0.0184
Denmark	Windonshore	36	scenario1	6	0.0147
Denmark	Windonshore	37	scenario1	6	0.0105
Denmark	Windonshore	38	scenario1	6	0.007
Denmark	Windonshore	39	scenario1	6	0.0061
Denmark	Windonshore	40	scenario1	6	0.0044
Denmark	Windonshore	41	scenario1	6	0.0036
Denmark	Windonshore	42	scenario1	6	0.0039
Denmark	Windonshore	43	scenario1	6	0.0041
Denmark	Windonshore	44	scenario1	6	0.0044
Denmark	Windonshore	45	scenario1	6	0.0065
Denmark	Windonshore	46	scenario1	6	0.0102
Denmark	Windonshore	47	scenario1	6	0.0126
Denmark	Windonshore	48	scenario1	6	0.0123
France	Windonshore	1	scenario1	6	0.3864
France	Windonshore	2	scenario1	6	0.3878
France	Windonshore	3	scenario1	6	0.383
France	Windonshore	4	scenario1	6	0.3814
France	Windonshore	5	scenario1	6	0.3904
France	Windonshore	6	scenario1	6	0.3958
France	Windonshore	7	scenario1	6	0.3944
France	Windonshore	8	scenario1	6	0.3925
France	Windonshore	9	scenario1	6	0.3973
France	Windonshore	10	scenario1	6	0.4019
France	Windonshore	11	scenario1	6	0.3982
France	Windonshore	12	scenario1	6	0.3987
France	Windonshore	13	scenario1	6	0.3696
France	Windonshore	14	scenario1	6	0.3712
France	Windonshore	15	scenario1	6	0.4317
France	Windonshore	16	scenario1	6	0.4656
France	Windonshore	17	scenario1	6	0.4789
France	Windonshore	18	scenario1	6	0.4917
France	Windonshore	19	scenario1	6	0.5156
France	Windonshore	20	scenario1	6	0.5346
France	Windonshore	21	scenario1	6	0.5067
France	Windonshore	22	scenario1	6	0.4954
France	Windonshore	23	scenario1	6	0.525
France	Windonshore	24	scenario1	6	0.5112
France	Windonshore	25	scenario1	6	0.4911
France	Windonshore	26	scenario1	6	0.4687
France	Windonshore	27	scenario1	6	0.4552
France	Windonshore	28	scenario1	6	0.4385
France	Windonshore	29	scenario1	6	0.4247
France	Windonshore	30	scenario1	6	0.4184
France	Windonshore	31	scenario1	6	0.4154
France	Windonshore	32	scenario1	6	0.419
France	Windonshore	33	scenario1	6	0.4202
France	Windonshore	34	scenario1	6	0.4228
France	Windonshore	35	scenario1	6	0.422
France	Windonshore	36	scenario1	6	0.4247
France	Windonshore	37	scenario1	6	0.4174
France	Windonshore	38	scenario1	6	0.4737
France	Windonshore	39	scenario1	6	0.5393
France	Windonshore	40	scenario1	6	0.5524
France	Windonshore	41	scenario1	6	0.5529
France	Windonshore	42	scenario1	6	0.5521
France	Windonshore	43	scenario1	6	0.5506
France	Windonshore	44	scenario1	6	0.5435
France	Windonshore	45	scenario1	6	0.5379
France	Windonshore	46	scenario1	6	0.5399
France	Windonshore	47	scenario1	6	0.5486
France	Windonshore	48	scenario1	6	0.5393
Germany	Windoffshore	1	scenario1	6	0.0215
Germany	Windoffshore	2	scenario1	6	0.0222
Germany	Windoffshore	3	scenario1	6	0.0215
Germany	Windoffshore	4	scenario1	6	0.0197
Germany	Windoffshore	5	scenario1	6	0.0171
Germany	Windoffshore	6	scenario1	6	0.0143
Germany	Windoffshore	7	scenario1	6	0.0117
Germany	Windoffshore	8	scenario1	6	0.009
Germany	Windoffshore	9	scenario1	6	0.0063
Germany	Windoffshore	10	scenario1	6	0.0041
Germany	Windoffshore	11	scenario1	6	0.0026
Germany	Windoffshore	12	scenario1	6	0.0017
Germany	Windoffshore	13	scenario1	6	0.0011
Germany	Windoffshore	14	scenario1	6	0.0
Germany	Windoffshore	15	scenario1	6	0.0
Germany	Windoffshore	16	scenario1	6	0.0
Germany	Windoffshore	17	scenario1	6	0.0
Germany	Windoffshore	18	scenario1	6	0.0
Germany	Windoffshore	19	scenario1	6	0.0014
Germany	Windoffshore	20	scenario1	6	0.0044
Germany	Windoffshore	21	scenario1	6	0.0097
Germany	Windoffshore	22	scenario1	6	0.0149
Germany	Windoffshore	23	scenario1	6	0.0178
Germany	Windoffshore	24	scenario1	6	0.0174
Germany	Windoffshore	25	scenario1	6	0.0149
Germany	Windoffshore	26	scenario1	6	0.012
Germany	Windoffshore	27	scenario1	6	0.0094
Germany	Windoffshore	28	scenario1	6	0.0083
Germany	Windoffshore	29	scenario1	6	0.0091
Germany	Windoffshore	30	scenario1	6	0.0113
Germany	Windoffshore	31	scenario1	6	0.0151
Germany	Windoffshore	32	scenario1	6	0.0222
Germany	Windoffshore	33	scenario1	6	0.032
Germany	Windoffshore	34	scenario1	6	0.041
Germany	Windoffshore	35	scenario1	6	0.0448
Germany	Windoffshore	36	scenario1	6	0.0435
Germany	Windoffshore	37	scenario1	6	0.0369
Germany	Windoffshore	38	scenario1	6	0.0291
Germany	Windoffshore	39	scenario1	6	0.0237
Germany	Windoffshore	40	scenario1	6	0.0215
Germany	Windoffshore	41	scenario1	6	0.024
Germany	Windoffshore	42	scenario1	6	0.0331
Germany	Windoffshore	43	scenario1	6	0.0498
Germany	Windoffshore	44	scenario1	6	0.0704
Germany	Windoffshore	45	scenario1	6	0.0937
Germany	Windoffshore	46	scenario1	6	0.1176
Germany	Windoffshore	47	scenario1	6	0.1337
Germany	Windoffshore	48	scenario1	6	0.1357
Denmark	Windoffshore	1	scenario1	6	0.1726
Denmark	Windoffshore	2	scenario1	6	0.1655
Denmark	Windoffshore	3	scenario1	6	0.161
Denmark	Windoffshore	4	scenario1	6	0.1521
Denmark	Windoffshore	5	scenario1	6	0.1389
Denmark	Windoffshore	6	scenario1	6	0.1235
Denmark	Windoffshore	7	scenario1	6	0.111
Denmark	Windoffshore	8	scenario1	6	0.0987
Denmark	Windoffshore	9	scenario1	6	0.081
Denmark	Windoffshore	10	scenario1	6	0.067
Denmark	Windoffshore	11	scenario1	6	0.0587
Denmark	Windoffshore	12	scenario1	6	0.0532
Denmark	Windoffshore	13	scenario1	6	0.0493
Denmark	Windoffshore	14	scenario1	6	0.0457
Denmark	Windoffshore	15	scenario1	6	0.0431
Denmark	Windoffshore	16	scenario1	6	0.0407
Denmark	Windoffshore	17	scenario1	6	0.0378
Denmark	Windoffshore	18	scenario1	6	0.0355
Denmark	Windoffshore	19	scenario1	6	0.0329
Denmark	Windoffshore	20	scenario1	6	0.0308
Denmark	Windoffshore	21	scenario1	6	0.0329
Denmark	Windoffshore	22	scenario1	6	0.0366
Denmark	Windoffshore	23	scenario1	6	0.0378
Denmark	Windoffshore	24	scenario1	6	0.0365
Denmark	Windoffshore	25	scenario1	6	0.0339
Denmark	Windoffshore	26	scenario1	6	0.031
Denmark	Windoffshore	27	scenario1	6	0.03
Denmark	Windoffshore	28	scenario1	6	0.0318
Denmark	Windoffshore	29	scenario1	6	0.0351
Denmark	Windoffshore	30	scenario1	6	0.0381
Denmark	Windoffshore	31	scenario1	6	0.0405
Denmark	Windoffshore	32	scenario1	6	0.0422
Denmark	Windoffshore	33	scenario1	6	0.0444
Denmark	Windoffshore	34	scenario1	6	0.0455
Denmark	Windoffshore	35	scenario1	6	0.0452
Denmark	Windoffshore	36	scenario1	6	0.0431
Denmark	Windoffshore	37	scenario1	6	0.0375
Denmark	Windoffshore	38	scenario1	6	0.0326
Denmark	Windoffshore	39	scenario1	6	0.0292
Denmark	Windoffshore	40	scenario1	6	0.0267
Denmark	Windoffshore	41	scenario1	6	0.0257
Denmark	Windoffshore	42	scenario1	6	0.0285
Denmark	Windoffshore	43	scenario1	6	0.0314
Denmark	Windoffshore	44	scenario1	6	0.0334
Denmark	Windoffshore	45	scenario1	6	0.0367
Denmark	Windoffshore	46	scenario1	6	0.0403
Denmark	Windoffshore	47	scenario1	6	0.0427
Denmark	Windoffshore	48	scenario1	6	0.0424
France	Windoffshore	1	scenario1	6	0.8338
France	Windoffshore	2	scenario1	6	0.8203
France	Windoffshore	3	scenario1	6	0.7798
France	Windoffshore	4	scenario1	6	0.6669
France	Windoffshore	5	scenario1	6	0.7236
France	Windoffshore	6	scenario1	6	0.6921
France	Windoffshore	7	scenario1	6	0.6967
France	Windoffshore	8	scenario1	6	0.7059
France	Windoffshore	9	scenario1	6	0.7059
France	Windoffshore	10	scenario1	6	0.729
France	Windoffshore	11	scenario1	6	0.7666
France	Windoffshore	12	scenario1	6	0.8367
France	Windoffshore	13	scenario1	6	0.8331
France	Windoffshore	14	scenario1	6	0.8381
France	Windoffshore	15	scenario1	6	0.855
France	Windoffshore	16	scenario1	6	0.8709
France	Windoffshore	17	scenario1	6	0.8794
France	Windoffshore	18	scenario1	6	0.9015
France	Windoffshore	19	scenario1	6	0.9178
France	Windoffshore	20	scenario1	6	0.9202
France	Windoffshore	21	scenario1	6	0.9033
France	Windoffshore	22	scenario1	6	0.8968
France	Windoffshore	23	scenario1	6	0.9065
France	Windoffshore	24	scenario1	6	0.8668
France	Windoffshore	25	scenario1	6	0.8345
France	Windoffshore	26	scenario1	6	0.8108
France	Windoffshore	27	scenario1	6	0.7742
France	Windoffshore	28	scenario1	6	0.7427
France	Windoffshore	29	scenario1	6	0.7225
France	Windoffshore	30	scenario1	6	0.7036
France	Windoffshore	31	scenario1	6	0.6802
France	Windoffshore	32	scenario1	6	0.6632
France	Windoffshore	33	scenario1	6	0.6778
France	Windoffshore	34	scenario1	6	0.6885
France	Windoffshore	35	scenario1	6	0.6838
France	Windoffshore	36	scenario1	6	0.679
France	Windoffshore	37	scenario1	6	0.6754
France	Windoffshore	38	scenario1	6	0.7676
France	Windoffshore	39	scenario1	6	0.7949
France	Windoffshore	40	scenario1	6	0.8092
France	Windoffshore	41	scenario1	6	0.8302
France	Windoffshore	42	scenario1	6	0.8537
France	Windoffshore	43	scenario1	6	0.8766
France	Windoffshore	44	scenario1	6	0.8944
France	Windoffshore	45	scenario1	6	0.9065
France	Windoffshore	46	scenario1	6	0.9087
France	Windoffshore	47	scenario1	6	0.919
France	Windoffshore	48	scenario1	6	0.9015
Germany	Hydrorun-of-the-river	1	scenario1	6	0.525794822
Germany	Hydrorun-of-the-river	2	scenario1	6	0.526613511
Germany	Hydrorun-of-the-river	3	scenario1	6	0.530773221
Germany	Hydrorun-of-the-river	4	scenario1	6	0.533608555
Germany	Hydrorun-of-the-river	5	scenario1	6	0.533031374
Germany	Hydrorun-of-the-river	6	scenario1	6	0.532793353
Germany	Hydrorun-of-the-river	7	scenario1	6	0.530313744
Germany	Hydrorun-of-the-river	8	scenario1	6	0.527191564
Germany	Hydrorun-of-the-river	9	scenario1	6	0.522819989
Germany	Hydrorun-of-the-river	10	scenario1	6	0.517826767
Germany	Hydrorun-of-the-river	11	scenario1	6	0.515742989
Germany	Hydrorun-of-the-river	12	scenario1	6	0.516478851
Germany	Hydrorun-of-the-river	13	scenario1	6	0.521587159
Germany	Hydrorun-of-the-river	14	scenario1	6	0.526002328
Germany	Hydrorun-of-the-river	15	scenario1	6	0.528594409
Germany	Hydrorun-of-the-river	16	scenario1	6	0.528950133
Germany	Hydrorun-of-the-river	17	scenario1	6	0.528749602
Germany	Hydrorun-of-the-river	18	scenario1	6	0.52684107
Germany	Hydrorun-of-the-river	19	scenario1	6	0.523563697
Germany	Hydrorun-of-the-river	20	scenario1	6	0.522540117
Germany	Hydrorun-of-the-river	21	scenario1	6	0.520962897
Germany	Hydrorun-of-the-river	22	scenario1	6	0.522022224
Germany	Hydrorun-of-the-river	23	scenario1	6	0.525902934
Germany	Hydrorun-of-the-river	24	scenario1	6	0.532069698
Germany	Hydrorun-of-the-river	25	scenario1	6	0.535414205
Germany	Hydrorun-of-the-river	26	scenario1	6	0.536296542
Germany	Hydrorun-of-the-river	27	scenario1	6	0.535169209
Germany	Hydrorun-of-the-river	28	scenario1	6	0.536572054
Germany	Hydrorun-of-the-river	29	scenario1	6	0.538402117
Germany	Hydrorun-of-the-river	30	scenario1	6	0.544818236
Germany	Hydrorun-of-the-river	31	scenario1	6	0.552066123
Germany	Hydrorun-of-the-river	32	scenario1	6	0.557170072
Germany	Hydrorun-of-the-river	33	scenario1	6	0.562601846
Germany	Hydrorun-of-the-river	34	scenario1	6	0.567073686
Germany	Hydrorun-of-the-river	35	scenario1	6	0.565638582
Germany	Hydrorun-of-the-river	36	scenario1	6	0.568286463
Germany	Hydrorun-of-the-river	37	scenario1	6	0.573217781
Germany	Hydrorun-of-the-river	38	scenario1	6	0.581714191
Germany	Hydrorun-of-the-river	39	scenario1	6	0.583294026
Germany	Hydrorun-of-the-river	40	scenario1	6	0.580855395
Germany	Hydrorun-of-the-river	41	scenario1	6	0.584143231
Germany	Hydrorun-of-the-river	42	scenario1	6	0.58038284
Germany	Hydrorun-of-the-river	43	scenario1	6	0.588808628
Germany	Hydrorun-of-the-river	44	scenario1	6	0.593280469
Germany	Hydrorun-of-the-river	45	scenario1	6	0.593954427
Germany	Hydrorun-of-the-river	46	scenario1	6	0.59260651
Germany	Hydrorun-of-the-river	47	scenario1	6	0.594784451
Germany	Hydrorun-of-the-river	48	scenario1	6	0.594096543
Denmark	Hydrorun-of-the-river	1	scenario1	6	0.41
Denmark	Hydrorun-of-the-river	2	scenario1	6	0.41
Denmark	Hydrorun-of-the-river	3	scenario1	6	0.41
Denmark	Hydrorun-of-the-river	4	scenario1	6	0.41
Denmark	Hydrorun-of-the-river	5	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	6	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	7	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	8	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	9	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	10	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	11	scenario1	6	0.41
Denmark	Hydrorun-of-the-river	12	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	13	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	14	scenario1	6	0.41
Denmark	Hydrorun-of-the-river	15	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	16	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	17	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	18	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	19	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	20	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	21	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	22	scenario1	6	0.408
Denmark	Hydrorun-of-the-river	23	scenario1	6	0.412
Denmark	Hydrorun-of-the-river	24	scenario1	6	0.398
Denmark	Hydrorun-of-the-river	25	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	26	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	27	scenario1	6	0.398
Denmark	Hydrorun-of-the-river	28	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	29	scenario1	6	0.398
Denmark	Hydrorun-of-the-river	30	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	31	scenario1	6	0.398
Denmark	Hydrorun-of-the-river	32	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	33	scenario1	6	0.398
Denmark	Hydrorun-of-the-river	34	scenario1	6	0.398
Denmark	Hydrorun-of-the-river	35	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	36	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	37	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	38	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	39	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	40	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	41	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	42	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	43	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	44	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	45	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	46	scenario1	6	0.396
Denmark	Hydrorun-of-the-river	47	scenario1	6	0.398
Denmark	Hydrorun-of-the-river	48	scenario1	6	0.396
France	Hydrorun-of-the-river	1	scenario1	6	0.67955189
France	Hydrorun-of-the-river	2	scenario1	6	0.646805367
France	Hydrorun-of-the-river	3	scenario1	6	0.620460421
France	Hydrorun-of-the-river	4	scenario1	6	0.600270836
France	Hydrorun-of-the-river	5	scenario1	6	0.567647421
France	Hydrorun-of-the-river	6	scenario1	6	0.514957528
France	Hydrorun-of-the-river	7	scenario1	6	0.471008248
France	Hydrorun-of-the-river	8	scenario1	6	0.462144528
France	Hydrorun-of-the-river	9	scenario1	6	0.461405885
France	Hydrorun-of-the-river	10	scenario1	6	0.462021421
France	Hydrorun-of-the-river	11	scenario1	6	0.488120153
France	Hydrorun-of-the-river	12	scenario1	6	0.530715253
France	Hydrorun-of-the-river	13	scenario1	6	0.608888342
France	Hydrorun-of-the-river	14	scenario1	6	0.65111412
France	Hydrorun-of-the-river	15	scenario1	6	0.650621691
France	Hydrorun-of-the-river	16	scenario1	6	0.656284624
France	Hydrorun-of-the-river	17	scenario1	6	0.623907423
France	Hydrorun-of-the-river	18	scenario1	6	0.579342607
France	Hydrorun-of-the-river	19	scenario1	6	0.559522344
France	Hydrorun-of-the-river	20	scenario1	6	0.544749477
France	Hydrorun-of-the-river	21	scenario1	6	0.5161886
France	Hydrorun-of-the-river	22	scenario1	6	0.548319586
France	Hydrorun-of-the-river	23	scenario1	6	0.637941647
France	Hydrorun-of-the-river	24	scenario1	6	0.678936354
France	Hydrorun-of-the-river	25	scenario1	6	0.686076573
France	Hydrorun-of-the-river	26	scenario1	6	0.651606549
France	Hydrorun-of-the-river	27	scenario1	6	0.623907423
France	Hydrorun-of-the-river	28	scenario1	6	0.599532193
France	Hydrorun-of-the-river	29	scenario1	6	0.595962083
France	Hydrorun-of-the-river	30	scenario1	6	0.562969346
France	Hydrorun-of-the-river	31	scenario1	6	0.548319586
France	Hydrorun-of-the-river	32	scenario1	6	0.521482211
France	Hydrorun-of-the-river	33	scenario1	6	0.504124092
France	Hydrorun-of-the-river	34	scenario1	6	0.496983873
France	Hydrorun-of-the-river	35	scenario1	6	0.490336083
France	Hydrorun-of-the-river	36	scenario1	6	0.51840453
France	Hydrorun-of-the-river	37	scenario1	6	0.544749477
France	Hydrorun-of-the-river	38	scenario1	6	0.569740244
France	Hydrorun-of-the-river	39	scenario1	6	0.538717223
France	Hydrorun-of-the-river	40	scenario1	6	0.523575034
France	Hydrorun-of-the-river	41	scenario1	6	0.519512495
France	Hydrorun-of-the-river	42	scenario1	6	0.503016127
France	Hydrorun-of-the-river	43	scenario1	6	0.477902253
France	Hydrorun-of-the-river	44	scenario1	6	0.465837745
France	Hydrorun-of-the-river	45	scenario1	6	0.475686323
France	Hydrorun-of-the-river	46	scenario1	6	0.500307768
