Node	IntermitentGenerators	Operationalhour	Scenario	Period	GeneratorStochasticAvailabilityRaw
Denmark	Hydrorun-of-the-river	33	scenario1	2	0.6
Denmark	Hydrorun-of-the-river	34	scenario1	2	0.6
Denmark	Hydrorun-of-the-river	35	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	36	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	37	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	38	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	39	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	40	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	41	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	42	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	43	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	44	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	45	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	46	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	47	scenario1	2	0.4
Denmark	Hydrorun-of-the-river	48	scenario1	2	0.4
France	Hydrorun-of-the-river	1	scenario1	2	0.398744306
France	Hydrorun-of-the-river	2	scenario1	2	0.418933891
France	Hydrorun-of-the-river	3	scenario1	2	0.419180106
France	Hydrorun-of-the-river	4	scenario1	2	0.38926505
France	Hydrorun-of-the-river	5	scenario1	2	0.373507325
France	Hydrorun-of-the-river	6	scenario1	2	0.380524437
France	Hydrorun-of-the-river	7	scenario1	2	0.423365752
France	Hydrorun-of-the-river	8	scenario1	2	0.477286717
France	Hydrorun-of-the-river	9	scenario1	2	0.508432845
France	Hydrorun-of-the-river	10	scenario1	2	0.496614551
France	Hydrorun-of-the-river	11	scenario1	2	0.445401945
France	Hydrorun-of-the-river	12	scenario1	2	0.407238705
France	Hydrorun-of-the-river	13	scenario1	2	0.371168288
France	Hydrorun-of-the-river	14	scenario1	2	0.349132094
France	Hydrorun-of-the-river	15	scenario1	2	0.342730518
France	Hydrorun-of-the-river	16	scenario1	2	0.349132094
France	Hydrorun-of-the-river	17	scenario1	2	0.33866798
France	Hydrorun-of-the-river	18	scenario1	2	0.342730518
France	Hydrorun-of-the-river	19	scenario1	2	0.349378309
France	Hydrorun-of-the-river	20	scenario1	2	0.366982642
France	Hydrorun-of-the-river	21	scenario1	2	0.445155731
France	Hydrorun-of-the-river	22	scenario1	2	0.524559892
France	Hydrorun-of-the-river	23	scenario1	2	0.567278099
France	Hydrorun-of-the-river	24	scenario1	2	0.563954204
France	Hydrorun-of-the-river	25	scenario1	2	0.557798843
France	Hydrorun-of-the-river	26	scenario1	2	0.544133941
France	Hydrorun-of-the-river	27	scenario1	2	0.503508556
France	Hydrorun-of-the-river	28	scenario1	2	0.473101071
France	Hydrorun-of-the-river	29	scenario1	2	0.453034593
France	Hydrorun-of-the-river	30	scenario1	2	0.477902253
France	Hydrorun-of-the-river	31	scenario1	2	0.55927613
France	Hydrorun-of-the-river	32	scenario1	2	0.62095285
France	Hydrorun-of-the-river	33	scenario1	2	0.583897575
France	Hydrorun-of-the-river	34	scenario1	2	0.516557922
France	Hydrorun-of-the-river	35	scenario1	2	0.465099101
France	Hydrorun-of-the-river	36	scenario1	2	0.44872584
France	Hydrorun-of-the-river	37	scenario1	2	0.429028684
France	Hydrorun-of-the-river	38	scenario1	2	0.4309984
France	Hydrorun-of-the-river	39	scenario1	2	0.407977348
France	Hydrorun-of-the-river	40	scenario1	2	0.408469777
France	Hydrorun-of-the-river	41	scenario1	2	0.406007633
France	Hydrorun-of-the-river	42	scenario1	2	0.393573803
France	Hydrorun-of-the-river	43	scenario1	2	0.402068201
France	Hydrorun-of-the-river	44	scenario1	2	0.440600763
France	Hydrorun-of-the-river	45	scenario1	2	0.522220854
France	Hydrorun-of-the-river	46	scenario1	2	0.599778407
France	Hydrorun-of-the-river	47	scenario1	2	0.625507817
France	Hydrorun-of-the-river	48	scenario1	2	0.629939677
Germany	Solar	49	scenario1	2	0.0
Germany	Solar	50	scenario1	2	0.0
Germany	Solar	51	scenario1	2	0.0
Germany	Solar	52	scenario1	2	0.016
Germany	Solar	53	scenario1	2	0.087
Germany	Solar	54	scenario1	2	0.208
Germany	Solar	55	scenario1	2	0.344
Germany	Solar	56	scenario1	2	0.456
Germany	Solar	57	scenario1	2	0.529
Germany	Solar	58	scenario1	2	0.562
Germany	Solar	59	scenario1	2	0.559
Germany	Solar	60	scenario1	2	0.524
Germany	Solar	61	scenario1	2	0.453
Germany	Solar	62	scenario1	2	0.359
Germany	Solar	63	scenario1	2	0.244
Germany	Solar	64	scenario1	2	0.132
Germany	Solar	65	scenario1	2	0.048
Germany	Solar	66	scenario1	2	0.003
Germany	Solar	67	scenario1	2	0.0
Germany	Solar	68	scenario1	2	0.0
Germany	Solar	69	scenario1	2	0.0
Germany	Solar	70	scenario1	2	0.0
Germany	Solar	71	scenario1	2	0.0
Germany	Solar	72	scenario1	2	0.0
Germany	Solar	73	scenario1	2	0.0
Germany	Solar	74	scenario1	2	0.0
Germany	Solar	75	scenario1	2	0.0
Germany	Solar	76	scenario1	2	0.012
Germany	Solar	77	scenario1	2	0.063
Germany	Solar	78	scenario1	2	0.134
Germany	Solar	79	scenario1	2	0.209
Germany	Solar	80	scenario1	2	0.263
Germany	Solar	81	scenario1	2	0.297
Germany	Solar	82	scenario1	2	0.315
Germany	Solar	83	scenario1	2	0.312
Germany	Solar	84	scenario1	2	0.296
Germany	Solar	85	scenario1	2	0.264
Germany	Solar	86	scenario1	2	0.22
Germany	Solar	87	scenario1	2	0.16
Germany	Solar	88	scenario1	2	0.096
Germany	Solar	89	scenario1	2	0.045
Germany	Solar	90	scenario1	2	0.004
Germany	Solar	91	scenario1	2	0.0
Germany	Solar	92	scenario1	2	0.0
Germany	Solar	93	scenario1	2	0.0
Germany	Solar	94	scenario1	2	0.0
Germany	Solar	95	scenario1	2	0.0
Germany	Solar	96	scenario1	2	0.0
Denmark	Solar	49	scenario1	2	0.0
Denmark	Solar	50	scenario1	2	0.0
Denmark	Solar	51	scenario1	2	0.0
Denmark	Solar	52	scenario1	2	0.055
Denmark	Solar	53	scenario1	2	0.177
Denmark	Solar	54	scenario1	2	0.303
Denmark	Solar	55	scenario1	2	0.401
Denmark	Solar	56	scenario1	2	0.446
Denmark	Solar	57	scenario1	2	0.447
Denmark	Solar	58	scenario1	2	0.412
Denmark	Solar	59	scenario1	2	0.355
Denmark	Solar	60	scenario1	2	0.313
Denmark	Solar	61	scenario1	2	0.278
Denmark	Solar	62	scenario1	2	0.216
Denmark	Solar	63	scenario1	2	0.174
Denmark	Solar	64	scenario1	2	0.107
Denmark	Solar	65	scenario1	2	0.049
Denmark	Solar	66	scenario1	2	0.006
Denmark	Solar	67	scenario1	2	0.0
Denmark	Solar	68	scenario1	2	0.0
Denmark	Solar	69	scenario1	2	0.0
Denmark	Solar	70	scenario1	2	0.0
Denmark	Solar	71	scenario1	2	0.0
Denmark	Solar	72	scenario1	2	0.0
Denmark	Solar	73	scenario1	2	0.0
Denmark	Solar	74	scenario1	2	0.0
Denmark	Solar	75	scenario1	2	0.0
Denmark	Solar	76	scenario1	2	0.02
Denmark	Solar	77	scenario1	2	0.086
Denmark	Solar	78	scenario1	2	0.2
Denmark	Solar	79	scenario1	2	0.308
Denmark	Solar	80	scenario1	2	0.389
Denmark	Solar	81	scenario1	2	0.42
Denmark	Solar	82	scenario1	2	0.447
Denmark	Solar	83	scenario1	2	0.441
Denmark	Solar	84	scenario1	2	0.427
Denmark	Solar	85	scenario1	2	0.394
Denmark	Solar	86	scenario1	2	0.336
Denmark	Solar	87	scenario1	2	0.251
Denmark	Solar	88	scenario1	2	0.162
Denmark	Solar	89	scenario1	2	0.077
Denmark	Solar	90	scenario1	2	0.014
Denmark	Solar	91	scenario1	2	0.0
Denmark	Solar	92	scenario1	2	0.0
Denmark	Solar	93	scenario1	2	0.0
Denmark	Solar	94	scenario1	2	0.0
Denmark	Solar	95	scenario1	2	0.0
Denmark	Solar	96	scenario1	2	0.0
France	Solar	49	scenario1	2	0.0
France	Solar	50	scenario1	2	0.0
France	Solar	51	scenario1	2	0.0
France	Solar	52	scenario1	2	0.0
France	Solar	53	scenario1	2	0.023
France	Solar	54	scenario1	2	0.093
France	Solar	55	scenario1	2	0.22
France	Solar	56	scenario1	2	0.369
France	Solar	57	scenario1	2	0.474
France	Solar	58	scenario1	2	0.542
France	Solar	59	scenario1	2	0.565
France	Solar	60	scenario1	2	0.551
France	Solar	61	scenario1	2	0.5
France	Solar	62	scenario1	2	0.416
France	Solar	63	scenario1	2	0.311
France	Solar	64	scenario1	2	0.196
France	Solar	65	scenario1	2	0.09
France	Solar	66	scenario1	2	0.017
France	Solar	67	scenario1	2	0.0
France	Solar	68	scenario1	2	0.0
France	Solar	69	scenario1	2	0.0
France	Solar	70	scenario1	2	0.0
France	Solar	71	scenario1	2	0.0
France	Solar	72	scenario1	2	0.0
France	Solar	73	scenario1	2	0.0
France	Solar	74	scenario1	2	0.0
France	Solar	75	scenario1	2	0.0
France	Solar	76	scenario1	2	0.0
France	Solar	77	scenario1	2	0.032
France	Solar	78	scenario1	2	0.111
France	Solar	79	scenario1	2	0.233
France	Solar	80	scenario1	2	0.349
France	Solar	81	scenario1	2	0.426
France	Solar	82	scenario1	2	0.465
France	Solar	83	scenario1	2	0.493
France	Solar	84	scenario1	2	0.489
France	Solar	85	scenario1	2	0.456
France	Solar	86	scenario1	2	0.391
France	Solar	87	scenario1	2	0.297
France	Solar	88	scenario1	2	0.193
France	Solar	89	scenario1	2	0.095
France	Solar	90	scenario1	2	0.022
France	Solar	91	scenario1	2	0.0
France	Solar	92	scenario1	2	0.0
France	Solar	93	scenario1	2	0.0
France	Solar	94	scenario1	2	0.0
France	Solar	95	scenario1	2	0.0
France	Solar	96	scenario1	2	0.0
Germany	Windonshore	49	scenario1	2	0.1969
Germany	Windonshore	50	scenario1	2	0.1856
Germany	Windonshore	51	scenario1	2	0.1777
Germany	Windonshore	52	scenario1	2	0.1518
Germany	Windonshore	53	scenario1	2	0.1362
Germany	Windonshore	54	scenario1	2	0.1989
Germany	Windonshore	55	scenario1	2	0.2045
Germany	Windonshore	56	scenario1	2	0.2177
Germany	Windonshore	57	scenario1	2	0.2349
Germany	Windonshore	58	scenario1	2	0.2526
Germany	Windonshore	59	scenario1	2	0.2719
Germany	Windonshore	60	scenario1	2	0.288
Germany	Windonshore	61	scenario1	2	0.2968
Germany	Windonshore	62	scenario1	2	0.2945
Germany	Windonshore	63	scenario1	2	0.2858
Germany	Windonshore	64	scenario1	2	0.265
Germany	Windonshore	65	scenario1	2	0.2134
Germany	Windonshore	66	scenario1	2	0.1706
Germany	Windonshore	67	scenario1	2	0.1564
Germany	Windonshore	68	scenario1	2	0.1523
Germany	Windonshore	69	scenario1	2	0.1485
Germany	Windonshore	70	scenario1	2	0.1488
Germany	Windonshore	71	scenario1	2	0.1486
Germany	Windonshore	72	scenario1	2	0.1457
Germany	Windonshore	73	scenario1	2	0.1424
Germany	Windonshore	74	scenario1	2	0.1371
Germany	Windonshore	75	scenario1	2	0.1315
Germany	Windonshore	76	scenario1	2	0.1234
Germany	Windonshore	77	scenario1	2	0.1131
Germany	Windonshore	78	scenario1	2	0.1325
Germany	Windonshore	79	scenario1	2	0.1393
Germany	Windonshore	80	scenario1	2	0.1264
Germany	Windonshore	81	scenario1	2	0.1147
Germany	Windonshore	82	scenario1	2	0.1091
Germany	Windonshore	83	scenario1	2	0.1101
Germany	Windonshore	84	scenario1	2	0.1167
Germany	Windonshore	85	scenario1	2	0.1278
Germany	Windonshore	86	scenario1	2	0.1406
Germany	Windonshore	87	scenario1	2	0.1476
Germany	Windonshore	88	scenario1	2	0.1422
Germany	Windonshore	89	scenario1	2	0.1107
Germany	Windonshore	90	scenario1	2	0.1093
Germany	Windonshore	91	scenario1	2	0.1291
Germany	Windonshore	92	scenario1	2	0.1332
Germany	Windonshore	93	scenario1	2	0.1338
Germany	Windonshore	94	scenario1	2	0.1314
Germany	Windonshore	95	scenario1	2	0.1233
Germany	Windonshore	96	scenario1	2	0.1108
Denmark	Windonshore	49	scenario1	2	0.3639
Denmark	Windonshore	50	scenario1	2	0.3575
Denmark	Windonshore	51	scenario1	2	0.3421
Denmark	Windonshore	52	scenario1	2	0.3108
Denmark	Windonshore	53	scenario1	2	0.2892
Denmark	Windonshore	54	scenario1	2	0.3649
Denmark	Windonshore	55	scenario1	2	0.3996
Denmark	Windonshore	56	scenario1	2	0.4463
Denmark	Windonshore	57	scenario1	2	0.4955
Denmark	Windonshore	58	scenario1	2	0.5352
Denmark	Windonshore	59	scenario1	2	0.5659
Denmark	Windonshore	60	scenario1	2	0.5897
Denmark	Windonshore	61	scenario1	2	0.6055
Denmark	Windonshore	62	scenario1	2	0.6042
Denmark	Windonshore	63	scenario1	2	0.5907
Denmark	Windonshore	64	scenario1	2	0.5449
Denmark	Windonshore	65	scenario1	2	0.4601
Denmark	Windonshore	66	scenario1	2	0.39
Denmark	Windonshore	67	scenario1	2	0.3478
Denmark	Windonshore	68	scenario1	2	0.3227
Denmark	Windonshore	69	scenario1	2	0.3191
Denmark	Windonshore	70	scenario1	2	0.3266
Denmark	Windonshore	71	scenario1	2	0.3296
Denmark	Windonshore	72	scenario1	2	0.3334
Denmark	Windonshore	73	scenario1	2	0.3306
Denmark	Windonshore	74	scenario1	2	0.3389
Denmark	Windonshore	75	scenario1	2	0.3325
Denmark	Windonshore	76	scenario1	2	0.3164
Denmark	Windonshore	77	scenario1	2	0.3146
Denmark	Windonshore	78	scenario1	2	0.3444
Denmark	Windonshore	79	scenario1	2	0.3473
Denmark	Windonshore	80	scenario1	2	0.3149
Denmark	Windonshore	81	scenario1	2	0.2837
Denmark	Windonshore	82	scenario1	2	0.2688
Denmark	Windonshore	83	scenario1	2	0.2624
Denmark	Windonshore	84	scenario1	2	0.2498
Denmark	Windonshore	85	scenario1	2	0.2254
Denmark	Windonshore	86	scenario1	2	0.1976
Denmark	Windonshore	87	scenario1	2	0.175
Denmark	Windonshore	88	scenario1	2	0.1505
Denmark	Windonshore	89	scenario1	2	0.1113
Denmark	Windonshore	90	scenario1	2	0.0949
Denmark	Windonshore	91	scenario1	2	0.0955
Denmark	Windonshore	92	scenario1	2	0.0945
Denmark	Windonshore	93	scenario1	2	0.0914
Denmark	Windonshore	94	scenario1	2	0.0881
Denmark	Windonshore	95	scenario1	2	0.0842
Denmark	Windonshore	96	scenario1	2	0.0817
France	Windonshore	49	scenario1	2	0.1159
France	Windonshore	50	scenario1	2	0.106
France	Windonshore	51	scenario1	2	0.0923
France	Windonshore	52	scenario1	2	0.0786
France	Windonshore	53	scenario1	2	0.0609
France	Windonshore	54	scenario1	2	0.0467
France	Windonshore	55	scenario1	2	0.0439
France	Windonshore	56	scenario1	2	0.0413
France	Windonshore	57	scenario1	2	0.0392
France	Windonshore	58	scenario1	2	0.0379
France	Windonshore	59	scenario1	2	0.0427
France	Windonshore	60	scenario1	2	0.0526
France	Windonshore	61	scenario1	2	0.0655
France	Windonshore	62	scenario1	2	0.0815
France	Windonshore	63	scenario1	2	0.102
France	Windonshore	64	scenario1	2	0.1234
France	Windonshore	65	scenario1	2	0.1291
France	Windonshore	66	scenario1	2	0.1363
France	Windonshore	67	scenario1	2	0.1574
France	Windonshore	68	scenario1	2	0.164
France	Windonshore	69	scenario1	2	0.1581
France	Windonshore	70	scenario1	2	0.1516
France	Windonshore	71	scenario1	2	0.1583
France	Windonshore	72	scenario1	2	0.1774
France	Windonshore	73	scenario1	2	0.1959
France	Windonshore	74	scenario1	2	0.2029
France	Windonshore	75	scenario1	2	0.1967
France	Windonshore	76	scenario1	2	0.185
France	Windonshore	77	scenario1	2	0.1685
France	Windonshore	78	scenario1	2	0.18
France	Windonshore	79	scenario1	2	0.2594
France	Windonshore	80	scenario1	2	0.3556
France	Windonshore	81	scenario1	2	0.4268
France	Windonshore	82	scenario1	2	0.4593
France	Windonshore	83	scenario1	2	0.4739
France	Windonshore	84	scenario1	2	0.4963
France	Windonshore	85	scenario1	2	0.5308
France	Windonshore	86	scenario1	2	0.566
France	Windonshore	87	scenario1	2	0.5925
France	Windonshore	88	scenario1	2	0.5909
France	Windonshore	89	scenario1	2	0.5381
France	Windonshore	90	scenario1	2	0.47
France	Windonshore	91	scenario1	2	0.4389
France	Windonshore	92	scenario1	2	0.4014
France	Windonshore	93	scenario1	2	0.3749
France	Windonshore	94	scenario1	2	0.3552
France	Windonshore	95	scenario1	2	0.3375
France	Windonshore	96	scenario1	2	0.3149
Germany	Windoffshore	49	scenario1	2	0.5925
Germany	Windoffshore	50	scenario1	2	0.5815
Germany	Windoffshore	51	scenario1	2	0.5426
Germany	Windoffshore	52	scenario1	2	0.4778
Germany	Windoffshore	53	scenario1	2	0.4153
Germany	Windoffshore	54	scenario1	2	0.3777
Germany	Windoffshore	55	scenario1	2	0.3726
Germany	Windoffshore	56	scenario1	2	0.4039
Germany	Windoffshore	57	scenario1	2	0.4521
Germany	Windoffshore	58	scenario1	2	0.4959
Germany	Windoffshore	59	scenario1	2	0.5255
Germany	Windoffshore	60	scenario1	2	0.5418
Germany	Windoffshore	61	scenario1	2	0.5607
Germany	Windoffshore	62	scenario1	2	0.5944
Germany	Windoffshore	63	scenario1	2	0.6345
Germany	Windoffshore	64	scenario1	2	0.6549
Germany	Windoffshore	65	scenario1	2	0.6708
Germany	Windoffshore	66	scenario1	2	0.6882
Germany	Windoffshore	67	scenario1	2	0.6962
Germany	Windoffshore	68	scenario1	2	0.7043
Germany	Windoffshore	69	scenario1	2	0.6985
Germany	Windoffshore	70	scenario1	2	0.6836
Germany	Windoffshore	71	scenario1	2	0.6552
Germany	Windoffshore	72	scenario1	2	0.6149
Germany	Windoffshore	73	scenario1	2	0.5852
Germany	Windoffshore	74	scenario1	2	0.5498
Germany	Windoffshore	75	scenario1	2	0.4996
Germany	Windoffshore	76	scenario1	2	0.4566
Germany	Windoffshore	77	scenario1	2	0.4138
Germany	Windoffshore	78	scenario1	2	0.3682
Germany	Windoffshore	79	scenario1	2	0.3312
Germany	Windoffshore	80	scenario1	2	0.3137
Germany	Windoffshore	81	scenario1	2	0.3107
Germany	Windoffshore	82	scenario1	2	0.3132
Germany	Windoffshore	83	scenario1	2	0.3269
Germany	Windoffshore	84	scenario1	2	0.3491
Germany	Windoffshore	85	scenario1	2	0.369
Germany	Windoffshore	86	scenario1	2	0.3715
Germany	Windoffshore	87	scenario1	2	0.3584
Germany	Windoffshore	88	scenario1	2	0.3355
Germany	Windoffshore	89	scenario1	2	0.3112
Germany	Windoffshore	90	scenario1	2	0.2959
Germany	Windoffshore	91	scenario1	2	0.2865
Germany	Windoffshore	92	scenario1	2	0.279
Germany	Windoffshore	93	scenario1	2	0.288
Germany	Windoffshore	94	scenario1	2	0.3059
Germany	Windoffshore	95	scenario1	2	0.319
Germany	Windoffshore	96	scenario1	2	0.3273
Denmark	Windoffshore	49	scenario1	2	0.5146
Denmark	Windoffshore	50	scenario1	2	0.4935
Denmark	Windoffshore	51	scenario1	2	0.4708
Denmark	Windoffshore	52	scenario1	2	0.4404
Denmark	Windoffshore	53	scenario1	2	0.4257
Denmark	Windoffshore	54	scenario1	2	0.4496
Denmark	Windoffshore	55	scenario1	2	0.4949
Denmark	Windoffshore	56	scenario1	2	0.5471
Denmark	Windoffshore	57	scenario1	2	0.6007
Denmark	Windoffshore	58	scenario1	2	0.6359
Denmark	Windoffshore	59	scenario1	2	0.6508
Denmark	Windoffshore	60	scenario1	2	0.659
Denmark	Windoffshore	61	scenario1	2	0.6769
Denmark	Windoffshore	62	scenario1	2	0.7049
Denmark	Windoffshore	63	scenario1	2	0.7263
Denmark	Windoffshore	64	scenario1	2	0.726
Denmark	Windoffshore	65	scenario1	2	0.7074
Denmark	Windoffshore	66	scenario1	2	0.6799
Denmark	Windoffshore	67	scenario1	2	0.6536
Denmark	Windoffshore	68	scenario1	2	0.6201
Denmark	Windoffshore	69	scenario1	2	0.5826
Denmark	Windoffshore	70	scenario1	2	0.5514
Denmark	Windoffshore	71	scenario1	2	0.5184
Denmark	Windoffshore	72	scenario1	2	0.4876
Denmark	Windoffshore	73	scenario1	2	0.4672
Denmark	Windoffshore	74	scenario1	2	0.4784
Denmark	Windoffshore	75	scenario1	2	0.5021
Denmark	Windoffshore	76	scenario1	2	0.5179
Denmark	Windoffshore	77	scenario1	2	0.5234
Denmark	Windoffshore	78	scenario1	2	0.5014
Denmark	Windoffshore	79	scenario1	2	0.4533
Denmark	Windoffshore	80	scenario1	2	0.4008
Denmark	Windoffshore	81	scenario1	2	0.369
Denmark	Windoffshore	82	scenario1	2	0.3659
Denmark	Windoffshore	83	scenario1	2	0.3817
Denmark	Windoffshore	84	scenario1	2	0.4044
Denmark	Windoffshore	85	scenario1	2	0.4069
Denmark	Windoffshore	86	scenario1	2	0.38
Denmark	Windoffshore	87	scenario1	2	0.3294
Denmark	Windoffshore	88	scenario1	2	0.2746
Denmark	Windoffshore	89	scenario1	2	0.218
Denmark	Windoffshore	90	scenario1	2	0.1747
Denmark	Windoffshore	91	scenario1	2	0.1488
Denmark	Windoffshore	92	scenario1	2	0.1401
Denmark	Windoffshore	93	scenario1	2	0.1493
Denmark	Windoffshore	94	scenario1	2	0.159
Denmark	Windoffshore	95	scenario1	2	0.1622
Denmark	Windoffshore	96	scenario1	2	0.1623
France	Windoffshore	49	scenario1	2	0.3024
France	Windoffshore	50	scenario1	2	0.357
France	Windoffshore	51	scenario1	2	0.3883
France	Windoffshore	52	scenario1	2	0.3472
France	Windoffshore	53	scenario1	2	0.2802
France	Windoffshore	54	scenario1	2	0.176
France	Windoffshore	55	scenario1	2	0.1177
France	Windoffshore	56	scenario1	2	0.0627
France	Windoffshore	57	scenario1	2	0.0458
France	Windoffshore	58	scenario1	2	0.0444
France	Windoffshore	59	scenario1	2	0.0444
France	Windoffshore	60	scenario1	2	0.0727
France	Windoffshore	61	scenario1	2	0.1438
France	Windoffshore	62	scenario1	2	0.2267
France	Windoffshore	63	scenario1	2	0.2893
France	Windoffshore	64	scenario1	2	0.317
France	Windoffshore	65	scenario1	2	0.3252
France	Windoffshore	66	scenario1	2	0.3293
France	Windoffshore	67	scenario1	2	0.3854
France	Windoffshore	68	scenario1	2	0.3725
France	Windoffshore	69	scenario1	2	0.3444
France	Windoffshore	70	scenario1	2	0.3361
France	Windoffshore	71	scenario1	2	0.309
France	Windoffshore	72	scenario1	2	0.2726
France	Windoffshore	73	scenario1	2	0.2267
France	Windoffshore	74	scenario1	2	0.1957
France	Windoffshore	75	scenario1	2	0.2396
France	Windoffshore	76	scenario1	2	0.2626
France	Windoffshore	77	scenario1	2	0.2726
France	Windoffshore	78	scenario1	2	0.2577
France	Windoffshore	79	scenario1	2	0.4317
France	Windoffshore	80	scenario1	2	0.5663
France	Windoffshore	81	scenario1	2	0.6909
France	Windoffshore	82	scenario1	2	0.7733
France	Windoffshore	83	scenario1	2	0.843
France	Windoffshore	84	scenario1	2	0.9033
France	Windoffshore	85	scenario1	2	0.921
France	Windoffshore	86	scenario1	2	0.9006
France	Windoffshore	87	scenario1	2	0.8703
France	Windoffshore	88	scenario1	2	0.8457
France	Windoffshore	89	scenario1	2	0.8156
France	Windoffshore	90	scenario1	2	0.7529
France	Windoffshore	91	scenario1	2	0.685
France	Windoffshore	92	scenario1	2	0.643
France	Windoffshore	93	scenario1	2	0.6209
France	Windoffshore	94	scenario1	2	0.6102
France	Windoffshore	95	scenario1	2	0.5803
France	Windoffshore	96	scenario1	2	0.5593
Germany	Hydrorun-of-the-river	49	scenario1	2	0.600233662
Germany	Hydrorun-of-the-river	50	scenario1	2	0.599620735
Germany	Hydrorun-of-the-river	51	scenario1	2	0.59889272
Germany	Hydrorun-of-the-river	52	scenario1	2	0.594317999
Germany	Hydrorun-of-the-river	53	scenario1	2	0.58680419
Germany	Hydrorun-of-the-river	54	scenario1	2	0.590992672
Germany	Hydrorun-of-the-river	55	scenario1	2	0.602799587
Germany	Hydrorun-of-the-river	56	scenario1	2	0.604937421
Germany	Hydrorun-of-the-river	57	scenario1	2	0.606245232
Germany	Hydrorun-of-the-river	58	scenario1	2	0.610468589
Germany	Hydrorun-of-the-river	59	scenario1	2	0.619672088
Germany	Hydrorun-of-the-river	60	scenario1	2	0.627492796
Germany	Hydrorun-of-the-river	61	scenario1	2	0.626132673
Germany	Hydrorun-of-the-river	62	scenario1	2	0.625388965
Germany	Hydrorun-of-the-river	63	scenario1	2	0.625459586
Germany	Hydrorun-of-the-river	64	scenario1	2	0.625797002
Germany	Hydrorun-of-the-river	65	scenario1	2	0.626623538
Germany	Hydrorun-of-the-river	66	scenario1	2	0.627702918
Germany	Hydrorun-of-the-river	67	scenario1	2	0.625792642
Germany	Hydrorun-of-the-river	68	scenario1	2	0.628004586
Germany	Hydrorun-of-the-river	69	scenario1	2	0.630844279
Germany	Hydrorun-of-the-river	70	scenario1	2	0.627509362
Germany	Hydrorun-of-the-river	71	scenario1	2	0.632534842
Germany	Hydrorun-of-the-river	72	scenario1	2	0.704799229
Germany	Hydrorun-of-the-river	73	scenario1	2	0.701603812
Germany	Hydrorun-of-the-river	74	scenario1	2	0.696248763
Germany	Hydrorun-of-the-river	75	scenario1	2	0.689963425
Germany	Hydrorun-of-the-river	76	scenario1	2	0.681384187
Germany	Hydrorun-of-the-river	77	scenario1	2	0.671833681
Germany	Hydrorun-of-the-river	78	scenario1	2	0.662209067
Germany	Hydrorun-of-the-river	79	scenario1	2	0.65425409
Germany	Hydrorun-of-the-river	80	scenario1	2	0.646672276
Germany	Hydrorun-of-the-river	81	scenario1	2	0.647192784
Germany	Hydrorun-of-the-river	82	scenario1	2	0.653697835
Germany	Hydrorun-of-the-river	83	scenario1	2	0.659593445
Germany	Hydrorun-of-the-river	84	scenario1	2	0.678117276
Germany	Hydrorun-of-the-river	85	scenario1	2	0.688661717
Germany	Hydrorun-of-the-river	86	scenario1	2	0.693543339
Germany	Hydrorun-of-the-river	87	scenario1	2	0.692115209
Germany	Hydrorun-of-the-river	88	scenario1	2	0.685610159
Germany	Hydrorun-of-the-river	89	scenario1	2	0.685543897
Germany	Hydrorun-of-the-river	90	scenario1	2	0.683222097
Germany	Hydrorun-of-the-river	91	scenario1	2	0.679930773
Germany	Hydrorun-of-the-river	92	scenario1	2	0.679749423
Germany	Hydrorun-of-the-river	93	scenario1	2	0.679584639
Germany	Hydrorun-of-the-river	94	scenario1	2	0.677409314
Germany	Hydrorun-of-the-river	95	scenario1	2	0.679242865
Germany	Hydrorun-of-the-river	96	scenario1	2	0.682063377
Denmark	Hydrorun-of-the-river	49	scenario1	2	0.124
Denmark	Hydrorun-of-the-river	50	scenario1	2	0.124
Denmark	Hydrorun-of-the-river	51	scenario1	2	0.132
Denmark	Hydrorun-of-the-river	52	scenario1	2	0.134
Denmark	Hydrorun-of-the-river	53	scenario1	2	0.142
Denmark	Hydrorun-of-the-river	54	scenario1	2	0.136
Denmark	Hydrorun-of-the-river	55	scenario1	2	0.134
Denmark	Hydrorun-of-the-river	56	scenario1	2	0.13
Denmark	Hydrorun-of-the-river	57	scenario1	2	0.138
Denmark	Hydrorun-of-the-river	58	scenario1	2	0.128
Denmark	Hydrorun-of-the-river	59	scenario1	2	0.138
Denmark	Hydrorun-of-the-river	60	scenario1	2	0.126
Denmark	Hydrorun-of-the-river	61	scenario1	2	0.13
Denmark	Hydrorun-of-the-river	62	scenario1	2	0.126
Denmark	Hydrorun-of-the-river	63	scenario1	2	0.128
Denmark	Hydrorun-of-the-river	64	scenario1	2	0.132
Denmark	Hydrorun-of-the-river	65	scenario1	2	0.14
Denmark	Hydrorun-of-the-river	66	scenario1	2	0.13
