first stage decision,expected second stage value,feasibility
[1 0 0 0 0 0 1 1 1 0],34.00280305557553,1
[0 1 1 0 1 0 1 0 0 0],41.439346991970595,1
[1 0 0 1 0 1 1 0 1 1],18.197699250769166,1
[1 0 1 1 1 1 0 1 1 0],19.64010399272643,1
[1 1 1 1 1 0 1 0 1 0],29.67745126164912,1
[1 0 1 0 0 0 1 1 0 1],28.983340957086437,1
[0 0 0 1 0 0 0 1 0 0],0.0,0
[0 1 0 0 0 1 0 0 0 1],0.0,0
[1 1 0 0 0 0 0 1 1 0],0.0,0
[0 1 1 1 1 1 1 1 0 0],25.47567544477308,1
[1 0 0 1 1 1 0 1 1 0],20.270814851572162,1
[1 1 1 1 1 1 0 1 0 0],18.49033405319312,1
[0 1 1 0 1 0 0 1 1 0],49.509171103602476,1
[1 0 1 1 0 0 0 1 1 1],29.74087454999232,1
[0 0 0 1 0 1 1 1 1 1],19.836481323668643,1
[1 0 0 0 1 0 0 1 0 1],31.693091551049484,1
[1 1 0 0 1 0 1 0 0 0],33.59387229906878,1
[0 0 0 1 0 1 1 1 1 0],27.11197169799657,1
[0 1 0 1 1 0 0 0 0 0],0.0,0
[0 0 0 0 1 0 1 1 1 1],32.151609606385065,1
[1 0 0 0 1 0 0 0 0 0],0.0,0
[1 0 0 1 1 0 1 1 0 0],30.26072234926969,1
[1 1 0 0 0 0 1 1 0 0],33.9681618046961,1
[0 0 1 1 1 0 0 1 1 1],34.52727835215582,1
[1 0 1 0 1 1 1 1 1 1],18.21289909464388,1
[0 1 0 1 0 1 0 1 0 0],0.0,0
[0 1 1 1 1 1 1 1 1 1],18.88617353690889,1
[0 1 0 1 0 0 0 0 1 0],0.0,0
[0 1 1 1 0 0 1 0 0 0],38.50818973670961,1
[1 1 1 0 0 0 1 1 0 1],28.983340957086437,1
[1 0 1 0 1 1 0 1 0 1],20.177408977200397,1
[1 0 0 0 0 1 1 0 1 1],19.608704391522185,1
[0 0 1 1 0 0 1 1 1 1],29.57837771481678,1
[0 0 0 1 1 1 0 1 0 1],22.416474116199087,1
[0 0 1 0 0 1 0 1 1 0],0.0,0
[1 1 1 0 1 0 0 1 1 0],38.28777217377891,1
[0 0 0 1 0 0 1 0 1 0],0.0,0
[1 0 0 0 0 1 1 1 1 0],19.54617294370048,1
[1 0 0 0 1 1 1 0 0 0],19.179136244561292,1
[1 1 0 1 1 1 1 1 1 1],17.385165041511428,1
[0 0 0 1 1 1 0 1 0 0],0.0,0
[1 1 1 1 0 0 1 0 0 1],27.035303299052647,1
[1 1 0 1 1 1 1 0 0 0],17.69990634594491,1
[1 1 0 1 1 0 0 0 1 0],0.0,0
[1 0 0 1 1 1 0 0 0 1],19.68553224731524,1
[0 0 0 1 0 1 1 1 0 0],27.11197169799657,1
[0 1 1 0 1 0 0 0 0 1],0.0,0
[0 1 0 0 0 0 0 1 0 1],0.0,0
[0 1 0 1 1 1 0 0 1 0],0.0,0
[1 0 1 1 0 0 1 1 1 1],27.035303299052647,1
[1 1 0 1 1 0 0 1 1 0],34.26610683585851,1
[1 0 1 0 1 0 0 0 0 0],0.0,0
[0 1 0 0 0 1 1 0 0 0],0.0,0
[0 0 1 1 1 1 1 0 0 0],26.154468260203252,1
[0 0 0 1 1 0 1 1 1 0],39.931753158312986,1
[1 1 1 1 0 0 0 0 1 0],0.0,0
[0 0 1 1 1 0 0 1 0 1],34.148989120966164,1
[0 0 1 0 0 1 0 1 0 1],24.662332310166697,1
[1 0 1 0 0 0 1 0 0 0],33.37128994840962,1
[0 1 1 0 1 0 1 1 1 0],41.439346991970595,1
[0 1 0 1 0 1 0 0 0 1],0.0,0
[1 1 0 0 1 1 0 1 1 0],21.41204012802957,1
[0 1 0 0 0 0 0 0 0 0],0.0,0
[0 0 0 1 1 0 0 0 0 0],0.0,0
[1 1 1 1 0 0 1 1 0 0],29.959119584573266,1
[1 0 1 0 0 0 0 1 0 1],32.14079398481122,1
[0 1 1 1 0 0 0 1 1 0],0.0,0
[1 0 1 0 1 0 1 1 0 0],33.010716159266586,1
[0 0 1 1 0 1 0 1 0 0],0.0,0
[0 0 0 0 0 1 0 1 1 0],0.0,0
[0 0 1 1 1 0 0 0 1 1],36.447707968628386,1
[0 1 0 1 1 0 1 1 0 0],38.6351637752267,1
[0 1 1 1 1 0 1 0 0 1],29.29670939189263,1
[0 1 1 0 0 0 0 1 0 1],45.52925235866469,1
[0 1 1 0 0 1 0 0 1 0],0.0,0
[0 1 1 0 1 0 1 1 0 1],31.5683385187645,1
[1 0 1 1 0 1 0 0 0 1],21.950277440652727,1
[1 0 0 0 0 0 0 1 0 1],0.0,0
[0 1 0 1 0 1 1 1 1 1],19.836481323668643,1
[0 0 0 0 1 1 1 1 1 0],28.13123555732347,1
