first stage decision,expected second stage value,feasibility
[1 0 0 0 0 0 1 1 1 0],29.82582755331622,1
[0 1 1 0 1 0 1 0 0 0],0.0,0
[1 0 0 1 0 1 1 0 1 1],25.535046557588895,1
[1 0 1 1 1 1 0 1 1 0],22.8880918583232,1
[1 1 1 1 1 0 1 0 1 0],12.625711087801065,1
[1 0 1 0 0 0 1 1 0 1],21.858049255634814,1
[0 0 0 1 0 0 0 1 0 0],0.0,0
[0 1 0 0 0 1 0 0 0 1],0.0,0
[1 1 0 0 0 0 0 1 1 0],0.0,0
[0 1 1 1 1 1 1 1 0 0],14.575345869830441,1
[1 0 0 1 1 1 0 1 1 0],27.257646886586286,1
[1 1 1 1 1 1 0 1 0 0],14.306362259901157,1
[0 1 1 0 1 0 0 1 1 0],0.0,0
[1 0 1 1 0 0 0 1 1 1],21.82525843966923,1
[0 0 0 1 0 1 1 1 1 1],28.27027165605612,1
[1 0 0 0 1 0 0 1 0 1],30.636122004894453,1
[1 1 0 0 1 0 1 0 0 0],0.0,0
[0 0 0 1 0 1 1 1 1 0],33.17734606575028,1
[0 1 0 1 1 0 0 0 0 0],21.259789325498495,1
[0 0 0 0 1 0 1 1 1 1],27.861995724562167,1
[1 0 0 0 1 0 0 0 0 0],0.0,0
[1 0 0 1 1 0 1 1 0 0],27.213426111266916,1
[1 1 0 0 0 0 1 1 0 0],0.0,0
[0 0 1 1 1 0 0 1 1 1],22.873916322208053,1
[1 0 1 0 1 1 1 1 1 1],21.33791109993627,1
[0 1 0 1 0 1 0 1 0 0],23.934161556376605,1
[0 1 1 1 1 1 1 1 1 1],13.65367099542845,1
[0 1 0 1 0 0 0 0 1 0],22.37196414818294,1
[0 1 1 1 0 0 1 0 0 0],19.89444216898515,1
[1 1 1 0 0 0 1 1 0 1],13.20485268650227,1
[1 0 1 0 1 1 0 1 0 1],23.978845033928714,1
[1 0 0 0 0 1 1 0 1 1],26.77943640654047,1
[0 0 1 1 0 0 1 1 1 1],23.983874106637252,1
[0 0 0 1 1 1 0 1 0 1],28.38153371429105,1
[0 0 1 0 0 1 0 1 1 0],0.0,0
[1 1 1 0 1 0 0 1 1 0],14.006994186419634,1
[0 0 0 1 0 0 1 0 1 0],33.194327895089614,1
[1 0 0 0 0 1 1 1 1 0],29.72624616834874,1
[1 0 0 0 1 1 1 0 0 0],0.0,0
[1 1 0 1 1 1 1 1 1 1],16.635667544872984,1
[0 0 0 1 1 1 0 1 0 0],0.0,0
[1 1 1 1 0 0 1 0 0 1],13.685115928118389,1
[1 1 0 1 1 1 1 0 0 0],17.796145214298004,1
[1 1 0 1 1 0 0 0 1 0],17.271366134749407,1
[1 0 0 1 1 1 0 0 0 1],27.818763678748446,1
[0 0 0 1 0 1 1 1 0 0],34.15048037964546,1
[0 1 1 0 1 0 0 0 0 1],0.0,0
[0 1 0 0 0 0 0 1 0 1],0.0,0
[0 1 0 1 1 1 0 0 1 0],18.57184185219223,1
[1 0 1 1 0 0 1 1 1 1],21.260899508651317,1
[1 1 0 1 1 0 0 1 1 0],17.267245044153043,1
[1 0 1 0 1 0 0 0 0 0],0.0,0
[0 1 0 0 0 1 1 0 0 0],0.0,0
[0 0 1 1 1 1 1 0 0 0],26.689203323399557,1
