first stage decision,expected second stage value,feasibility
[1 0 0 0 0 0 1 1 1 0],21.563718717478686,1
[0 1 1 0 1 0 1 0 0 0],30.247263800294697,1
[1 0 0 1 0 1 1 0 1 1],24.455358352690393,1
[1 0 1 1 1 1 0 1 1 0],21.758866862170965,1
[1 1 1 1 1 0 1 0 1 0],28.55477194976021,1
[1 0 1 0 0 0 1 1 0 1],19.752702330631287,1
[0 0 0 1 0 0 0 1 0 0],0.0,0
[0 1 0 0 0 1 0 0 0 1],38.75537076501693,1
[1 1 0 0 0 0 0 1 1 0],26.885531697177775,1
[0 1 1 1 1 1 1 1 0 0],21.085707505737595,1
[1 0 0 1 1 1 0 1 1 0],21.912057749356496,1
[1 1 1 1 1 1 0 1 0 0],22.338095691497557,1
[0 1 1 0 1 0 0 1 1 0],23.11333525315163,1
[1 0 1 1 0 0 0 1 1 1],21.465677875508213,1
[0 0 0 1 0 1 1 1 1 1],16.933304665178994,1
[1 0 0 0 1 0 0 1 0 1],20.70627061072603,1
[1 1 0 0 1 0 1 0 0 0],30.084748998531353,1
[0 0 0 1 0 1 1 1 1 0],23.041581491242916,1
[0 1 0 1 1 0 0 0 0 0],39.22859311653394,1
[0 0 0 0 1 0 1 1 1 1],17.579715318673923,1
[1 0 0 0 1 0 0 0 0 0],33.024211887944524,1
[1 0 0 1 1 0 1 1 0 0],21.87495214145142,1
[1 1 0 0 0 0 1 1 0 0],23.495454716801536,1
[0 0 1 1 1 0 0 1 1 1],20.086862899696257,1
[1 0 1 0 1 1 1 1 1 1],16.87774398350262,1
[0 1 0 1 0 1 0 1 0 0],26.459246887570043,1
[0 1 1 1 1 1 1 1 1 1],16.87774398350262,1
[0 1 0 1 0 0 0 0 1 0],0.0,0
[0 1 1 1 0 0 1 0 0 0],30.57412946546458,1
[1 1 1 0 0 0 1 1 0 1],19.752702330631287,1
[1 0 1 0 1 1 0 1 0 1],18.580861313963634,1
[1 0 0 0 0 1 1 0 1 1],25.099372782993164,1
[0 0 1 1 0 0 1 1 1 1],17.635276000350295,1
[0 0 0 1 1 1 0 1 0 1],18.580861313963634,1
[0 0 1 0 0 1 0 1 1 0],22.040199699641114,1
[1 1 1 0 1 0 0 1 1 0],23.11333525315163,1
[0 0 0 1 0 0 1 0 1 0],0.0,0
[1 0 0 0 0 1 1 1 1 0],20.86174738230739,1
[1 0 0 0 1 1 1 0 0 0],29.38277766336005,1
[1 1 0 1 1 1 1 1 1 1],16.87774398350262,1
[0 0 0 1 1 1 0 1 0 0],26.128829689046302,1
[1 1 1 1 0 0 1 0 0 1],26.691441447927154,1
[1 1 0 1 1 1 1 0 0 0],29.38277766336005,1
[1 1 0 1 1 0 0 0 1 0],30.625419254274384,1
[1 0 0 1 1 1 0 0 0 1],26.78294141536653,1
[0 0 0 1 0 1 1 1 0 0],23.895666837416886,1
[0 1 1 0 1 0 0 0 0 1],28.314152504058587,1
[0 1 0 0 0 0 0 1 0 1],25.71983275079463,1
[0 1 0 1 1 1 0 0 1 0],34.49277296477602,1
[1 0 1 1 0 0 1 1 1 1],17.635276000350295,1
[1 1 0 1 1 0 0 1 1 0],23.266526140337163,1
[1 0 1 0 1 0 0 0 0 0],32.66558508966285,1
[0 1 0 0 0 1 1 0 0 0],42.52602963465314,1
[0 0 1 1 1 1 1 0 0 0],29.54174093176953,1
[0 0 0 1 1 0 1 1 1 0],23.700311309197083,1
[1 1 1 1 0 0 0 0 1 0],32.014181942029595,1
[0 0 1 1 1 0 0 1 0 1],20.666091729022856,1
[0 0 1 0 0 1 0 1 0 1],20.253936683180267,1
[1 0 1 0 0 0 1 0 0 0],31.60119377479735,1
[0 1 1 0 1 0 1 1 1 0],21.208450011582304,1
[0 1 0 1 0 1 0 0 0 1],30.18718095599213,1
[1 1 0 0 1 1 0 1 1 0],21.912057749356496,1
[0 1 0 0 0 0 0 0 0 0],0.0,0
[0 0 0 1 1 0 0 0 0 0],39.99897643059599,1
[1 1 1 1 0 0 1 1 0 0],22.118096039432647,1
[1 0 1 0 0 0 0 1 0 1],29.480299154124673,1
[0 1 1 1 0 0 0 1 1 0],24.49049301923924,1
[1 0 1 0 1 0 1 1 0 0],21.787678840908903,1
[0 0 1 1 0 1 0 1 0 0],22.668512890021304,1
[0 0 0 0 0 1 0 1 1 0],27.006380669826,1
[0 0 1 1 1 0 0 0 1 1],27.534581986437036,1
[0 1 0 1 1 0 1 1 0 0],24.279540138523675,1
[0 1 1 1 1 0 1 0 0 1],26.537766947114797,1
[0 1 1 0 0 0 0 1 0 1],25.71983275079463,1
[0 1 1 0 0 1 0 0 1 0],30.494210723502867,1
[0 1 1 0 1 0 1 1 0 1],18.158944148000522,1
[1 0 1 1 0 1 0 0 0 1],27.113358613890277,1
[1 0 0 0 0 0 0 1 0 1],29.635804026034094,1
[0 1 0 1 0 1 1 1 1 1],16.933304665178994,1
[0 0 0 0 1 1 1 1 1 0],23.00332585286994,1
[1 1 1 0 1 0 1 0 0 1],26.361024249403407,1
[1 0 0 0 1 1 1 1 1 0],20.593751976953524,1
[0 0 0 1 1 0 1 0 1 1],26.48602805719215,1
[1 0 1 1 1 0 1 0 1 0],28.55477194976021,1
[1 1 1 0 0 1 0 0 1 1],26.253504732607922,1
[0 1 1 0 1 1 0 0 0 0],31.201750033746794,1
[0 1 0 0 1 1 0 1 0 1],18.580861313963634,1
[1 1 0 0 0 0 0 1 1 1],22.975106432458325,1
[0 1 0 1 0 1 0 0 1 1],27.202524497268843,1
[1 1 0 0 1 1 0 0 0 1],26.78294141536653,1
[1 1 1 1 1 0 1 1 1 1],17.579715318673923,1
[1 0 0 0 1 0 1 0 0 1],26.361024249403407,1
[1 1 1 0 0 0 0 1 0 1],25.71983275079463,1
[1 1 1 0 0 0 1 0 0 1],27.954782432034182,1
[0 0 1 0 0 0 1 0 0 0],0.0,0
[1 0 0 0 0 0 1 1 0 0],23.495454716801536,1
[0 1 0 0 1 0 0 1 1 0],28.953858355850628,1
[1 0 1 1 0 1 1 1 1 1],16.933304665178994,1
[1 0 0 1 1 1 0 0 1 0],29.270950863293717,1
[1 1 0 1 1 0 1 0 1 1],24.926037256851824,1
[0 1 0 1 0 0 1 1 0 0],24.633460935526905,1
[1 0 0 0 0 1 1 1 0 1],19.05073099545999,1
[1 0 0 0 1 0 0 1 1 1],20.127041781399434,1
[1 1 0 1 0 1 0 0 0 1],27.113358613890277,1
[1 0 1 1 1 1 1 1 0 0],21.085707505737595,1
[0 1 0 0 0 1 0 0 1 0],42.38495695101351,1
[1 1 0 1 1 0 0 1 0 1],19.935329704944305,1
[0 0 0 1 0 1 0 1 0 0],26.459246887570043,1
[1 1 1 0 0 1 1 0 0 0],30.881737515968496,1
[0 1 0 0 0 0 1 0 1 0],40.33520191548925,1
[0 1 1 1 1 0 0 1 1 1],19.35610087561771,1
[0 0 1 0 0 0 1 0 0 1],28.13152512974557,1
[1 1 0 1 1 1 1 0 1 1],24.22406592168052,1
[0 1 1 0 1 1 0 1 1 1],18.00163248463704,1
[1 0 1 1 0 1 0 1 1 0],21.814427543847337,1
[1 1 0 0 0 0 1 0 1 0],29.528375827808524,1
[1 1 0 0 0 0 1 0 0 1],27.954782432034182,1
[1 0 1 1 1 1 0 0 1 1],25.347954422814944,1
[1 0 0 0 1 0 0 0 0 1],28.908350712128925,1
[0 1 0 1 1 0 0 1 0 0],27.539028856248585,1
[1 0 1 0 0 0 1 0 1 0],29.432722182385476,1
[1 0 0 0 1 0 1 1 0 0],21.87495214145142,1
[1 0 1 1 1 0 1 0 1 1],24.926037256851824,1
[0 1 1 0 0 1 1 0 0 1],27.429553794574268,1
[0 1 0 0 0 0 0 1 1 0],35.21046647607871,1
[0 0 1 0 0 1 1 0 1 1],25.23731053135262,1
[0 0 1 1 0 1 1 0 0 1],26.166212810467243,1
[1 1 0 0 0 1 0 1 0 0],24.164361947899728,1
[0 1 1 0 0 1 1 1 0 1],19.05073099545999,1
[0 0 1 1 0 1 0 0 1 0],29.580743528228716,1
[0 0 0 1 0 1 0 0 1 0],35.03011846849913,1
[1 0 1 0 0 1 0 1 0 1],20.253936683180267,1
[1 0 1 0 1 0 1 0 1 0],28.55477194976021,1
[1 0 1 1 1 0 0 1 0 1],20.666091729022856,1
[0 1 1 0 0 1 1 1 0 0],22.6796574145656,1
[0 0 0 0 1 0 1 1 0 0],24.379105659738485,1
[1 1 1 1 0 0 1 0 0 0],30.320176140835535,1
[1 0 1 0 1 1 1 1 0 0],21.085707505737595,1
[1 1 0 1 1 1 0 0 1 0],29.270950863293717,1
[1 1 0 0 1 1 0 0 0 0],30.82733691510615,1
[1 1 1 1 1 1 0 0 1 0],29.105188800348866,1
[0 0 1 0 1 1 0 1 1 1],18.00163248463704,1
