first stage decision,expected second stage value,feasibility
[1 0 0 0 0 0 1 1 1 0],26.280251130558682,1
[0 1 1 0 1 0 1 0 0 0],20.088269441240307,1
[1 0 0 1 0 1 1 0 1 1],20.349310025262287,1
[1 0 1 1 1 1 0 1 1 0],16.439845566054135,1
[1 1 1 1 1 0 1 0 1 0],15.653421383352338,1
[1 0 1 0 0 0 1 1 0 1],23.54567143073055,1
[0 0 0 1 0 0 0 1 0 0],0.0,0
[0 1 0 0 0 1 0 0 0 1],28.48660961329851,1
[1 1 0 0 0 0 0 1 1 0],25.8415639269322,1
[0 1 1 1 1 1 1 1 0 0],16.60859333492445,1
[1 0 0 1 1 1 0 1 1 0],18.021545571371572,1
[1 1 1 1 1 1 0 1 0 0],15.403647729545458,1
[0 1 1 0 1 0 0 1 1 0],18.726755821885614,1
[1 0 1 1 0 0 0 1 1 1],21.34083958141967,1
[0 0 0 1 0 1 1 1 1 1],20.235316979242988,1
[1 0 0 0 1 0 0 1 0 1],29.065985133986977,1
[1 1 0 0 1 0 1 0 0 0],20.592366744175017,1
[0 0 0 1 0 1 1 1 1 0],20.910482162340536,1
[0 1 0 1 1 0 0 0 0 0],0.0,0
[0 0 0 0 1 0 1 1 1 1],23.55066884494913,1
[1 0 0 0 1 0 0 0 0 0],0.0,0
[1 0 0 1 1 0 1 1 0 0],20.397702835434558,1
[1 1 0 0 0 0 1 1 0 0],20.97505611136227,1
[0 0 1 1 1 0 0 1 1 1],20.430310700995317,1
[1 0 1 0 1 1 1 1 1 1],18.451199917912316,1
[0 1 0 1 0 1 0 1 0 0],24.355262411202908,1
[0 1 1 1 1 1 1 1 1 1],16.60859333492445,1
[0 1 0 1 0 0 0 0 1 0],36.344976794589,1
[0 1 1 1 0 0 1 0 0 0],18.35413894950145,1
[1 1 1 0 0 0 1 1 0 1],18.891351145206542,1
[1 0 1 0 1 1 0 1 0 1],18.88144927228865,1
[1 0 0 0 0 1 1 0 1 1],22.376880381725172,1
[0 0 1 1 0 0 1 1 1 1],20.790415298695706,1
[0 0 0 1 1 1 0 1 0 1],18.637423232052257,1
[0 0 1 0 0 1 0 1 1 0],22.884390822075353,1
[1 1 1 0 1 0 0 1 1 0],17.486400976460963,1
[0 0 0 1 0 0 1 0 1 0],0.0,0
[1 0 0 0 0 1 1 1 1 0],21.627815609556176,1
[1 0 0 0 1 1 1 0 0 0],21.646931152047763,1
[1 1 0 1 1 1 1 1 1 1],16.261285129728137,1
[0 0 0 1 1 1 0 1 0 0],19.563825013715693,1
[1 1 1 1 0 0 1 0 0 1],16.67518979967019,1
[1 1 0 1 1 1 1 0 0 0],18.09558014748788,1
[1 1 0 1 1 0 0 0 1 0],21.492753767312838,1
[1 0 0 1 1 1 0 0 0 1],19.193987904485645,1
[0 0 0 1 0 1 1 1 0 0],20.910482162340536,1
[0 1 1 0 1 0 0 0 0 1],19.86230764208789,1
[0 1 0 0 0 0 0 1 0 1],23.760839020337237,1
[0 1 0 1 1 1 0 0 1 0],22.301316005083095,1
[1 0 1 1 0 0 1 1 1 1],19.565045847381718,1
[1 1 0 1 1 0 0 1 1 0],17.229888633318716,1
[1 0 1 0 1 0 0 0 0 0],0.0,0
[0 1 0 0 0 1 1 0 0 0],31.015069713509753,1
[0 0 1 1 1 1 1 0 0 0],17.788773916089376,1
[0 0 0 1 1 0 1 1 1 0],20.980052614530862,1
[1 1 1 1 0 0 0 0 1 0],19.85586813368521,1
[0 0 1 1 1 0 0 1 0 1],22.17289981934973,1
[0 0 1 0 0 1 0 1 0 1],22.924471691222056,1
[1 0 1 0 0 0 1 0 0 0],0.0,0
[0 1 1 0 1 0 1 1 1 0],18.71053981728091,1
[0 1 0 1 0 1 0 0 0 1],23.068656474299996,1
[1 1 0 0 1 1 0 1 1 0],18.922657949848997,1
[0 1 0 0 0 0 0 0 0 0],0.0,0
[0 0 0 1 1 0 0 0 0 0],0.0,0
[1 1 1 1 0 0 1 1 0 0],16.567567618728443,1
[1 0 1 0 0 0 0 1 0 1],28.14207531840817,1
[0 1 1 1 0 0 0 1 1 0],19.522879133699796,1
[1 0 1 0 1 0 1 1 0 0],22.32130685565975,1
[0 0 1 1 0 1 0 1 0 0],20.414785691240958,1
[0 0 0 0 0 1 0 1 1 0],30.304365573728216,1
[0 0 1 1 1 0 0 0 1 1],20.757929701462594,1
[0 1 0 1 1 0 1 1 0 0],17.78775594716209,1
[0 1 1 1 1 0 1 0 0 1],16.833427077407173,1
[0 1 1 0 0 0 0 1 0 1],21.42635289530039,1
[0 1 1 0 0 1 0 0 1 0],25.26059600180583,1
[0 1 1 0 1 0 1 1 0 1],19.293734481760612,1
[1 0 1 1 0 1 0 0 0 1],18.658627773003793,1
[1 0 0 0 0 0 0 1 0 1],32.79143549513452,1
[0 1 0 1 0 1 1 1 1 1],19.173465626190335,1
[0 0 0 0 1 1 1 1 1 0],21.10787646140075,1
[1 1 1 0 1 0 1 0 0 1],17.91901777290716,1
[1 0 0 0 1 1 1 1 1 0],19.451633294370904,1
[0 0 0 1 1 0 1 0 1 1],21.760922455232098,1
[1 0 1 1 1 0 1 0 1 0],18.650359969105427,1
[1 1 1 0 0 1 0 0 1 1],19.53218011320158,1
[0 1 1 0 1 1 0 0 0 0],20.388766322064793,1
[0 1 0 0 1 1 0 1 0 1],20.452637577067954,1
[1 1 0 0 0 0 0 1 1 1],21.2246622435367,1
[0 1 0 1 0 1 0 0 1 1],23.045695254930294,1
[1 1 0 0 1 1 0 0 0 1],20.3150439664236,1
[1 1 1 1 1 0 1 1 1 1],15.560434795149792,1
[1 0 0 0 1 0 1 0 0 1],24.8570534692019,1
[1 1 1 0 0 0 0 1 0 1],20.009085145304045,1
[1 1 1 0 0 0 1 0 0 1],18.998973326148285,1
[0 0 1 0 0 0 1 0 0 0],0.0,0
