first stage decision,expected second stage value,feasibility
[1 0 0 0 0 0 1 1 1 0],30.32415930263328,1
[0 1 1 0 1 0 1 0 0 0],25.648389157214815,1
[1 0 0 1 0 1 1 0 1 1],30.019835267300362,1
[1 0 1 1 1 1 0 1 1 0],29.660062013235972,1
[1 1 1 1 1 0 1 0 1 0],23.146735325504174,1
[1 0 1 0 0 0 1 1 0 1],27.966406098858737,1
[0 0 0 1 0 0 0 1 0 0],0.0,0
[0 1 0 0 0 1 0 0 0 1],30.727299062971113,1
[1 1 0 0 0 0 0 1 1 0],27.640459871146994,1
[0 1 1 1 1 1 1 1 0 0],24.119073609685003,1
[1 0 0 1 1 1 0 1 1 0],30.8067777975542,1
[1 1 1 1 1 1 0 1 0 0],23.307905380181964,1
[0 1 1 0 1 0 0 1 1 0],26.277300920420252,1
[1 0 1 1 0 0 0 1 1 1],31.284093291142483,1
[0 0 0 1 0 1 1 1 1 1],28.791235679764696,1
[1 0 0 0 1 0 0 1 0 1],33.20156245759041,1
[1 1 0 0 1 0 1 0 0 0],26.588884086127727,1
[0 0 0 1 0 1 1 1 1 0],29.439079589741322,1
[0 1 0 1 1 0 0 0 0 0],31.478303606991517,1
[0 0 0 0 1 0 1 1 1 1],30.75488882549514,1
[1 0 0 0 1 0 0 0 0 0],0.0,0
[1 0 0 1 1 0 1 1 0 0],29.94021972358305,1
[1 1 0 0 0 0 1 1 0 0],26.12978993873666,1
[0 0 1 1 1 0 0 1 1 1],31.92249230553577,1
[1 0 1 0 1 1 1 1 1 1],26.25371202888629,1
[0 1 0 1 0 1 0 1 0 0],28.693629759786575,1
[0 1 1 1 1 1 1 1 1 1],22.632833525977983,1
[0 1 0 1 0 0 0 0 1 0],0.0,0
[0 1 1 1 0 0 1 0 0 0],32.33950354280044,1
[1 1 1 0 0 0 1 1 0 1],23.330987748283217,1
[1 0 1 0 1 1 0 1 0 1],29.709912275423488,1
[1 0 0 0 0 1 1 0 1 1],29.954265064607643,1
[0 0 1 1 0 0 1 1 1 1],28.97323589927071,1
[0 0 0 1 1 1 0 1 0 1],31.871175805574477,1
[0 0 1 0 0 1 0 1 1 0],31.705280113326914,1
[1 1 1 0 1 0 0 1 1 0],24.636748569625247,1
[0 0 0 1 0 0 1 0 1 0],0.0,0
[1 0 0 0 0 1 1 1 1 0],27.79846992578025,1
[1 0 0 0 1 1 1 0 0 0],27.713406760055072,1
[1 1 0 1 1 1 1 1 1 1],22.765009462629003,1
[0 0 0 1 1 1 0 1 0 0],34.18822794586959,1
[1 1 1 1 0 0 1 0 0 1],25.36636040624048,1
[1 1 0 1 1 1 1 0 0 0],22.87548422070241,1
[1 1 0 1 1 0 0 0 1 0],28.82366156406251,1
[1 0 0 1 1 1 0 0 0 1],31.591525122298442,1
[0 0 0 1 0 1 1 1 0 0],31.645188121466703,1
[0 1 1 0 1 0 0 0 0 1],26.33326133648645,1
[0 1 0 0 0 0 0 1 0 1],28.876731746038008,1
[0 1 0 1 1 1 0 0 1 0],26.680817524251346,1
[1 0 1 1 0 0 1 1 1 1],27.9586960516035,1
[1 1 0 1 1 0 0 1 1 0],26.794690591845473,1
[1 0 1 0 1 0 0 0 0 0],0.0,0
[0 1 0 0 0 1 1 0 0 0],0.0,0
[0 0 1 1 1 1 1 0 0 0],28.966847885542183,1
[0 0 0 1 1 0 1 1 1 0],31.40267542230569,1
[1 1 1 1 0 0 0 0 1 0],27.524681893162075,1
[0 0 1 1 1 0 0 1 0 1],32.05329531253398,1
[0 0 1 0 0 1 0 1 0 1],31.108041844403704,1
[1 0 1 0 0 0 1 0 0 0],0.0,0
[0 1 1 0 1 0 1 1 1 0],24.587689218549052,1
[0 1 0 1 0 1 0 0 0 1],29.659497035476967,1
[1 1 0 0 1 1 0 1 1 0],24.4546211645002,1
[0 1 0 0 0 0 0 0 0 0],0.0,0
[0 0 0 1 1 0 0 0 0 0],0.0,0
[1 1 1 1 0 0 1 1 0 0],23.330987748283217,1
[1 0 1 0 0 0 0 1 0 1],31.481244329276972,1
[0 1 1 1 0 0 0 1 1 0],26.653441753694175,1
[1 0 1 0 1 0 1 1 0 0],27.782425964084688,1
[0 0 1 1 0 1 0 1 0 0],34.67311754003284,1
[0 0 0 0 0 1 0 1 1 0],0.0,0
[0 0 1 1 1 0 0 0 1 1],32.601249816232986,1
[0 1 0 1 1 0 1 1 0 0],27.60571055862664,1
[0 1 1 1 1 0 1 0 0 1],24.161275173171386,1
[0 1 1 0 0 0 0 1 0 1],26.058455083442745,1
[0 1 1 0 0 1 0 0 1 0],0.0,0
[0 1 1 0 1 0 1 1 0 1],23.961676715421266,1
[1 0 1 1 0 1 0 0 0 1],31.565647029624984,1
[1 0 0 0 0 0 0 1 0 1],34.49605817635432,1
[0 1 0 1 0 1 1 1 1 1],24.15581732918917,1
[0 0 0 0 1 1 1 1 1 0],29.062754257682293,1
[1 1 1 0 1 0 1 0 0 1],23.146735325504174,1
[1 0 0 0 1 1 1 1 1 0],27.422201906887288,1
[0 0 0 1 1 0 1 0 1 1],32.234325608455435,1
[1 0 1 1 1 0 1 0 1 0],27.80392776976246,1
[1 1 1 0 0 1 0 0 1 1],24.788084754875946,1
[0 1 1 0 1 1 0 0 0 0],26.181354611603417,1
[0 1 0 0 1 1 0 1 0 1],25.46916101216741,1
[1 1 0 0 0 0 0 1 1 1],27.63188579626878,1
[0 1 0 1 0 1 0 0 1 1],28.80060833364633,1
[1 1 0 0 1 1 0 0 0 1],25.052238157553056,1
[1 1 1 1 1 0 1 1 1 1],22.94713686775405,1
[1 0 0 0 1 0 1 0 0 1],31.331278643683145,1
[1 1 1 0 0 0 0 1 0 1],25.043915235775525,1
[1 1 1 0 0 0 1 0 0 1],25.670292032660363,1
[0 0 1 0 0 0 1 0 0 0],0.0,0
[1 0 0 0 0 0 1 1 0 0],0.0,0
[0 1 0 0 1 0 0 1 1 0],28.435242942640475,1
[1 0 1 1 0 1 1 1 1 1],26.629591702944055,1
[1 0 0 1 1 1 0 0 1 0],31.39242180651035,1
[1 1 0 1 1 0 1 0 1 1],26.58436741021269,1
