first stage decision,expected second stage value,feasibility
[1 0 0 0 0 0 1 1 1 0],30.788269060480975,1
[0 1 1 0 1 0 1 0 0 0],30.00142318314807,1
[1 0 0 1 0 1 1 0 1 1],25.130622567045585,1
[1 0 1 1 1 1 0 1 1 0],24.69614438460643,1
[1 1 1 1 1 0 1 0 1 0],25.729423723678472,1
[1 0 1 0 0 0 1 1 0 1],33.259275012989505,1
[0 0 0 1 0 0 0 1 0 0],0.0,0
[0 1 0 0 0 1 0 0 0 1],0.0,0
[1 1 0 0 0 0 0 1 1 0],32.09868653750128,1
[0 1 1 1 1 1 1 1 0 0],25.667257569955495,1
[1 0 0 1 1 1 0 1 1 0],25.845637247910368,1
[1 1 1 1 1 1 0 1 0 0],26.403258225536025,1
[0 1 1 0 1 0 0 1 1 0],29.312707748944483,1
[1 0 1 1 0 0 0 1 1 1],27.9649650641904,1
[0 0 0 1 0 1 1 1 1 1],28.352461112475133,1
[1 0 0 0 1 0 0 1 0 1],34.51921398817118,1
[1 1 0 0 1 0 1 0 0 0],31.293151686401842,1
[0 0 0 1 0 1 1 1 1 0],28.46105177641893,1
[0 1 0 1 1 0 0 0 0 0],0.0,0
[0 0 0 0 1 0 1 1 1 1],32.22731883767915,1
[1 0 0 0 1 0 0 0 0 0],0.0,0
[1 0 0 1 1 0 1 1 0 0],28.500465180483722,1
[1 1 0 0 0 0 1 1 0 0],37.94175932976008,1
[0 0 1 1 1 0 0 1 1 1],27.966984139596548,1
[1 0 1 0 1 1 1 1 1 1],24.85719693537797,1
[0 1 0 1 0 1 0 1 0 0],0.0,0
[0 1 1 1 1 1 1 1 1 1],24.797348830688705,1
[0 1 0 1 0 0 0 0 1 0],0.0,0
[0 1 1 1 0 0 1 0 0 0],0.0,0
[1 1 1 0 0 0 1 1 0 1],33.259275012989505,1
[1 0 1 0 1 1 0 1 0 1],27.640391170940166,1
[1 0 0 0 0 1 1 0 1 1],27.916315576192112,1
[0 0 1 1 0 0 1 1 1 1],28.066169510272676,1
[0 0 0 1 1 1 0 1 0 1],35.50019797496357,1
[0 0 1 0 0 1 0 1 1 0],27.61160373380941,1
[1 1 1 0 1 0 0 1 1 0],28.03473465400051,1
[0 0 0 1 0 0 1 0 1 0],0.0,0
[1 0 0 0 0 1 1 1 1 0],27.916315576192112,1
[1 0 0 0 1 1 1 0 0 0],28.78214526050226,1
[1 1 0 1 1 1 1 1 1 1],24.730269258190713,1
[0 0 0 1 1 1 0 1 0 0],35.622995620045444,1
[1 1 1 1 0 0 1 0 0 1],32.02214206758536,1
[1 1 0 1 1 1 1 0 0 0],25.99615673082544,1
[1 1 0 1 1 0 0 0 1 0],27.947094571900305,1
[1 0 0 1 1 1 0 0 0 1],28.527340679531374,1
[0 0 0 1 0 1 1 1 0 0],0.0,0
[0 1 1 0 1 0 0 0 0 1],31.56785054951767,1
[0 1 0 0 0 0 0 1 0 1],0.0,0
[0 1 0 1 1 1 0 0 1 0],28.93528296404828,1
[1 0 1 1 0 0 1 1 1 1],26.896787079272503,1
[1 1 0 1 1 0 0 1 1 0],27.947094571900305,1
[1 0 1 0 1 0 0 0 0 0],30.2254036611954,1
[0 1 0 0 0 1 1 0 0 0],0.0,0
[0 0 1 1 1 1 1 0 0 0],26.532739781850495,1
[0 0 0 1 1 0 1 1 1 0],29.057315403015984,1
[1 1 1 1 0 0 0 0 1 0],27.9649650641904,1
[0 0 1 1 1 0 0 1 0 1],30.30181929306692,1
[0 0 1 0 0 1 0 1 0 1],37.4422574103879,1
[1 0 1 0 0 0 1 0 0 0],33.259275012989505,1
[0 1 1 0 1 0 1 1 1 0],28.236627354311885,1
[0 1 0 1 0 1 0 0 0 1],0.0,0
[1 1 0 0 1 1 0 1 1 0],28.631330257056895,1
[0 1 0 0 0 0 0 0 0 0],0.0,0
[0 0 0 1 1 0 0 0 0 0],0.0,0
[1 1 1 1 0 0 1 1 0 0],32.02214206758536,1
[1 0 1 0 0 0 0 1 0 1],36.67751141487354,1
[0 1 1 1 0 0 0 1 1 0],29.242938159134372,1
[1 0 1 0 1 0 1 1 0 0],27.824718079445613,1
[0 0 1 1 0 1 0 1 0 0],34.809498352243764,1
[0 0 0 0 0 1 0 1 1 0],34.45464033495503,1
[0 0 1 1 1 0 0 0 1 1],27.966984139596548,1
[0 1 0 1 1 0 1 1 0 0],34.663888591534494,1
[0 1 1 1 1 0 1 0 0 1],27.79657945095089,1
[0 1 1 0 0 0 0 1 0 1],44.121010975165596,1
[0 1 1 0 0 1 0 0 1 0],28.478735266079052,1
[0 1 1 0 1 0 1 1 0 1],29.025809986640336,1
[1 0 1 1 0 1 0 0 0 1],31.31811696119069,1
[1 0 0 0 0 0 0 1 0 1],43.878104874417815,1
[0 1 0 1 0 1 1 1 1 1],28.169258182722093,1
[0 0 0 0 1 1 1 1 1 0],30.205402469704687,1
[1 1 1 0 1 0 1 0 0 1],27.824718079445613,1
[1 0 0 0 1 1 1 1 1 0],27.515962267337244,1
[0 0 0 1 1 0 1 0 1 1],28.94872473907219,1
[1 0 1 1 1 0 1 0 1 0],25.729423723678472,1
[1 1 1 0 0 1 0 0 1 1],26.33363063886544,1
[0 1 1 0 1 1 0 0 0 0],29.785797828332058,1
[0 1 0 0 1 1 0 1 0 1],39.477530846811405,1
[1 1 0 0 0 0 0 1 1 1],32.09868653750128,1
[0 1 0 1 0 1 0 0 1 1],29.843890394133012,1
[1 1 0 0 1 1 0 0 0 1],31.571912090529217,1
[1 1 1 1 1 0 1 1 1 1],25.729423723678472,1
[1 0 0 0 1 0 1 0 0 1],31.293151686401842,1
[1 1 1 0 0 0 0 1 0 1],36.67751141487354,1
[1 1 1 0 0 0 1 0 0 1],33.259275012989505,1
[0 0 1 0 0 0 1 0 0 0],0.0,0
[1 0 0 0 0 0 1 1 0 0],38.3031004839179,1
[0 1 0 0 1 0 0 1 1 0],33.55474031715396,1
[1 0 1 1 0 1 1 1 1 1],24.0283197085434,1
[1 0 0 1 1 1 0 0 1 0],25.845637247910368,1
[1 1 0 1 1 0 1 0 1 1],26.831726582180654,1
[0 1 0 1 0 0 1 1 0 0],0.0,0
[1 0 0 0 0 1 1 1 0 1],33.33861716803902,1
[1 0 0 0 1 0 0 1 1 1],30.732787581046843,1
[1 1 0 1 0 1 0 0 0 1],34.41488315320227,1
[1 0 1 1 1 1 1 1 0 0],24.38928447501153,1
[0 1 0 0 0 1 0 0 1 0],0.0,0
[1 1 0 1 1 0 0 1 0 1],31.448830374794404,1
[0 0 0 1 0 1 0 1 0 0],0.0,0
[1 1 1 0 0 1 1 0 0 0],29.186199125720826,1
[0 1 0 0 0 0 1 0 1 0],0.0,0
[0 1 1 1 1 0 0 1 1 1],27.966984139596548,1
[0 0 1 0 0 0 1 0 0 1],0.0,0
[1 1 0 1 1 1 1 0 1 1],24.730269258190713,1
[0 1 1 0 1 1 0 1 1 1],27.102659761010745,1
[1 0 1 1 0 1 0 1 1 0],25.096497693461302,1
[1 1 0 0 0 0 1 0 1 0],30.788269060480975,1
[1 1 0 0 0 0 1 0 0 1],37.86752286520425,1
[1 0 1 1 1 1 0 0 1 1],24.69614438460643,1
[1 0 0 0 1 0 0 0 0 1],34.51921398817118,1
[0 1 0 1 1 0 0 1 0 0],40.528837079218405,1
[1 0 1 0 0 0 1 0 1 0],28.12601761496194,1
[1 0 0 0 1 0 1 1 0 0],31.293151686401842,1
[1 0 1 1 1 0 1 0 1 1],25.729423723678472,1
[0 1 1 0 0 1 1 0 0 1],64.65186124248416,1
[0 1 0 0 0 0 0 1 1 0],38.30461770742244,1
[0 0 1 0 0 1 1 0 1 1],26.42693267523302,1
[0 0 1 1 0 1 1 0 0 1],30.274100658385294,1
[1 1 0 0 0 1 0 1 0 0],38.00399071906584,1
[0 1 1 0 0 1 1 1 0 1],31.475516207576224,1
[0 0 1 1 0 1 0 0 1 0],27.239953000300268,1
[0 0 0 1 0 1 0 0 1 0],0.0,0
[1 0 1 0 0 1 0 1 0 1],32.55524990659484,1
[1 0 1 0 1 0 1 0 1 0],26.95865425936791,1
[1 0 1 1 1 0 0 1 0 1],28.988270715791252,1
[0 1 1 0 0 1 1 1 0 0],31.596803967892306,1
[0 0 0 0 1 0 1 1 0 0],0.0,0
[1 1 1 1 0 0 1 0 0 0],32.02214206758536,1
[1 0 1 0 1 1 1 1 0 0],25.618515010700968,1
[1 1 0 1 1 1 0 0 1 0],25.845637247910368,1
[1 1 0 0 1 1 0 0 0 0],31.571912090529217,1
[1 1 1 1 1 1 0 0 1 0],24.69614438460643,1
[0 0 1 0 1 1 0 1 1 1],27.102659761010745,1
[1 0 0 1 1 0 0 1 0 0],31.448830374794404,1
[0 1 0 1 1 1 0 1 1 1],27.936536112768618,1
[1 0 1 0 0 0 0 0 0 0],36.67751141487354,1
[0 0 1 0 0 0 1 1 0 0],39.176801162739984,1
[1 0 0 0 1 1 0 0 1 0],28.631330257056895,1
[1 0 1 1 0 1 0 0 1 1],25.096497693461302,1
[0 1 0 1 1 1 1 1 1 1],26.818217707153934,1
[0 0 0 0 1 0 0 0 0 0],0.0,0
[0 0 0 1 0 1 0 0 0 0],0.0,0
[0 1 0 0 1 1 1 1 1 0],30.205402469704687,1
[0 1 0 1 1 0 0 1 1 1],30.06704314468687,1
[1 1 1 1 0 1 1 1 0 1],27.949066180316684,1
[1 1 1 0 1 0 1 1 0 1],27.824718079445613,1
[1 0 1 0 1 1 0 0 1 1],25.933277330010572,1
[1 0 1 1 0 1 0 1 0 0],31.31811696119069,1
[1 0 1 1 1 0 0 1 1 0],26.797601708596368,1
[1 1 1 1 1 0 1 0 0 0],26.595487543756168,1
[0 1 1 0 1 1 1 1 1 1],26.02657936637815,1
[0 0 0 1 1 0 1 1 0 0],0.0,0
[0 1 1 1 0 0 1 1 0 1],36.43020580715427,1
[0 0 0 0 0 1 1 0 0 1],0.0,0
[0 1 1 0 1 1 0 1 0 1],28.809773601940343,1
[1 0 0 1 1 1 0 0 0 0],28.527340679531374,1
[1 0 0 1 0 0 0 1 0 1],39.58925716087553,1
