first stage decision,expected second stage value
"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",2594.760906022119
"(1, 0, 0, 0, 0, 0, 1, 1, 0, 0)",105.9053069221885
"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",12554.074067831918
"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",6377.174995130058
"(0, 0, 0, 1, 0, 0, 1, 0, 0, 0)",6862.452926803692
"(0, 1, 1, 0, 0, 0, 1, 0, 0, 0)",461.7540766176857
"(0, 1, 0, 0, 0, 0, 0, 0, 0, 1)",5332.7604154986575
"(0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",1132.8748389560967
"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0)",4585.636292286064
"(1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",21495.836351624504
"(1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",18417.113529940434
"(0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",14925.664968168165
"(1, 1, 0, 0, 0, 0, 0, 0, 0, 1)",339.8437764253915
"(1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",29.688088395775104
"(1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",32.389348368067985
"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0)",276.46483809314935
"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",2773.0223169525607
"(0, 1, 1, 0, 0, 0, 0, 0, 0, 0)",33225.72808143534
"(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",39581.2075747455
"(0, 0, 0, 1, 0, 0, 1, 0, 0, 1)",24.687436328937853
