run_id,seed,model_type,training_time_sec,r2_score,mape_percent
1,1001,NN,16.540271043777466,0.8421906232833862,8.390922844409943
1,1001,LR,0.035588741302490234,0.7990496754646301,9.737879782915115
2,1002,NN,23.814120054244995,0.8800338506698608,7.908196002244949
2,1002,LR,0.015507936477661133,0.796606183052063,10.899461060762405
3,1003,NN,26.369022846221924,0.8930631875991821,7.595593482255936
3,1003,LR,0.016347885131835938,0.8277025818824768,9.442172944545746
4,1004,NN,26.49321222305298,0.8891788721084595,7.279883325099945
4,1004,LR,0.015591859817504883,0.7671947479248047,10.988705605268478
5,1005,NN,26.461656093597412,0.809090256690979,9.447339177131653
5,1005,LR,0.013751029968261719,0.7157309055328369,10.656426101922989
6,1006,NN,26.930102825164795,0.3258887529373169,21.19097113609314
6,1006,LR,0.016038894653320312,0.7340455055236816,11.519813537597656
7,1007,NN,26.873368740081787,0.8715961575508118,7.585936784744263
7,1007,LR,0.018404006958007812,0.7858724594116211,10.378776490688324
8,1008,NN,27.262072801589966,0.5813968181610107,10.205891728401184
8,1008,LR,0.015488862991333008,0.7693601250648499,10.293115675449371
9,1009,NN,23.564353227615356,0.862454891204834,7.452723383903503
9,1009,LR,0.014386177062988281,0.5278540849685669,12.427110970020294
10,1010,NN,27.46161985397339,0.8475648760795593,7.6484158635139465
10,1010,LR,0.014787673950195312,0.7281529903411865,11.600520461797714
