Unnamed:_1	Unnamed:_2	Unnamed:_3
6	72	380568.6047102496
6	73	376979.657012923
6	74	385271.0034666331
6	75	387444.59417335386
6	76	385514.79275156657
6	77	381691.79868815106
6	78	379206.3600633891
6	79	378575.7523368718
6	80	381803.4507286831
6	81	385622.10932936374
6	82	387670.1035250549
6	83	396193.82644341775
6	84	413775.1118483669
6	85	420477.8906287704
6	86	412065.35425035376
6	87	397642.8905771883
6	88	386279.1745049394
6	89	377863.1611212441
6	90	366589.7347808426
6	91	358912.11547804356
6	92	355062.0585665342
6	93	350405.20073329646
6	94	347543.620959357
6	95	349484.4076440391
6	96	361005.7021744398
7	1	315084.0696892736
7	2	314876.42535234295
7	3	314478.4687892102
7	4	313848.81733572413
7	5	313756.69755021005
7	6	314807.31414611085
7	7	315565.2821107275
7	8	315914.8852175174
7	9	315229.695550053
7	10	316147.78018078976
7	11	318331.2785034606
7	12	320156.24460647325
7	13	263238.2679906212
7	14	265685.86567327485
7	15	267735.77718938485
7	16	269482.33191853686
7	17	270894.2901492261
7	18	270627.1804640465
7	19	269820.22852553823
7	20	269289.2767071326
7	21	269396.0256427423
7	22	269896.3872658518
7	23	269607.27156502067
7	24	269648.24191596644
7	25	260487.82910337968
7	26	261898.8370617105
7	27	263250.354321475
7	28	264399.08228772494
7	29	264983.70256806293
7	30	265533.7792622902
7	31	266835.7854612348
7	32	267995.1401643856
7	33	268383.7011151476
7	34	268470.9107988472
7	35	269134.6549432877
7	36	268784.7610306909
7	37	303451.7558910114
7	38	304586.658199265
7	39	305840.7282866649
7	40	307509.70906997647
7	41	307600.9897336209
7	42	307082.6869878042
7	43	307065.7202022399
7	44	307349.48604212
7	45	305975.01163112593
7	46	304016.9006687635
7	47	302726.99185465946
7	48	302834.0688538696
7	49	371190.8173517115
7	50	375054.2593077429
7	51	372523.75741858914
7	52	365148.5651060871
7	53	360766.8280547815
7	54	357163.2798484891
7	55	352378.0054320647
7	56	350211.13473996206
7	57	354082.11965980707
7	58	369373.66860961565
7	59	388766.10692367423
7	60	404490.1077360848
7	61	408919.656635158
7	62	404079.3447119143
7	63	395044.6427146402
7	64	386200.9936614918
7	65	378171.5791215986
7	66	367688.06106888026
7	67	358050.8039090641
7	68	352196.22297059465
7	69	353328.15373719594
7	70	361808.82015261817
7	71	366358.8122574199
7	72	366805.48457700823
7	73	364584.04265942506
7	74	375035.08590338565
7	75	378097.2289714928
7	76	376514.6004587936
7	77	373686.9509782198
7	78	372161.4731360633
7	79	372285.0722919649
7	80	376755.6776351499
7	81	381275.8406608726
7	82	382683.09136954724
7	83	389231.65689003305
7	84	405190.47657706786
7	85	411717.46786533983
7	86	403906.34632670734
7	87	388994.09784202994
7	88	376673.8854922695
7	89	368481.21753294975
7	90	357643.6018863243
7	91	350425.01764975727
7	92	347296.302519179
7	93	342487.0372189858
7	94	337752.60191805306
7	95	338144.8777958281
7	96	349057.0927751149
8	1	323580.59144385305
8	2	323658.28162328183
8	3	322793.4092981723
8	4	320769.41828055645
8	5	318723.3433240368
8	6	318376.8899041156
8	7	319808.5778139237
8	8	321557.2236664619
8	9	322513.6053946923
8	10	322273.11304899555
8	11	322025.08279316465
8	12	321913.0720748102
8	13	275666.84176409495
8	14	275792.55528066313
8	15	276336.72380853223
8	16	276971.68298591004
8	17	277826.1800580831
8	18	278247.7077572779
8	19	278736.59441929805
8	20	279046.78436327947
8	21	277975.28805940883
8	22	276623.7280811469
8	23	275283.12750768923
8	24	274415.02559244074
8	25	261181.70811180875
8	26	260705.28306641258
8	27	261078.17807352115
8	28	262189.6208450153
8	29	262720.2598057148
