i,v_i,xi_i,Q_i
7,"[169441.44024360352, 83499.47317055835, 1460.3934407073011, 0.5092285803254822, 27815.01540032211, 1.7011222278296763, 251203.26334952662, 107203.58574345834, 249999.42356139433, 499998.62779238494, 2765.1365732523545, 2300.0520593972224]","[-15.708180424931188, -3.4757814993676854, -9.15488797357171, -9.727286894431796, 1.853850779423868, 9.482887170240973, -8.802678074401266, -4.632867292442545, -7.557461455147497, -0.9331194437487788, -0.2488679380724727, 2.0950923901284395, -15.352519024477997, 6.344544645779443, -4.93843043851696, 2.21954101509062, 2.0053471069158726, 1.7873502137116484, -1.4471020016500333, -4.319224835666512, 3.5492051540569536, -4.915474686103739, 6.090708466223828, -4.453467567234497, -0.9920015666080202, 2.2465279041270083, 4.434922939376014, 5.305554415831687, -2.0246844708303975, -1.7353551650134391, 3.5337744727174836, -0.10749173200655028, 0.21086397575205088, 2.0800153695897508, 1.2968351767522888, 0.8887374176882907, -1.4539047543513013, 1.1957283866122583, -0.6452692547796836, 3.9112533003127243, 1.7760657843902519, -2.7312965628369374, -1.5980056193464436, 0.7334265273744511, 0.7374677001221133, -1.6093044177284623, -0.6215021804542932, -2.8748859393198813, 1.8715502757647373, -1.1571173472853158, -1.9101329101934417, 0.7994248987021142, -2.493300684269028, -0.3783306004843727, -0.26146675129281577, 0.6193196349460819, 0.004717881555049099, 1.0868696602563346, -2.1728502221218107, -0.48154759971561467, -0.48987257191050493, -0.9451709931543946, 0.3668460007373833, -1.2481292839820881, 0.11633084686922257, -1.788840275322119, 1.1921138841362537, 1.4654526990703765, -0.06757676142278253, -1.5865549707167286, 0.7894384945075338, -1.088144931776569, 0.4277358479474554]",40618523124675.38
7,"[169440.5124891385, 95257.12854325968, 1460.338274502669, 25204.454761779733, 27815.50543395842, 499995.6670766621, 247059.5549986635, 107204.08258886504, 242048.05366715242, 499997.89763260924, 2765.081389543808, 2300.0087857214908]","[-15.767002460567209, -5.469229321993575, 13.06054404980245, 7.901568377011618, 2.9171536050837674, 0.7223123714955761, -0.40003339954568723, -4.507995235302778, -6.194952746634118, -0.8408836836542919, -11.349641012449283, 2.872837273079399, 5.780152574799312, 7.029692361233753, -6.391828561071824, -1.7712459183710052, 6.308587348909809, 7.364889003530399, -0.7075971328469447, 2.1336627565802906, -3.6164323087659414, -1.1629963009364312, -2.774619492057773, 3.597833372926992, -6.749311438171453, -7.6852372488120615, 0.04618115714833972, -0.3709342953229227, -2.9703193323603148, -3.885585703143226, -1.1836189590582709, -3.1031391474984655, 2.284783078423844, -1.7548464684131662, 2.4512429057796288, -1.6538577634047857, -2.9493817894222376, 2.241110612115595, 1.4966652591960075, 1.703643957197541, -5.2477665508046645, -3.4934495101250076, -4.042295034761131, 0.6320655999941142, -0.1671274868660294, 2.2093340135969983, 2.9907496645712697, -0.6729117528227812, 3.746819982938313, 1.2168332893752027, 0.6713121152493184, 0.1264392378842241, -3.0167482691377456, 1.3476076749055612, 0.6446302168027921, 1.686204560502964, -0.6236039803879714, 0.6134944948601044, 2.101904368988602, 0.4324355298503898, -0.6548559708264495, -0.030373717584999106, -2.5199174303410574, -1.0440921574143014, 1.6062318103025115, 0.8132360611249655, 2.0583966656378774, 1.7245183904033037, -0.1947567403818133, -0.34799704270739273, 1.1981504365018028, -1.5386183103800402, 0.2927520000208072]",31508446011436.523
7,"[169435.06707064222, 93244.16995418092, 1460.2817426636814, 417.007633284671, 27809.5461866935, 30992.81533519092, 29859.54334230393, 161558.5552001064, 249999.7340724983, 484096.9774267975, 2765.053750004279, 2300.0895198686785]","[-16.30758987780215, 15.355204887397644, -5.717230184800734, -6.435283328743998, -8.096448880970717, 4.033270038716115, -0.8635730402382021, 3.903149945628695, 7.520323593302878, -0.6744397708512468, 3.6380475120873847, -1.8748814914660752, -6.004953366946967, 0.7100101200377433, 8.28387662147389, 4.357488450299853, -5.0705037487406255, 5.07677894207132, -3.8031457149716172, -1.5948637075407954, -1.3648924512031249, -2.4371711422942894, -3.871025557688398, -0.42455201467587866, 0.9179657878407174, -0.7741529150745803, 2.143533405920615, -2.184453054957568, -1.0945232886510703, 5.335842119672796, -3.346081877214869, 0.6518577443379484, 4.454583445886012, 2.435624885215472, 3.8205079917420153, -2.3285940852073668, 0.36608085298772197, 0.5235707238293945, -2.0911402501519945, -1.2743275255677164, 7.915050329329454, -1.3725984474604191, -1.0444928206699597, -0.21641074098740545, 1.9054470132063424, -0.7434716713210447, -0.6589880622605525, 1.1207635713512039, 1.9113270191072322, -1.390666043260015, 0.47436369338650525, 1.9970732890312046, -0.0791432137324109, 0.5308682563449392, 2.8342562250021404, 0.7121704093877623, 2.686506808506257, 1.195592595152266, 2.5760542503204427, -1.0485410548233183, -0.30289703183070915, 1.7004246537185923, -1.1680514965343474, 1.0801508295124416, -1.5019011535280904, -0.5140362398775777, -0.21788592209277763, 0.010273754089831381, -0.6481692462594448, 0.4960116667163356, 1.337767792234374, 1.7090392380332926, -0.20803012655792175]",41801887624471.625
7,"[169441.44024511575, 106725.51103501699, 1460.2817423237025, 0.0720914038126609, 27809.546192983726, 499995.1299172432, 372998.71948845795, 171870.8440969203, 249999.63037639167, 39.07610286464097, 2765.1365732662593, 2300.089519516342]","[-16.39703290978344, -5.679064901838206, 4.641797714442009, 6.975720607169706, -3.7672220961032807, -6.769175588052238, -1.1326961523233872, -3.7185111335758774, 2.7299778493378164, -10.133910057928675, 0.25069909556587555, 7.860542000735485, -0.2693355999995143, 11.848911419582585, -5.86654579676166, -0.41362423097188067, 3.4916402274908758, -6.84933575963645, 2.7132375982187735, 2.1414128296686865, 1.0052456921131518, -0.165489955452312, 2.5455593012945346, 7.8696448088077595, -0.3634452196016149, 4.847970467053189, -0.8653545613315433, 0.518146641157317, 4.346267238453696, 0.35625906966572446, 0.03427348034852049, 0.9498821368717616, 1.0583758773044705, 4.145158942315354, -4.91611738284823, -0.18398645908548628, -2.0341002475042305, -0.24358718988882974, 3.155729130760343, -0.3545459319914383, 2.808434314088341, -4.661966122171513, 0.18569013859188385, 2.315789668116186, 0.2656594204524864, 1.2754188482552922, -0.49966686491858403, -1.1117758103260162, -2.1993904823721766, 0.5843413040632122, -1.060859044796966, 0.7685413829063437, -0.8417572691480374, 0.053367734227955266, -2.698098619903161, -0.542688545584518, 2.207588734263606, 0.1695799365944229, 2.180672775939285, -0.5143093565450617, -1.190568809260644, -0.4822827733363144, -1.4654643785397985, 2.3124295291378134, -0.40882057671893485, 1.3882832282471478, 1.9053782082441157, -1.207838409229142, -0.3055706889746729, -0.9874867653299579, -1.1949509392899587, 1.1947812808721625, 1.718089801746135]",32080967104138.758
7,"[169440.51246357092, 93243.89364606143, 1460.3166800423724, 416.9808676884439, 27815.262044963343, 212053.25109170575, 373000.9191563076, 0.32751385452343673, 249999.6312425069, 499997.1061313648, 2765.0049685863823, 2300.0895195159464]","[-14.962990735772923, 3.1491137199458334, 22.04840536999928, -8.01414666866627, -3.2027629209590316, -0.8971038731987822, -4.212348923010849, -2.660275896236578, -2.978796393731776, 3.957713170064622, -4.617978339665728, 0.3826835007174067, -8.28286120521181, 2.852016485990369, -1.3279848272868904, -3.451691144945645, 4.907960863717775, 0.8041011502137365, -2.016261047502357, -4.198966166993503, 3.272973493741887, -0.5444910144785621, 1.7390808832559794, -3.073112149166935, -0.10765084256408561, 0.8295105985046443, 2.7572609740608085, -1.3633609821704604, -2.6927769657680414, -0.7204085439550804, 0.3631035320311888, -2.5235738287792997, 3.4204008519686426, 1.4507439230855674, -1.4538961229625482, -3.592825871307868, 2.3472730121884107, -1.9616336466264126, 1.1104926602362477, -0.6355271629574628, 0.03696324264824305, 1.3064552156454132, 0.04657219412062793, -1.71247433256274, -1.3994784451313946, 0.27444074061743134, -0.663878250204027, 0.40623138378304496, 1.3640480335644267, -0.6836307386256174, -1.466092338349509, 0.46960451198656583, -0.01652475021805537, 0.5646544729316156, -1.84462233034399, 0.8185676937669149, 0.7967212493900805, 2.0810584969356345, 0.23652445205764955, -0.5349409954523375, -0.21522324028500026, 1.7828313302397405, -1.3177243038052393, -0.6349551351947866, -0.07335748283909922, 0.3186679136401995, -2.2078760244361226, 0.47720235564098046, -1.2100058017827982, 0.2894867842382494, 1.9756011402879172, 0.17558414429307834, 1.312757224126855]",38248761510763.85
7,"[169439.35846377813, 156255.6516177635, 1460.3382742467675, 0.3163715139106699, 27815.2620449547, 212053.2495769711, 248479.38363873347, 248032.7702406934, 3.8898557769157867, 12062.287087007782, 2765.081390195736, 2300.035669605085]","[-16.09279007248256, -5.0118113592961615, -1.894385976448767, 7.8249910110204715, 4.976040645087394, -10.351903302289129, -2.772261167247368, -5.013028691928568, 10.766480285164103, 10.59049311998414, -1.9270396934411629, -1.6270550939966315, -6.044216625514173, 1.6937611054538038, 1.7353063371115103, -2.7505129618456086, -6.481167101868981, 3.918988501806589, 6.2184900886954315, 1.213522570340331, 2.760093780847632, 6.489897714034251, -3.6343989284558873, 0.6490517344527018, -3.83365072340342, 0.051924421889724195, 2.5230710091571464, -3.1890157149093294, 0.9498516538632796, -0.31298240250392173, 3.705877291275181, 1.8406719731974948, 5.431574355891568, 1.3408234256742875, 2.061452684702152, -0.7831341891365121, 1.1123045026213358, -1.1705597930279181, 2.8771024872312525, 2.684755101823275, -1.5359230654424905, 2.195226780478301, -0.5020096370578326, 1.2073878829303712, 2.2837615093357915, -0.6341443525164345, 0.7695259909215976, -2.493577187361239, 0.42072359868628023, -0.3482820593393889, -1.0155118219863164, 3.919155974722514, 1.2282721598722208, 1.9301077801659772, 5.905140500979212, 1.3039747739570282, 3.849885194461819, -2.5627068112778537, 3.038388888500789, -1.3957276749467362, 2.1249220727830362, -1.7648212325019397, 1.2179184527360567, -0.2398609208419524, -2.6259132235196443, 0.11697799629880709, 0.1704707484402733, -0.029381100915085914, -0.08496709217085656, -0.7560355962835529, 1.615594063630044, -0.41609474681482594, 1.3776633416860797]",32469635406739.76
7,"[169439.35846384396, 156255.65233101425, 1460.338274246635, 35388.16108835306, 27815.262044946536, 401057.709736385, 69565.81835714204, 63936.50973876935, 3.8898141393843098, 316293.297110026, 2765.0813901958622, 2300.1738291490487]","[-15.311354158052907, 0.19931841584125506, 4.6443044732120065, 10.143143801504603, 13.833094253400217, 14.461477059666596, 1.8764741120935151, 5.626306833955082, -6.539253187017172, 2.9417045658513445, 7.756802919206762, -2.1944384737413025, -0.9085144243854444, -6.3653806151325245, -3.847696870294002, 1.9444824536135488, 0.8523970927465528, 0.2151818807033668, -9.924581923982792, 8.190286195182885, -1.7481893980028562, 5.564664096969062, 0.468320501101241, -4.36057570791374, 9.577179989479285, 1.7472467797058922, -4.067048302088508, 3.5340744125552868, 2.3464994757697357, 4.745911880170885, 1.2777101636858388, 3.4196441605796366, 2.6596354873052777, 0.5164766157664866, -1.6524325561749504, -0.40699771831874243, -1.147795514509615, -0.2671753920421371, 1.257454442879907, 1.852687163611955, -0.08296549778395691, 3.031829332721889, -0.1083318534795487, -1.4380205726320645, 1.3296744081354879, 0.7617134649892785, -1.4245942119538697, 3.921310279671249, 4.133757375119558, 0.2888759382080525, 1.3240370041983351, 2.577888865635575, 2.0782377036613324, 0.11756544677436832, -0.19665071095291362, 4.2559339506780995, -2.148432250817173, -3.9714203975071274, 0.5860969757046504, 0.6940412408376958, 0.7840679980604623, 0.8096830419674494, 2.939289092436412, -0.274984972811481, -0.38344408522409046, 0.4947741048143035, -2.650585472026114, 1.7212976591382068, 1.967956729508319, -2.626187961551979, 2.3589863018388355, -0.20888613445759963, -1.200646858854886]",30542394961149.66
7,"[169434.90973348357, 87169.78127583163, 1460.261218665238, 73146.50007051541, 27814.979594101034, 455725.5188135162, 263514.3352491615, 40741.9648502743, 4.073666603596344, 499998.65402068524, 2765.1500748286344, 2300.173829243859]","[-15.574825535093748, -8.71486187684845, -2.8154728605406545, 6.098374540303905, -6.9229908747504725, -10.946162527190006, -1.0664945492554945, -0.7581844321849845, -4.435513821317041, 1.0740690014299719, -10.399366483508246, 5.713045771894236, 4.191790351832886, -8.308976129846156, -5.83548441949879, -1.80267312736201, -1.9758341517054188, -0.732315230005439, -5.685806634878526, 0.9246555123315883, 2.090232222861807, -1.4720495254113068, -0.9006900765684731, -5.650431761300944, -5.040494229753982, 0.13824965337651154, 3.464632648380401, -1.0958175803688908, 5.287050842310401, 1.9723278510907785, 1.5635069124400305, -0.5491876498782405, -2.7219430107784643, -1.0016197693938005, -2.679155570234761, -1.9289143532507311, -0.7758414109226677, 1.139136079874004, 1.8180079014957466, -0.33657549072005655, 1.058004332141328, -4.734854664984898, 3.194646715269641, -0.29319451849574446, 5.213100264453659, 1.5808178479270905, 1.1761576658867268, 3.230213124205456, 0.8590525245600099, -3.7165538939415, -0.5418002924692277, -2.357535180615808, 2.748225593299805, -1.1331514310948447, -0.8667851203760103, 0.7195284210834608, -0.7760883103976562, 0.6006901363043584, -2.7498167627713195, 0.25571586554673376, -2.1787394974046537, 0.44319227971575853, 2.8822601204378775, 0.437727811885066, -0.5314421324157481, 0.4779271154137257, -0.01808615726586171, -2.2250421447702746, 1.0055176784614464, 1.2036625080005379, 3.071705377903899, -0.2807348894161625, 0.4224003650236997]",32687436644792.863
7,"[169438.23550774783, 106725.30087037696, 1460.441380973394, 0.001641160788366125, 27815.013850523224, 30992.604692542038, 373005.6723047126, 0.4672410054851208, 20.400575278632296, 5.783270111070335, 2765.0049679509643, 2300.008785040308]","[-16.03450209743925, 14.835769398144336, -7.7066200454568206, 0.7329138663925802, 4.467985371621648, 1.8980376304266997, -14.559752199807663, -4.082579396774584, -5.851450521889083, -1.6420336085678968, -3.5057673210791434, 6.55174333278802, 5.243969242580369, 5.063445705991379, -2.275183317883645, 3.7690918399917375, 0.7873456535496186, -2.054060148195147, 4.12577453593134, -1.448228050970952, 5.002102727782508, 3.793396147931274, -1.1551372681090002, 5.13178809134152, 0.016271592281187765, 0.3354820285590968, -2.1128370277809965, -0.29899138241853424, 2.123567132830456, 0.5432790473943017, 0.16467006368835285, 4.657461162963968, -2.320386242597759, -0.5689542196366276, 2.610844241852173, 4.375552371108097, -1.2476325837679099, 0.40189481339912536, -1.744701642113879, -1.8960953626082244, 3.165735762615983, -1.9718914986013565, -0.9264320160544205, -2.317741354313449, -1.0799179949313296, -4.625983336677816, -1.1622191309370677, 4.174412209919992, -2.403963170282007, 1.9024046490926427, 0.10839046395406901, -0.4563604251114024, -2.248574509741503, -1.2591202645834607, 0.4420889416847767, 4.084833478883637, -0.38120479470927265, 3.071469532946012, 0.10423693086068332, 1.3177784970464634, -1.036630991807766, 3.1467833988803555, -1.1976077540311705, 2.4935004087617965, 0.4015038908095024, -1.4158596079451962, 0.9101866901320049, -0.2858557065273204, 2.334860609779706, -0.7988561951860741, 0.24387841153106696, 0.7200121119043658, -1.5051002888115543]",40963148624553.76
7,"[169440.51243348458, 87169.70914815321, 1460.1754580416398, 416.17067502219834, 27814.398361318872, 30993.11343940256, 247060.34216121447, 161558.28264859316, 249999.51129329114, 499996.118018171, 2765.0057724912767, 2300.071808302321]","[-16.078795143270234, 10.747086910592758, -0.006960503313124627, -4.986795730833451, -8.880419109250088, 4.44703871368581, -1.0528039220943803, -3.0994992979938467, 7.3624145453174, -5.203075684232562, 1.9435583459781547, 7.088694967951994, 9.157028722054344, -12.232259003995516, -7.70292170988077, -3.040555834384859, 3.5781003415128585, -4.14097065420768, 6.152068116066845, 2.6621998473524213, 1.1396982568556058, -5.833437105795476, -3.149272180073663, -4.483123491897664, 0.6286995200646975, -2.0897753012909632, -1.654650722287718, 1.8534798569164557, -4.635146055571054, 0.8746729906483746, 2.6088785934213203, 0.8073281457348148, 3.8575448353730484, 0.6188843617618409, 2.3531220040388368, 0.42586697453297334, -2.450716930140792, -0.8185255539565265, 2.898366201889605, 2.1333816879901826, -0.6929162993746906, -2.6912723587693135, -0.32671157707718407, 0.2873211902496279, 1.4488916086953985, 0.0035067527123518465, -0.6844892969232885, 2.083298688872546, -2.306452992125411, -2.039001636535675, -1.4036548346017088, 1.6856630175532417, 0.13258104239754986, -3.4724410503512626, -0.9538745506722075, 1.9108261832249398, 0.32607581455212614, 1.9697007283857615, 0.8482017329089927, 1.850802386539431, -1.1913680758325613, -1.450677418834576, 0.2038463992807742, 0.6710363542561072, 1.4744290545070364, 1.6439833952319232, 0.9183103447584202, -0.3018079267981563, 1.4534283211962131, -1.0207618147228172, -0.8627337723064541, 0.7162303593347688, 0.7289377004344507]",38788002950737.664
