Unnamed:_1	Unnamed:_2	Unnamed:_3	Unnamed:_4
Austria	GasCCGT	1	0.8500000000000115
Belgium	GasCCGT	1	0.8500000000000115
Bulgaria	GasCCGT	1	0.8500000000000115
Switzerland	GasCCGT	1	0.8500000000000115
CzechR	GasCCGT	1	0.8500000000000115
Germany	GasCCGT	1	0.8500000000000115
Denmark	GasCCGT	1	0.8500000000000115
Estonia	GasCCGT	1	0.8500000000000115
Spain	GasCCGT	1	0.8500000000000115
Finland	GasCCGT	1	0.8500000000000115
France	GasCCGT	1	0.8500000000000115
GreatBrit.	GasCCGT	1	0.8500000000000115
Greece	GasCCGT	1	0.8500000000000115
Croatia	GasCCGT	1	0.8500000000000115
Hungary	GasCCGT	1	0.8500000000000115
Ireland	GasCCGT	1	0.8500000000000115
Italy	GasCCGT	1	0.8500000000000115
Lithuania	GasCCGT	1	0.8500000000000115
Luxemb.	GasCCGT	1	0.8500000000000115
Latvia	GasCCGT	1	0.8500000000000115
Netherlands	GasCCGT	1	0.8500000000000115
Poland	GasCCGT	1	0.8500000000000115
Portugal	GasCCGT	1	0.8500000000000115
Romania	GasCCGT	1	0.8500000000000115
Serbia	GasCCGT	1	0.8500000000000115
Sweden	GasCCGT	1	0.8500000000000115
Slovenia	GasCCGT	1	0.8500000000000115
Slovakia	GasCCGT	1	0.8500000000000115
Austria	Hydroregulated	1	1.0
BosniaH	Hydroregulated	1	1.0
Bulgaria	Hydroregulated	1	1.0
Switzerland	Hydroregulated	1	1.0
CzechR	Hydroregulated	1	1.0
Germany	Hydroregulated	1	1.0
Spain	Hydroregulated	1	1.0
France	Hydroregulated	1	1.0
GreatBrit.	Hydroregulated	1	1.0
Greece	Hydroregulated	1	1.0
Hungary	Hydroregulated	1	1.0
Croatia	Hydroregulated	1	1.0
Italy	Hydroregulated	1	1.0
Luxemb.	Hydroregulated	1	1.0
Macedonia	Hydroregulated	1	1.0
Poland	Hydroregulated	1	1.0
Portugal	Hydroregulated	1	1.0
Romania	Hydroregulated	1	1.0
Serbia	Hydroregulated	1	1.0
Sweden	Hydroregulated	1	1.0
Slovakia	Hydroregulated	1	1.0
Austria	Windonshore	1	0.22395319444444456
BosniaH	Windonshore	1	0.14348430555555564
Belgium	Windonshore	1	0.1802020833333334
Bulgaria	Windonshore	1	0.2133573611111112
Switzerland	Windonshore	1	0.12896611111111114
CzechR	Windonshore	1	0.13467180555555539
Germany	Windonshore	1	0.10390666666666654
Denmark	Windonshore	1	0.224707638888889
Estonia	Windonshore	1	0.21449388888888896
Spain	Windonshore	1	0.23581638888888917
Finland	Windonshore	1	0.30444694444444464
France	Windonshore	1	0.18975930555555567
GreatBrit.	Windonshore	1	0.2582333333333333
Greece	Windonshore	1	0.2774769444444442
Croatia	Windonshore	1	0.14348430555555564
Hungary	Windonshore	1	0.2205258333333332
Ireland	Windonshore	1	0.27807472222222224
Italy	Windonshore	1	0.17805430555555554
Lithuania	Windonshore	1	0.20388194444444452
Luxemb.	Windonshore	1	0.18575180555555548
Latvia	Windonshore	1	0.19991361111111108
Macedonia	Windonshore	1	0.07389180555555573
Netherlands	Windonshore	1	0.17384569444444442
Poland	Windonshore	1	0.15348972222222232
Portugal	Windonshore	1	0.29645888888888855
Romania	Windonshore	1	0.22298472222222232
Serbia	Windonshore	1	0.07389180555555573
Sweden	Windonshore	1	0.23159833333333324
Slovenia	Windonshore	1	0.10096361111111114
Slovakia	Windonshore	1	0.12335180555555564
Belgium	Windoffshore	1	0.260051527777778
Germany	Windoffshore	1	0.24970680555555547
Denmark	Windoffshore	1	0.29794666666666686
Finland	Windoffshore	1	0.3605552777777779
Spain	Windoffshore	1	0.0
France	Windoffshore	1	0.41841444444444414
GreatBrit.	Windoffshore	1	0.3430452777777779
Ireland	Windoffshore	1	0.28397347222222186
Netherlands	Windoffshore	1	0.25264583333333307
Sweden	Windoffshore	1	0.42078791666666704
Austria	Solar	1	0.14370138888888884
BosniaH	Solar	1	0.14917222222222218
Belgium	Solar	1	0.12047916666666664
Bulgaria	Solar	1	0.14775972222222206
Switzerland	Solar	1	0.14762638888888885
CzechR	Solar	1	0.13391527777777776
Germany	Solar	1	0.12242500000000003
Denmark	Solar	1	0.10396250000000003
Estonia	Solar	1	0.1084166666666667
Spain	Solar	1	0.16363055555555547
Finland	Solar	1	0.0875305555555556
